"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid","mlbamid"
"Luis Valbuena","- - -","2071","10.9%","24.4%","0.45",".228",".315",".424",".739",".196","2.7",".266","-5.3","2.0","-2.0","245","8.4",".320","103","4969","472528"
"Welington Castillo","- - -","1798","6.4%","25.5%","0.25",".255",".309",".434",".743",".178","1.5",".308","-11.3","-0.4","-0.5","214","7.3",".320","98","3256","456078"
"Ryon Healy","- - -","1412","4.4%","22.3%","0.20",".265",".300",".451",".751",".187","1.2",".303","-3.2","-4.4","-1.1","171","2.4",".320","103","15447","592387"
"Torii Hunter","- - -","1153","5.0%","16.8%","0.30",".264",".306",".428",".734",".164","2.9",".286","0.4","-2.0","-2.6","134","7.2",".320","102","731","116338"
"Brandon Drury","- - -","1124","6.0%","20.6%","0.29",".264",".314",".434",".748",".170","2.1",".309","0.7","-5.4","-1.0","135","1.1",".320","92","11615","592273"
"Kole Calhoun","LAA","3101","8.8%","21.1%","0.42",".251",".321",".415",".736",".164","4.1",".292","1.3","5.5","-1.5","368","9.7",".320","104","11200","594777"
"Tommy Joseph","PHI","880","6.3%","23.2%","0.27",".247",".297",".460",".757",".214","2.1",".274","-1.8","-4.2","-0.4","106","-0.2",".320","95","10349","571830"
"Nomar Mazara","TEX","1720","7.8%","20.6%","0.38",".258",".320",".425",".746",".167","2.4",".296","-5.1","0.5","-2.0","207","2.2",".320","91","14553","608577"
"Jorge Alfaro","PHI","508","4.3%","35.2%","0.12",".270",".327",".422",".749",".152","3.6",".405","-2.8","1.6","0.3","61","1.4",".320","97","12180","595751"
"Jurickson Profar","TEX","971","9.6%","16.8%","0.57",".244",".328",".403",".731",".159","5.7",".273","1.2","0.7","1.2","116","2.2",".319","91","10815","595777"
"Hernan Iribarren","CIN","45","0.0%","24.4%","0.00",".311",".311",".444",".756",".133","7.6",".412","0.4","-0.4","0.2","5","0.0",".319","95","4177","454975"
"Peter O'Brien","- - -","153","7.8%","35.3%","0.22",".221",".281",".486",".767",".264","0.5",".273","-0.4","-0.4","-0.1","18","0.1",".319","97","13288","598284"
"Albert Pujols","LAA","3140","6.8%","12.0%","0.56",".255",".307",".442",".749",".187","2.5",".248","-18.3","-9.7","0.3","369","8.2",".319","104","1177","405395"
"Chris Young","- - -","1353","9.2%","21.1%","0.44",".236",".314",".420",".734",".184","4.4",".270","0.8","2.9","0.0","159","4.6",".319","99","3882","455759"
"Colin Moran","- - -","502","8.2%","18.1%","0.45",".272",".335",".405",".740",".134","2.3",".312","-3.9","-0.3","-1.1","60","1.7",".319","100","16909","592567"
"Chris Iannetta","- - -","1704","12.9%","25.3%","0.51",".226",".335",".389",".724",".163","1.8",".281","-8.2","-0.9","-0.9","201","5.0",".319","98","8267","455104"
"Eduardo Escobar","- - -","2418","6.5%","19.6%","0.33",".261",".312",".433",".745",".171","3.5",".302","2.4","3.0","-4.0","286","6.6",".319","99","6153","500871"
"Jay Bruce","- - -","2761","8.8%","23.0%","0.38",".235",".304",".446",".750",".211","4.3",".264","-7.9","4.8","-1.4","327","8.5",".319","99","9892","457803"
"Jedd Gyorko","- - -","2222","8.6%","21.8%","0.39",".247",".314",".423",".737",".176","2.6",".281","-6.1","-2.7","-1.1","263","6.7",".319","101","10816","576397"
"Nicky Delmonico","CHW","484","10.3%","22.9%","0.45",".231",".322",".409",".732",".179","4.5",".272","-0.6","-1.1","-0.5","58","0.9",".318","101","13157","547170"
"Gregory Polanco","PIT","2497","9.1%","19.1%","0.47",".253",".321",".422",".742",".169","5.8",".289","3.0","3.8","4.7","295","6.1",".318","100","12907","570256"
"Joe Panik","SFG","2210","8.0%","9.3%","0.85",".277",".338",".395",".733",".117","4.2",".293","0.0","0.8","-0.3","260","3.2",".318","101","11936","605412"
"Starlin Castro","- - -","2877","5.2%","18.3%","0.29",".280",".320",".418",".738",".138","3.1",".322","0.0","-6.3","-2.7","338","6.5",".318","100","4579","516770"
"Dae-Ho Lee","SEA","317","6.3%","23.3%","0.27",".253",".312",".428",".740",".175","1.0",".294","-4.3","-0.2","-0.2","37","0.0",".318","103","18722","493193"
"Mitch Garver","MIN","387","9.0%","22.5%","0.40",".259",".329",".405",".734",".147","3.7",".325","-0.1","-0.3","-0.2","46","0.8",".318","99","15161","641598"
"Hyun Soo Kim","- - -","585","9.9%","16.6%","0.60",".273",".351",".368",".719",".095","2.3",".322","1.3","0.5","-1.4","69","-0.9",".318","96","18718","547957"
"Harrison Bader","STL","519","6.9%","28.7%","0.24",".259",".325",".414",".739",".155","6.0",".344","5.3","2.5","1.5","62","0.8",".318","100","18030","664056"
"Jason Heyward","- - -","2821","9.2%","14.5%","0.64",".265",".336",".386",".723",".121","5.0",".298","8.2","4.6","3.4","329","5.4",".318","99","4940","518792"
"Aaron Altherr","PHI","1090","9.8%","28.2%","0.35",".228",".319",".417",".735",".188","5.8",".295","0.8","-2.6","-0.5","130","0.6",".318","96","11270","571437"
"Roman Quinn","PHI","212","8.5%","25.5%","0.33",".261",".335",".388",".723",".128","7.7",".356","-0.7","1.0","0.8","25","0.4",".318","97","13546","596451"
"Alex Avila","- - -","1495","15.9%","33.8%","0.47",".217",".344",".364",".708",".147","1.3",".323","-12.9","0.9","-3.1","175","3.8",".318","99","7476","488671"
"Clint Robinson","- - -","586","9.9%","15.5%","0.64",".259",".338",".387",".726",".128","1.7",".285","-5.0","0.3","-0.3","68","1.1",".318","97","6908","519208"
"Phillip Ervin","CIN","311","7.7%","24.1%","0.32",".254",".323",".413",".736",".159","5.2",".308","2.1","0.1","1.0","37","0.5",".318","94","14738","640447"
"Stephen Vogt","- - -","1633","7.8%","16.8%","0.47",".256",".315",".425",".740",".169","2.3",".279","-5.9","4.0","-1.9","190","1.9",".318","101","5000","519390"
"Albert Almora Jr.","CHC","919","5.2%","17.0%","0.31",".289",".326",".412",".738",".123","3.0",".334","-1.7","-1.8","-1.4","109","0.2",".317","96","14109","546991"
"Ender Inciarte","- - -","2964","6.5%","12.1%","0.54",".289",".337",".390",".727",".101","6.0",".321","9.8","3.6","1.7","347","3.7",".317","94","4922","542255"
"Yadier Molina","STL","2602","6.0%","12.2%","0.49",".280",".326",".409",".735",".129","2.6",".298","-10.8","-7.3","-2.1","304","3.5",".317","99","7007","425877"
"Matt Duffy","- - -","1602","6.3%","16.0%","0.39",".285",".337",".385",".722",".100","4.7",".332","1.0","-3.3","0.5","187","3.1",".317","102","13836","622110"
"Steve Selsky","- - -","63","3.2%","42.9%","0.07",".283",".306",".433",".740",".150","4.7",".484","0.5","0.0","0.2","7","-0.1",".317","93","12957","592731"
"Jean Segura","- - -","3033","4.8%","13.7%","0.35",".287",".327",".404",".732",".118","6.0",".320","10.3","-4.8","4.3","355","5.3",".317","97","5933","516416"
"Ian Desmond","- - -","2958","7.2%","25.8%","0.28",".256",".314",".415",".729",".160","5.8",".321","10.7","-1.6","6.4","344","4.5",".317","91","6885","435622"
"Jonathan Villar","- - -","2047","8.7%","27.0%","0.32",".258",".325",".402",".728",".144","6.3",".340","0.1","-0.2","12.5","240","1.2",".317","96","10071","542340"
"Keon Broxton","- - -","798","10.9%","36.6%","0.30",".221",".313",".421",".734",".200","7.6",".324","-1.3","2.7","4.2","94","-1.7",".317","93","9253","542979"
"Eduardo Nunez","- - -","2005","4.0%","13.5%","0.30",".283",".315",".422",".737",".139","5.8",".309","-4.4","-0.4","5.9","235","0.9",".317","96","6848","456488"
"Kurt Suzuki","- - -","2052","5.8%","11.5%","0.51",".267",".324",".405",".729",".138","1.2",".281","-12.0","0.7","-1.7","238","3.6",".317","96","8259","435559"
"Kevin Kiermaier","TBR","2101","6.8%","20.5%","0.33",".254",".313",".421",".733",".166","7.0",".301","10.9","5.7","3.1","244","2.0",".317","102","11038","595281"
"Brian McCann","- - -","2180","8.9%","17.0%","0.53",".234",".314",".414",".727",".180","1.9",".241","-11.5","-1.5","-1.4","253","2.8",".317","99","4810","435263"
"Daniel Descalso","- - -","1503","12.4%","22.2%","0.56",".237",".335",".391",".726",".154","4.4",".289","3.0","2.7","-1.5","175","0.2",".316","89","8392","518614"
"Martin Prado","- - -","2138","6.0%","12.8%","0.47",".284",".331",".394",".725",".110","2.8",".314","-0.1","-5.7","-1.6","246","2.9",".316","100","3312","445988"
"Greg Bird","NYY","659","10.3%","26.3%","0.39",".214",".302",".434",".736",".220","1.5",".243","-3.8","2.2","-0.3","77","0.0",".316","98","14131","595885"
"Steven Moya","DET","133","6.0%","37.6%","0.16",".250",".293",".452",".745",".202","3.8",".371","-0.7","0.5","-0.5","15","-0.1",".316","97","11854","570615"
"Delmon Young","BAL","435","3.2%","18.4%","0.18",".288",".317",".399",".716",".111","3.2",".338","0.9","-1.2","0.1","49","1.3",".316","99","2140","430321"
"Yangervis Solarte","- - -","2567","7.2%","12.1%","0.60",".259",".317",".410",".728",".151","2.4",".270","-7.6","-7.2","-2.4","296","0.9",".316","99","5352","500208"
"Wilmer Flores","NYM","1910","5.2%","12.5%","0.42",".264",".306",".431",".737",".167","2.0",".270","-8.0","-2.0","-1.7","221","0.8",".316","101","5827","527038"
"Zack Cozart","- - -","2025","7.8%","15.4%","0.50",".251",".315",".416",".731",".165","4.9",".272","2.4","-0.9","0.6","236","2.0",".316","94","2616","446359"
"Jonathan Schoop","- - -","2625","3.7%","22.7%","0.16",".257",".293",".444",".737",".187","2.7",".296","-1.7","-4.7","-1.2","305","0.2",".316","96","11265","570731"
"Brock Holt","BOS","1856","8.7%","19.4%","0.45",".268",".338",".375",".713",".106","5.1",".330","5.8","0.6","-0.4","213","1.5",".315","94","9345","571788"
"Colby Rasmus","- - -","1456","8.9%","31.8%","0.28",".226",".296",".435",".731",".209","3.7",".290","3.2","5.7","0.7","166","0.8",".315","101","9893","458675"
"Jackie Bradley Jr.","BOS","2390","9.0%","24.9%","0.36",".240",".319",".410",".729",".169","6.2",".300","7.8","3.3","5.1","278","0.1",".315","93","12984","598265"
"Tommy La Stella","- - -","947","10.1%","12.6%","0.81",".264",".345",".366",".711",".101","2.4",".297","-2.4","-0.4","-1.1","109","1.2",".315","96","12371","600303"
"Dariel Alvarez","BAL","35","8.6%","22.9%","0.38",".250",".314",".406",".721",".156","0.8",".304","-0.3","0.1","0.0","4","0.1",".315","97","15580","645848"
"Brandon Crawford","SFG","2912","8.5%","20.5%","0.41",".257",".324",".416",".739",".158","4.4",".304","3.8","1.6","-3.6","335","-1.1",".315","100","5343","543063"
"Logan Forsythe","- - -","2373","9.9%","21.1%","0.47",".250",".333",".380",".713",".130","3.7",".303","2.6","-1.4","-1.8","273","-1.4",".315","99","7185","523253"
"Adam Duvall","- - -","1831","6.9%","27.1%","0.25",".230",".291",".454",".744",".223","4.1",".269","0.9","6.5","-2.4","212","-4.3",".315","92","10950","594807"
"Ryan Raburn","- - -","738","9.2%","27.1%","0.34",".239",".314",".412",".726",".172","2.8",".305","0.2","-1.6","-0.8","84","0.3",".314","90","2218","430605"
"Gerardo Parra","- - -","2412","5.0%","16.9%","0.30",".279",".319",".409",".728",".130","4.7",".321","-3.8","-0.9","-2.7","275","-0.9",".314","87","8553","467827"
"Ben Gamel","- - -","900","8.1%","22.1%","0.37",".269",".331",".392",".723",".123","5.3",".340","4.6","0.4","0.0","104","-3.5",".314","99","12160","592325"
"Alex Gordon","KCR","2680","9.7%","23.0%","0.42",".242",".330",".385",".715",".143","3.9",".296","2.3","3.6","0.4","304","-4.2",".314","96","5209","460086"
"Chris Parmelee","- - -","380","5.5%","24.5%","0.23",".251",".297",".420",".717",".169","2.8",".304","-0.6","-0.2","-1.8","43","1.1",".314","98","2554","476633"
"Max Kepler","MIN","1633","9.8%","18.7%","0.52",".233",".313",".417",".730",".184","4.1",".257","4.1","4.9","-0.9","189","-4.9",".314","95","12144","596146"
"David Murphy","- - -","853","6.6%","12.9%","0.51",".272",".318",".402",".720",".130","2.0",".292","-2.6","1.3","-2.1","95","1.8",".314","99","6035","461815"
"Mark Canha","OAK","1127","6.6%","23.1%","0.28",".239",".305",".424",".728",".184","4.1",".280","1.3","-0.2","-0.5","129","-1.4",".314","100","11445","592192"
"Jeimer Candelario","- - -","775","10.5%","25.2%","0.42",".233",".324",".394",".718",".161","3.6",".292","0.7","2.0","-0.7","90","-1.2",".314","95","13621","600869"
"Jake Buchanan","- - -","5","20.0%","40.0%","0.50",".250",".400",".250",".650",".000","2.6",".500","","","0.0","1","0.0",".314","95","10962","594772"
"David Bote","CHC","210","9.0%","28.6%","0.32",".239",".319",".408",".727",".168","4.8",".314","0.6","0.1","-1.1","24","-0.1",".314","96","14593","623520"
"Niko Goodrum","- - -","510","8.4%","27.8%","0.30",".239",".308",".419",".726",".180","5.2",".308","1.8","0.6","0.5","59","-0.5",".314","95","12092","592348"
"Elvis Andrus","TEX","3031","6.8%","13.6%","0.50",".276",".326",".395",".721",".119","5.4",".308","19.1","-6.1","1.3","346","-2.4",".314","90","8709","462101"
"Jacoby Ellsbury","NYY","2171","8.2%","15.0%","0.55",".264",".330",".386",".716",".122","6.3",".298","6.9","2.4","9.0","245","-2.7",".314","96","4727","453056"
"Manny Pina","MIL","777","6.6%","20.1%","0.33",".264",".320",".409",".729",".144","3.2",".310","-3.4","-2.4","-0.1","90","-2.6",".314","92","2829","444489"
"Richie Shaffer","TBR","142","10.6%","35.2%","0.30",".213",".310",".410",".720",".197","2.3",".304","0.5","0.5","-0.9","16","-0.2",".314","99","13271","572128"
"Yoan Moncada","- - -","901","10.8%","33.6%","0.32",".234",".319",".399",".719",".166","5.5",".343","1.9","3.2","-0.8","104","-2.1",".314","97","17232","660162"
"Rougned Odor","TEX","2705","5.0%","21.2%","0.23",".248",".295",".440",".735",".192","5.5",".279","6.6","7.2","-6.9","307","-6.6",".313","89","12282","596059"
"Max Stassi","HOU","331","9.1%","28.4%","0.32",".232",".315",".399",".714",".167","1.6",".302","-1.1","-0.6","-0.2","38","-0.4",".313","101","10059","545358"
"Wilin Rosario","COL","652","4.8%","19.3%","0.25",".268",".301",".427",".728",".160","2.7",".306","-2.8","-2.8","-0.2","72","1.0",".313","81","8002","501647"
"Billy Butler","- - -","1478","7.7%","16.2%","0.48",".266",".325",".390",".716",".125","1.2",".301","-14.0","-8.4","-1.0","165","0.7",".313","98","7399","456714"
"Maikel Franco","PHI","2111","6.5%","15.5%","0.42",".252",".303",".435",".738",".183","2.3",".263","-2.0","-5.2","-0.8","241","-7.1",".313","93","12179","596748"
"Travis d'Arnaud","NYM","1357","7.2%","16.7%","0.43",".248",".307",".418",".725",".170","2.4",".269","-0.4","-4.5","-0.6","152","-3.4",".313","99","7739","518595"
"Jon Jay","- - -","2105","6.5%","17.4%","0.37",".279",".347",".357",".705",".078","4.6",".339","6.2","-5.5","-2.0","238","-5.0",".313","95","5227","445055"
"Tim Beckham","- - -","1415","6.4%","28.5%","0.22",".251",".303",".424",".728",".173","4.8",".325","-0.6","0.3","-2.1","162","-5.5",".313","96","7949","542921"
"Jorge Bonifacio","KCR","692","9.2%","27.3%","0.34",".244",".317",".405",".722",".161","3.0",".315","0.7","1.0","-1.0","80","-3.4",".313","92","12174","593528"
"Boog Powell","- - -","160","10.0%","22.5%","0.44",".262",".333",".383",".716",".121","4.6",".327","-0.3","0.1","-0.7","18","-1.0",".312","97","15103","621471"
"Greg Garcia","STL","860","12.3%","19.7%","0.63",".248",".356",".339",".696",".091","2.9",".309","3.7","1.2","-0.6","98","-3.5",".312","95","10951","594824"
"Ezequiel Carrera","- - -","900","7.9%","22.7%","0.35",".267",".333",".377",".710",".110","5.5",".337","4.4","1.0","1.8","102","-3.5",".312","95","9048","485567"
"Mason Williams","- - -","200","5.0%","23.0%","0.22",".289",".325",".396",".721",".107","4.0",".370","1.5","-0.1","-0.3","23","-0.6",".312","92","11859","592863"
"Nick Hundley","- - -","1547","5.8%","23.9%","0.24",".261",".304",".424",".728",".163","3.1",".320","-4.3","-1.7","-2.0","174","-4.4",".312","88","3376","460026"
"Chase Headley","- - -","2348","9.3%","22.4%","0.42",".253",".331",".376",".707",".123","3.6",".314","5.5","-1.4","-0.4","263","-6.5",".312","96","4720","452104"
"Christopher Bostick","- - -","50","12.0%","32.0%","0.38",".256",".360",".326",".686",".070","2.5",".407","0.4","0.1","-0.5","6","-0.2",".312","94","13718","607471"
"Geovany Soto","- - -","431","8.6%","26.2%","0.33",".233",".302",".413",".716",".181","1.3",".283","-2.1","-0.4","-0.6","48","-0.7",".312","98","3707","434567"
"Brad Miller","- - -","2170","9.8%","24.7%","0.40",".235",".312",".408",".719",".172","4.8",".288","-2.0","5.2","-0.9","244","-6.4",".312","98","12775","543543"
"Juan Uribe","- - -","1060","6.0%","19.4%","0.31",".264",".311",".405",".717",".141","1.5",".305","1.2","-2.9","-0.7","117","-1.8",".312","98","454","346874"
"Ronald Guzman","TEX","428","7.7%","28.3%","0.27",".235",".306",".416",".722",".181","3.4",".299","0.8","0.4","0.0","49","-1.0",".312","87","14388","608597"
"Jorge Lopez","- - -","5","0.0%","60.0%","0.00",".250",".250",".500",".750",".250","2.6","1.000","","","0.0","0","-0.2",".312","61","14527","605347"
"Heath Fillmyer","KCR","5","0.0%","60.0%","0.00",".250",".250",".500",".750",".250","0.1","1.000","","","0.0","1","0.0",".312","94","17466","641571"
"Trevor Plouffe","- - -","1883","8.0%","20.6%","0.39",".244",".307",".409",".716",".166","3.0",".281","-1.5","-5.1","-1.5","208","-5.3",".312","95","7462","461858"
"Franchy Cordero","SDP","253","7.9%","39.1%","0.20",".234",".295",".433",".728",".199","6.7",".361","2.6","1.0","-0.2","29","-1.2",".312","95","14567","614173"
"Kolten Wong","STL","2225","7.3%","15.2%","0.48",".258",".329",".387",".715",".129","5.7",".290","6.6","5.0","2.3","250","-5.8",".312","96","12532","543939"
"Brandon Phillips","- - -","2337","4.0%","12.4%","0.32",".283",".318",".400",".718",".116","4.1",".308","0.9","-5.7","-0.4","261","-8.6",".311","92","791","408252"
"Carl Crawford","LAD","650","4.6%","16.5%","0.28",".274",".314",".395",".709",".121","6.8",".314","3.7","0.6","2.6","71","-1.1",".311","100","1201","408307"
"Carlos Peguero","- - -","100","14.0%","42.0%","0.33",".190",".310",".393",".703",".202","4.3",".308","0.6","0.2","0.4","11","-0.2",".311","92","8760","451713"
"Kirk Nieuwenhuis","- - -","694","12.4%","34.0%","0.36",".211",".314",".396",".710",".185","4.3",".306","1.3","1.9","-2.0","77","-3.0",".311","94","6400","543590"
"Nate Freiman","OAK","93","5.4%","24.7%","0.22",".218",".269",".448",".717",".230","1.8",".237","0.4","-1.1","-0.1","10","0.1",".311","102","6582","474384"
"Brett Wallace","SDP","363","10.7%","31.4%","0.34",".224",".328",".380",".708",".157","0.9",".312","-1.3","0.5","-0.2","40","-2.0",".311","96","8434","477165"
"Marcus Semien","- - -","2566","8.3%","21.7%","0.38",".248",".311",".403",".714",".155","5.2",".295","3.8","0.3","2.9","286","-10.9",".310","97","12533","543760"
"Brett Lawrie","- - -","1268","5.8%","23.8%","0.25",".253",".303",".412",".715",".159","3.3",".307","2.2","5.2","-0.3","139","-3.8",".310","96","5247","543434"
"Matt Davidson","CHW","941","7.5%","35.2%","0.21",".225",".291",".435",".726",".211","1.3",".301","-5.0","-0.5","-0.9","106","-6.0",".310","95","7226","571602"
"Reynaldo Navarro","BAL","30","0.0%","10.0%","0.00",".276",".276",".448",".724",".172","2.6",".280","0.2","0.2","0.0","3","-0.1",".310","94","6008","519071"
"Daniel Nava","- - -","936","9.5%","19.8%","0.48",".256",".343",".344",".687",".087","2.7",".317","0.5","2.9","-0.3","103","-3.5",".310","92","5450","537953"
"Marco Gonzales","- - -","18","0.0%","27.8%","0.00",".286",".286",".429",".714",".143","1.1",".444","","","0.0","1","-0.5",".310","79","15467","594835"
"Bobby Abreu","NYM","155","12.9%","13.5%","0.95",".248",".342",".338",".680",".090","2.4",".283","-0.5","-0.1","0.0","17","-0.1",".309","100","945","110029"
"Josmil Pinto","- - -","203","12.3%","26.6%","0.46",".213",".310",".379",".690",".167","2.1",".259","0.0","-0.9","-0.6","22","-0.2",".309","95","6806","500887"
"J.P. Crawford","PHI","225","12.9%","26.2%","0.49",".214",".333",".358",".692",".144","6.5",".294","0.3","0.0","0.5","25","-1.5",".309","90","15491","641487"
"Ike Davis","- - -","681","12.8%","18.6%","0.69",".231",".327",".364",".691",".133","1.4",".269","-3.3","0.0","-2.0","73","-1.4",".309","98","8433","477195"
"Ketel Marte","- - -","1548","8.1%","15.7%","0.51",".263",".324",".389",".712",".126","5.7",".302","1.1","0.5","0.3","172","-9.8",".309","92","13613","606466"
"Cory Spangenberg","SDP","1278","7.3%","26.4%","0.28",".258",".318",".391",".709",".133","6.0",".341","8.3","2.9","1.5","142","-8.1",".309","94","12294","605486"
"Steve Tolleson","TOR","234","6.8%","24.8%","0.28",".256",".313",".384",".697",".128","6.9",".338","-2.1","0.1","0.4","25","-0.3",".309","95","4450","476270"
"Renato Nunez","- - -","292","6.8%","25.0%","0.27",".248",".308",".402",".710",".154","1.1",".306","-2.8","0.1","-0.2","33","-1.6",".309","92","14503","600524"
"Matt Duffy","HOU","12","8.3%","33.3%","0.25",".273",".333",".364",".697",".091","0.1",".429","0.0","0.1","0.0","1","-0.1",".309","101","12181","592274"
"Chone Figgins","LAD","76","18.4%","19.7%","0.93",".217",".373",".267",".640",".050","4.6",".289","0.8","0.3","0.3","8","-0.1",".308","100","1580","408210"
"Salvador Perez","KCR","2748","3.3%","17.8%","0.19",".254",".285",".438",".724",".184","2.2",".271","-11.2","-10.6","-1.0","301","-14.8",".308","91","7304","521692"
"Oswaldo Arcia","- - -","697","7.6%","31.9%","0.24",".226",".294",".418",".712",".191","3.1",".295","-2.0","0.9","-1.2","74","-3.0",".308","94","10306","542455"
"Raimel Tapia","COL","239","5.0%","22.6%","0.22",".274",".315",".404",".719",".130","7.6",".347","2.6","0.3","0.6","27","-2.3",".308","73","14350","606132"
"Jose Reyes","- - -","2265","7.0%","13.3%","0.53",".261",".313",".394",".707",".133","6.7",".286","1.8","5.5","9.7","246","-13.5",".308","92","1736","408314"
"Angel Pagan","SFG","1507","6.6%","14.1%","0.47",".278",".324",".378",".702",".101","5.6",".314","4.6","-0.1","2.1","163","-7.6",".308","96","2918","434636"
"Brian Bogusevic","PHI","61","4.9%","34.4%","0.14",".259",".295",".414",".709",".155","5.8",".371","0.5","0.1","0.4","7","-0.3",".308","93","4719","460131"
"Jake Bauers","TBR","388","13.9%","26.8%","0.52",".201",".316",".384",".700",".183","4.5",".252","1.5","2.0","-1.5","43","-2.3",".308","97","15194","641343"
"Cameron Maybin","- - -","2052","9.2%","19.3%","0.48",".260",".331",".366",".697",".106","6.1",".316","6.2","-3.4","4.3","224","-13.2",".308","94","5223","457727"
"James Loney","- - -","1405","5.7%","10.7%","0.53",".281",".325",".378",".703",".097","1.8",".301","-11.1","-3.2","-1.4","150","-6.5",".308","97","4556","425766"
"Jackson Frazier","NYY","183","6.6%","30.6%","0.21",".238",".295",".429",".724",".190","6.3",".330","-1.4","-0.1","0.1","20","-1.9",".307","90","15983","640449"
"Kelly Johnson","- - -","965","8.0%","22.5%","0.35",".243",".306",".398",".704",".155","3.0",".288","0.8","0.8","-0.1","104","-5.1",".307","94","2234","430637"
"Ramon Santiago","CIN","214","11.2%","17.8%","0.63",".246",".343",".324",".667",".078","2.7",".300","-1.6","1.2","-0.2","23","-0.5",".307","92","1417","421124"
"Nolan Reimold","- - -","500","10.2%","28.2%","0.36",".233",".314",".387",".701",".154","3.1",".303","-1.6","-0.2","-0.7","54","-3.3",".307","91","3441","460099"
"Dallas Beeler","CHC","7","0.0%","42.9%","0.00",".286",".286",".429",".714",".143","0.1",".500","","","0.0","1","0.0",".307","93","11471","542923"
"Dee Strange-Gordon","- - -","2931","3.7%","14.5%","0.25",".297",".327",".375",".702",".079","8.0",".344","13.4","3.6","16.8","317","-20.7",".307","95","8203","543829"
"Tommy Medica","SDP","259","5.4%","29.0%","0.19",".233",".286",".408",".694",".175","6.1",".299","0.9","0.0","0.6","27","-0.6",".307","98","11147","523265"
"Miguel Montero","- - -","1473","11.4%","20.9%","0.55",".233",".329",".372",".700",".138","1.5",".272","-7.7","-1.5","-2.3","157","-9.2",".307","89","3364","471083"
"Mikie Mahtook","- - -","940","6.1%","26.0%","0.23",".242",".297",".416",".713",".174","5.5",".297","-1.4","2.5","0.3","103","-8.8",".307","90","13130","543484"
"Curt Casali","- - -","622","9.0%","28.0%","0.32",".223",".302",".401",".704",".179","1.4",".280","-3.8","0.1","-1.1","67","-4.5",".306","92","12510","592200"
"Adonis Garcia","ATL","944","3.8%","16.0%","0.24",".267",".300",".414",".714",".147","3.0",".292","-0.2","-3.5","0.1","102","-9.1",".306","88","13777","611177"
"Garrett Cooper","- - -","83","6.0%","28.9%","0.21",".276",".325",".382",".707",".105","3.0",".396","0.1","0.1","0.0","9","-0.8",".306","92","15279","643265"
"Bryan Anderson","OAK","9","11.1%","11.1%","1.00",".333",".375",".333",".708",".000","0.1",".333","0.1","-0.1","0.0","1","0.0",".306","99","9871","457762"
"Chase Utley","- - -","2192","7.9%","16.2%","0.49",".244",".318",".383",".701",".139","4.9",".276","7.1","5.4","1.6","234","-16.7",".306","92","1679","400284"
"Garrett Jones","- - -","699","7.7%","21.9%","0.35",".239",".298",".400",".698",".161","2.4",".282","-1.9","1.2","-0.9","73","-2.9",".306","94","2714","434540"
"Jon Berti","TOR","15","0.0%","26.7%","0.00",".267",".267",".467",".733",".200","10.0",".364","0.0","0.0","0.2","2","-0.1",".306","91","12037","542932"
"Endy Chavez","SEA","258","5.8%","11.6%","0.50",".276",".317",".371",".688",".095","4.6",".307","-2.5","0.6","0.0","27","-0.9",".305","98","768","346795"
"Michael Taylor","CHW","33","15.2%","27.3%","0.56",".250",".364",".286",".649",".036","1.1",".368","0.3","-0.2","0.0","3","-0.1",".305","94","2591","446345"
"Jaycob Brugman","OAK","162","11.1%","23.5%","0.47",".266",".346",".343",".688",".077","1.3",".340","-0.2","0.8","-0.8","18","-2.2",".305","91","14936","595144"
"Sean Rodriguez","- - -","1167","7.4%","29.8%","0.25",".223",".295",".407",".702",".184","4.4",".288","-0.9","-0.1","-0.6","124","-9.7",".305","91","6589","446481"
"Cole Gillespie","- - -","293","6.5%","18.4%","0.35",".267",".313",".385",".698",".119","5.8",".321","2.0","-0.7","-0.1","31","-1.9",".305","95","5888","502261"
"Addison Russell","CHC","1971","8.4%","24.0%","0.35",".242",".313",".392",".704",".150","4.1",".301","2.2","3.8","0.0","211","-19.2",".305","88","14106","608365"
"Josh Rutledge","- - -","601","6.7%","26.5%","0.25",".262",".322",".365",".687",".104","5.6",".358","2.3","0.7","-0.6","63","-4.6",".305","80","11167","592710"
"Ryan Howard","PHI","1513","8.0%","29.2%","0.27",".219",".286",".419",".706",".200","1.6",".264","-6.6","1.1","-1.3","158","-10.4",".304","91","2154","429667"
"Austin Jackson","- - -","2079","7.3%","24.3%","0.30",".266",".320",".372",".693",".107","5.2",".348","6.4","-1.6","-0.7","221","-15.6",".304","92","9848","457706"
"John Hicks","- - -","538","6.7%","28.4%","0.24",".251",".304",".398",".702",".147","3.0",".331","-1.2","-1.3","-0.9","58","-5.5",".304","88","12547","543308"
"Chris Gimenez","- - -","687","10.3%","24.0%","0.43",".228",".316",".372",".689",".144","3.5",".284","-1.9","-0.6","0.0","73","-6.7",".304","87","7324","460269"
"Ryan Ludwick","CIN","400","7.8%","23.5%","0.33",".244",".308",".375",".683",".132","1.0",".302","-2.6","-0.3","-1.1","41","-1.8",".304","90","1260","407886"
