"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid","mlbamid"
"Nathan Karns","- - -","6","0.0%","50.0%","0.00",".200",".200",".800","1.000",".600","0.1",".000","","","0.0","1","0.5",".413","183","12638","501992"
"Joey Votto","CIN","2974","18.2%","16.4%","1.11",".306",".437",".514",".951",".208","3.4",".343","-22.2","0.1","0.7","564","218.4",".406","154","4314","458015"
"Nick Evans","ARI","23","4.3%","43.5%","0.10",".273",".304",".636",".941",".364","0.1",".400","-0.1","0.1","0.0","4","1.7",".405","156","7595","452783"
"Aaron Judge","NYY","1271","16.7%","31.6%","0.53",".273",".398",".565",".963",".292","3.8",".356","1.6","0.6","-1.2","242","89.5",".402","156","15640","592450"
"J.D. Martinez","- - -","2792","9.1%","25.3%","0.36",".307",".371",".586",".958",".279","3.7",".362","-11.4","-3.8","-0.8","516","193.8",".401","154","6184","502110"
"Ryan O'Hearn","KCR","170","11.8%","26.5%","0.44",".262",".353",".597",".950",".336","3.2",".293","-2.3","0.7","-0.1","31","11.6",".398","153","16442","656811"
"Paul Goldschmidt","ARI","3234","14.7%","22.6%","0.65",".301",".408",".539",".946",".238","5.0",".362","7.7","3.2","6.3","590","216.0",".398","147","9218","502671"
"Matt Skole","CHW","13","15.4%","23.1%","0.67",".273",".385",".545",".930",".273","1.1",".286","0.0","0.0","0.0","2","0.9",".398","156","12119","605474"
"Rowdy Tellez","TOR","73","2.7%","28.8%","0.10",".314",".329",".614",".943",".300","1.4",".391","0.1","0.3","0.0","13","4.6",".392","150","15679","642133"
"Juan Soto","WSN","494","16.0%","20.0%","0.80",".292",".406",".517",".923",".225","3.5",".338","2.0","0.2","-0.2","89","31.1",".392","146","20123","665742"
"Luke Voit","- - -","285","8.4%","26.0%","0.32",".288",".358",".564",".922",".276","1.8",".335","1.7","-0.5","-0.2","51","16.9",".390","148","14811","572228"
"Bryce Harper","WSN","2863","16.3%","21.7%","0.75",".282",".401",".525",".926",".243","3.8",".322","1.6","4.9","-1.3","504","172.9",".390","145","11579","547180"
"Cody Stanley","STL","10","0.0%","30.0%","0.00",".400",".400",".500",".900",".100","2.6",".571","-0.1","0.0","0.0","2","0.6",".390","152","10838","592774"
"Shohei Ohtani","LAA","367","10.1%","27.8%","0.36",".285",".361",".564",".925",".279","5.5",".350","-0.3","1.2","0.2","65","22.4",".390","149","19755","660271"
"David Ortiz","BOS","1842","12.6%","15.0%","0.84",".284",".372",".564",".937",".280","1.1",".278","-16.8","-4.0","-1.1","319","111.6",".389","145","745","120074"
"Ronald Acuna Jr.","ATL","487","9.2%","25.3%","0.37",".293",".366",".552",".917",".259","6.3",".352","1.6","0.3","0.9","86","28.9",".388","142","18401","660670"
"Shane Bieber","CLE","5","20.0%","40.0%","0.50",".250",".400",".500",".900",".250","0.1",".500","","","0.0","1","0.3",".387","144","19427","669456"
"Nyjer Morgan","CLE","52","13.5%","11.5%","1.17",".341",".429",".439",".868",".098","5.5",".371","0.9","0.3","0.5","9","3.1",".387","150","4885","460579"
"Reese McGuire","TOR","33","6.1%","27.3%","0.22",".290",".333",".581",".914",".290","5.1",".350","-0.3","0.1","0.2","6","1.9",".385","145","15674","624512"
"Freddie Freeman","ATL","3103","12.1%","20.7%","0.59",".297",".390",".517",".907",".220","4.2",".349","-0.6","4.3","-1.9","533","175.6",".385","142","5361","518692"
"Kris Bryant","CHC","2471","11.9%","23.8%","0.50",".285",".385",".515",".900",".230","4.8",".345","10.6","10.5","-2.9","425","135.3",".383","140","15429","592178"
"Giancarlo Stanton","- - -","2823","11.8%","27.6%","0.43",".270",".360",".557",".917",".287","3.5",".315","-4.1","2.0","1.0","481","154.4",".383","144","4949","519317"
"Josh Donaldson","- - -","2821","12.9%","19.4%","0.67",".275",".373",".524",".897",".250","4.1",".296","2.3","0.6","1.8","479","155.5",".383","145","5038","518626"
"Gary Brown","SFG","7","0.0%","0.0%","0.00",".429",".429",".429",".857",".000","1.6",".429","0.2","0.0","0.0","1","0.4",".382","150","11464","518502"
"Nolan Arenado","COL","3181","8.2%","15.7%","0.53",".295",".354",".562",".916",".267","3.5",".301","4.6","-3.1","-4.8","540","171.9",".382","125","9777","571448"
"Anthony Rizzo","CHC","3349","11.5%","14.9%","0.77",".282",".385",".512",".897",".230","3.7",".293","-12.6","4.3","-3.4","566","179.5",".382","141","3473","519203"
"George Kottaras","- - -","38","15.8%","42.1%","0.38",".233",".351",".533",".885",".300","0.1",".333","0.2","0.1","0.0","6","2.1",".381","148","5506","435459"
"Justin Turner","LAD","2352","9.3%","14.7%","0.63",".305",".383",".505",".889",".200","3.7",".329","1.6","0.6","0.7","397","123.4",".381","143","5235","457759"
"Nelson Cruz","- - -","3236","9.3%","22.4%","0.42",".281",".356",".541",".897",".260","2.4",".307","-16.5","0.0","-2.9","540","167.4",".379","145","2434","443558"
"Patrick Wisdom","STL","58","10.3%","32.8%","0.32",".260",".362",".520",".882",".260","5.1",".333","0.8","0.1","0.0","10","3.0",".379","142","13602","621550"
"Willians Astudillo","MIN","97","2.1%","3.1%","0.67",".355",".371",".516",".887",".161","2.2",".341","0.5","-0.3","-0.1","16","5.1",".379","141","15608","553902"
"Miguel Cabrera","DET","2561","11.2%","17.6%","0.64",".304",".383",".505",".889",".201","1.7",".340","-12.7","-8.5","-2.6","421","126.8",".377","140","1744","408234"
"Kyle Blanks","- - -","137","8.8%","26.3%","0.33",".311",".380",".484",".863",".172","3.3",".402","0.6","-0.7","0.1","22","7.0",".377","142","49","452035"
"Mookie Betts","BOS","2923","9.4%","12.4%","0.75",".303",".370",".518",".888",".215","6.3",".315","19.4","6.5","11.4","484","143.3",".377","135","13611","605141"
"Rhys Hoskins","PHI","872","14.2%","22.5%","0.63",".249",".364",".525",".889",".276","2.8",".265","1.4","2.9","-0.4","146","43.4",".376","136","16472","656555"
"Edwin Encarnacion","- - -","3116","12.6%","18.7%","0.67",".262",".360",".522",".882",".260","2.6",".267","-13.2","-3.8","-0.4","508","148.1",".375","137","2151","429665"
"Jose Altuve","HOU","3374","7.2%","10.5%","0.69",".331",".384",".489",".873",".157","5.9",".351","0.0","-5.6","15.3","550","161.1",".374","142","5417","514888"
"D.J. Stewart","BAL","47","8.5%","25.5%","0.33",".250",".340",".550",".890",".300","5.6",".269","0.4","0.2","0.0","8","2.3",".373","138","17766","621466"
"Charlie Blackmon","COL","3392","7.2%","17.1%","0.42",".304",".365",".510",".874",".206","6.7",".338","5.9","5.0","2.1","551","159.3",".373","119","7859","453568"
"Jesse Winker","CIN","471","13.6%","14.9%","0.91",".299",".397",".460",".857",".162","1.7",".332","-2.2","0.1","-0.6","77","21.1",".371","129","13590","608385"
"Alex Bregman","HOU","1548","10.7%","15.1%","0.71",".282",".366",".500",".866",".218","5.2",".302","3.1","0.2","1.1","250","65.4",".369","137","17678","608324"
"Corey Seager","LAD","1528","9.6%","19.6%","0.49",".302",".372",".494",".866",".192","3.7",".352","7.5","0.3","-1.2","245","63.5",".369","133","13624","608369"
"Tommy Pham","- - -","1458","12.1%","25.4%","0.48",".279",".375",".482",".856",".203","6.4",".351","12.2","-1.6","1.2","234","61.7",".368","133","2967","502054"
"Andrew Velazquez","TBR","12","8.3%","25.0%","0.33",".300",".417",".400",".817",".100","7.1",".429","0.6","0.1","0.2","2","0.5",".368","138","14196","623205"
"Jeff McNeil","NYM","248","5.6%","9.7%","0.58",".329",".381",".471",".852",".142","7.2",".359","3.6","1.1","0.8","40","10.7",".368","136","15362","643446"
"Jose Abreu","CHW","3213","6.5%","19.4%","0.33",".295",".353",".516",".869",".221","3.0",".329","-6.3","-5.3","-1.5","504","133.6",".367","135","15676","547989"
"Brandon Nimmo","NYM","830","14.3%","26.5%","0.54",".264",".391",".449",".840",".186","5.5",".355","3.3","0.8","-0.8","133","34.4",".367","135","12927","607043"
"Andrew McCutchen","- - -","3340","12.5%","19.5%","0.64",".278",".376",".473",".849",".194","4.6",".320","-8.1","4.1","-2.1","518","132.7",".365","132","9847","457705"
"Jose Martinez","STL","915","9.1%","18.0%","0.50",".309",".372",".478",".850",".169","2.4",".353","0.6","-0.6","-1.1","145","36.6",".365","131","7996","500874"
"Michael Brantley","CLE","2321","8.4%","9.6%","0.87",".311",".371",".475",".846",".163","4.9",".323","5.5","-1.3","8.3","357","93.2",".365","130","4106","488726"
"Christian Yelich","- - -","3190","10.6%","20.3%","0.52",".298",".375",".469",".844",".171","5.4",".357","16.2","-1.2","5.7","496","127.6",".365","131","11477","592885"
"Miguel Andujar","NYY","614","4.2%","15.8%","0.27",".300",".332",".531",".863",".231","3.5",".320","0.2","1.2","-0.1","97","24.9",".364","132","15878","609280"
"Michael McKenry","- - -","346","12.7%","24.3%","0.52",".267",".366",".463",".829",".196","3.9",".333","-1.2","-0.1","-1.8","52","13.7",".364","116","9628","502374"
"Matt Carpenter","STL","3239","14.4%","20.2%","0.72",".263",".375",".470",".846",".207","3.6",".304","-5.3","9.2","-4.1","501","128.0",".364","131","8090","572761"
"Anthony Rendon","WSN","2887","10.3%","15.8%","0.65",".288",".365",".479",".844",".192","4.3",".315","8.7","3.8","0.2","444","110.6",".362","126","12861","543685"
"Brad Penny","MIA","8","0.0%","37.5%","0.00",".333",".333",".500",".833",".167","2.6",".667","","","0.0","1","0.3",".362","133","535","207267"
"Trevor Story","COL","1626","8.1%","30.1%","0.27",".268",".333",".530",".862",".261","5.9",".340","1.3","1.1","2.3","252","59.0",".362","111","12564","596115"
"David Dahl","COL","508","6.7%","25.0%","0.27",".293",".341",".518",".859",".225","6.2",".356","1.0","1.4","0.5","79","19.0",".362","112","13744","621311"
"Max Muncy","- - -","726","14.9%","25.6%","0.58",".239",".357",".490",".847",".251","3.5",".274","-1.6","3.1","0.2","112","27.6",".361","131","13301","571970"
"Jung Ho Kang","PIT","843","7.6%","21.2%","0.36",".274",".355",".482",".837",".208","3.4",".315","1.7","-0.6","-0.8","128","31.4",".361","129","17182","628356"
"Cody Bellinger","LAD","1180","11.3%","25.2%","0.45",".263",".347",".522",".869",".258","6.0",".306","0.2","3.5","2.5","184","43.0",".361","128","15998","641355"
"Franmil Reyes","SDP","285","8.4%","28.1%","0.30",".280",".340",".498",".838",".218","1.1",".345","0.2","-0.3","-0.2","44","10.4",".360","129","14566","614177"
"Adrian Beltre","TEX","2743","8.0%","12.9%","0.62",".299",".358",".485",".843",".186","2.7",".312","0.7","-2.4","-1.6","413","98.6",".360","122","639","134181"
"Dwight Smith Jr.","TOR","104","7.7%","22.1%","0.35",".293",".365",".467",".833",".174","3.3",".368","0.5","0.2","0.1","16","3.7",".359","127","13473","596105"
"Pablo Reyes","PIT","63","7.9%","17.5%","0.45",".293",".349",".483",".832",".190","2.2",".318","0.3","-0.1","-0.4","10","2.3",".359","126","16357","622569"
"Jose Ramirez","CLE","2582","9.6%","11.0%","0.87",".285",".356",".487",".843",".202","6.0",".292","11.4","6.7","7.7","391","89.6",".358","123","13510","608070"
"Mitch Haniger","- - -","1216","9.3%","22.0%","0.42",".278",".356",".483",".839",".205","4.3",".329","-3.1","0.8","-0.7","185","40.8",".358","129","14274","571745"
"Ramon Laureano","OAK","176","9.1%","28.4%","0.32",".288",".358",".474",".832",".186","6.5",".388","2.1","1.1","0.9","27","6.1",".357","131","17128","657656"
"Steve Pearce","- - -","1609","9.5%","19.1%","0.50",".266",".346",".484",".829",".218","2.6",".291","2.6","-0.1","-1.5","239","53.7",".357","126","9957","456665"
"Gary Sanchez","NYY","1130","9.7%","24.1%","0.40",".252",".333",".515",".847",".263","2.5",".272","-3.4","0.8","-0.2","172","37.0",".357","125","11442","596142"
"Daniel Murphy","- - -","2706","6.5%","11.0%","0.59",".308",".354",".490",".844",".182","3.8",".320","0.3","0.2","-0.6","405","93.6",".357","125","4316","502517"
"Manny Machado","- - -","3162","8.2%","16.4%","0.50",".283",".343",".502",".845",".219","3.7",".297","1.3","-6.6","0.3","473","105.6",".357","125","11493","592518"
"Nick Martini","OAK","179","11.7%","20.1%","0.58",".296",".397",".414",".811",".118","4.4",".379","0.6","0.7","-0.1","27","6.2",".357","131","12005","605361"
"Victor Robles","WSN","93","4.3%","19.4%","0.22",".277",".337",".506",".843",".229","6.3",".317","-0.4","-0.4","-0.7","14","3.0",".357","120","18363","645302"
"Franklin Gutierrez","- - -","535","9.3%","29.0%","0.32",".261",".336",".499",".835",".238","1.7",".320","1.6","-0.5","-0.5","79","17.1",".357","129","3255","429711"
"Matt Chapman","OAK","942","9.6%","25.3%","0.38",".263",".341",".496",".837",".233","4.1",".322","7.3","-0.3","-2.4","142","30.4",".356","129","16505","656305"
"George Springer","HOU","2789","10.9%","22.7%","0.48",".265",".356",".468",".824",".203","4.3",".311","6.8","1.0","-4.6","416","91.3",".356","129","12856","543807"
"Eric Thames","MIL","829","12.5%","31.4%","0.40",".237",".341",".504",".846",".267","5.8",".301","-2.5","1.8","0.9","125","25.7",".356","119","3711","519346"
"Yoenis Cespedes","- - -","2342","6.7%","20.8%","0.32",".278",".330",".510",".840",".232","4.4",".308","7.0","1.0","-0.8","344","76.8",".355","127","13110","493316"
"Jose Bautista","- - -","2941","15.4%","19.9%","0.77",".238",".361",".457",".817",".219","3.5",".256","-4.8","-4.0","-1.7","429","90.9",".355","125","1887","430832"
"Francisco Lindor","CLE","2590","8.3%","13.8%","0.60",".288",".350",".487",".837",".199","5.4",".302","1.2","0.2","4.6","385","80.2",".355","120","12916","596019"
"Justin Morneau","- - -","950","6.2%","14.4%","0.43",".304",".349",".473",".823",".170","2.5",".332","-0.9","1.2","-1.9","136","31.0",".355","113","1737","408047"
"Carlos Correa","HOU","2041","10.8%","20.6%","0.53",".277",".356",".477",".833",".200","4.3",".316","6.5","-1.3","2.0","303","63.7",".355","128","14162","621043"
"Garrett Hampson","COL","48","14.6%","25.0%","0.58",".275",".396",".400",".796",".125","6.6",".393","0.0","0.3","0.4","7","1.6",".355","109","19262","641658"
"Buster Posey","SFG","2858","9.6%","10.8%","0.89",".305",".373",".451",".824",".146","3.0",".321","-7.8","-5.6","-0.7","419","90.3",".355","126","9166","457763"
"A.J. Pollock","ARI","1932","7.4%","16.3%","0.46",".286",".343",".485",".828",".200","7.4",".314","6.3","0.8","9.6","283","60.9",".354","119","9256","572041"
"David Peralta","ARI","2239","7.1%","19.1%","0.37",".293",".347",".481",".828",".189","5.5",".337","5.8","0.8","0.0","329","70.3",".354","118","2136","444482"
"Jesus Aguilar","- - -","941","9.2%","27.4%","0.34",".264",".337",".503",".840",".239","1.8",".315","-2.6","-1.2","-0.5","141","29.5",".354","120","11342","542583"
"Matt Olson","OAK","904","11.0%","25.1%","0.44",".246",".338",".492",".831",".247","2.0",".275","-3.2","-0.3","-0.5","135","28.3",".354","128","14344","621566"
"Ryan Braun","MIL","2584","8.2%","18.8%","0.44",".277",".340",".490",".830",".213","5.5",".306","-1.8","-7.5","4.0","376","79.8",".353","120","3410","460075"
"Brandon Belt","SFG","2353","12.5%","24.2%","0.51",".262",".359",".459",".818",".197","4.4",".325","-7.3","8.4","-1.7","343","70.1",".353","124","10264","474832"
"Khris Davis","- - -","2905","8.6%","26.9%","0.32",".246",".318",".515",".833",".268","3.4",".275","-7.1","-4.8","-0.5","424","87.3",".352","124","9112","501981"
"Robinson Cano","SEA","3050","7.6%","13.3%","0.57",".296",".353",".472",".826",".177","2.5",".313","-2.0","-5.6","-3.3","441","89.7",".352","127","3269","429664"
"Brandon Snyder","- - -","53","1.9%","34.0%","0.06",".231",".245",".615",".861",".385","4.8",".267","-1.2","0.0","0.0","8","1.5",".352","120","9856","474319"
"Justin Upton","- - -","3135","10.1%","27.6%","0.37",".259",".339",".483",".822",".224","4.4",".320","7.1","2.7","1.6","454","92.5",".352","123","5222","457708"
"Michael Conforto","NYM","1620","12.0%","24.7%","0.49",".251",".349",".476",".825",".225","2.8",".295","4.3","2.4","-2.0","237","46.2",".351","124","16376","624424"
"Eric Chavez","ARI","81","13.6%","23.5%","0.58",".246",".346",".449",".795",".203","5.6",".292","-0.1","-0.1","0.3","11","2.5",".350","119","906","136767"
"Corey Dickerson","- - -","2422","5.6%","21.6%","0.26",".286",".327",".501",".828",".215","4.5",".332","-3.3","-0.1","-3.7","347","65.4",".350","117","10762","572816"
"Yasiel Puig","LAD","2333","9.3%","19.3%","0.48",".271",".345",".468",".814",".197","5.1",".306","-1.9","-1.1","-1.0","332","64.0",".350","123","14225","624577"
"Sugar Marimon","ATL","7","14.3%","42.9%","0.33",".333",".429",".333",".762",".000","0.1",".667","","","0.0","1","0.2",".350","122","6027","516970"
"Troy Tulowitzki","- - -","1713","8.6%","18.2%","0.47",".279",".346",".465",".811",".186","1.9",".308","-6.4","-1.5","-1.3","241","45.2",".349","114","3531","453064"
"Gleyber Torres","NYY","484","8.7%","25.2%","0.34",".271",".340",".480",".820",".209","3.3",".321","-1.7","0.6","0.1","70","13.6",".349","121","16997","650402"
"Christin Stewart","DET","72","13.9%","18.1%","0.77",".267",".375",".417",".792",".150","3.1",".304","-0.9","0.7","-0.1","10","2.0",".348","119","17714","621514"
"Carlos Santana","- - -","3360","15.4%","15.8%","0.97",".242",".361",".439",".799",".197","3.4",".255","1.9","-2.7","-0.3","475","87.4",".348","117","2396","467793"
"Domingo Santana","- - -","1328","11.0%","31.9%","0.35",".261",".349",".458",".807",".197","3.5",".360","3.6","1.2","-0.1","190","32.5",".347","114","10348","570267"
"Adam Eaton","- - -","2410","9.0%","17.1%","0.53",".292",".368",".422",".790",".130","6.2",".346","8.7","5.5","0.6","338","62.8",".347","120","11205","594809"
"Miguel Sano","MIN","1612","11.9%","36.3%","0.33",".244",".336",".477",".813",".233","2.5",".348","-10.2","0.5","-0.9","229","39.0",".347","117","12164","593934"
"Andrew Benintendi","BOS","1437","10.5%","16.9%","0.62",".282",".359",".447",".806",".165","5.8",".319","-0.2","2.7","4.1","204","33.1",".346","113","17901","643217"
"Antonio Bastardo","- - -","4","50.0%","50.0%","1.00",".000",".500",".000",".500",".000","0.1",".000","","","0.0","1","0.1",".346","124","8844","455374"
"Shin-Soo Choo","TEX","2693","12.2%","22.8%","0.53",".260",".363",".424",".787",".164","3.7",".318","4.2","-0.5","-1.0","377","66.3",".346","112","3174","425783"
"Lorenzo Cain","- - -","2805","7.7%","17.3%","0.45",".301",".361",".433",".795",".132","6.3",".352","14.2","-4.9","13.2","392","68.3",".346","116","9077","456715"
"Adam Lind","- - -","1621","9.1%","17.5%","0.52",".280",".345",".466",".811",".186","1.8",".310","-4.2","-1.6","-1.2","225","38.8",".345","117","8027","452252"
"Chris Capuano","- - -","2","50.0%","0.0%","1.00",".000",".500",".000",".500",".000","0.1",".000","","","0.0","0","0.1",".345","122","1701","425626"
"Edubray Ramos","PHI","2","50.0%","50.0%","1.00",".000",".500",".000",".500",".000","0.1",".000","","","0.0","0","0.0",".345","123","16086","591693"
"Carlos Gonzalez","COL","2559","8.0%","22.0%","0.36",".273",".331",".481",".812",".208","3.7",".316","-1.7","3.6","0.0","357","60.5",".345","101","7287","471865"
"Trea Turner","WSN","1555","7.5%","18.2%","0.41",".289",".346",".456",".803",".167","8.0",".334","5.0","3.1","13.5","220","35.7",".345","112","16252","607208"
"Mike Mayers","STL","2","50.0%","50.0%","1.00",".000",".500",".000",".500",".000","0.1",".000","","","0.0","0","0.0",".345","119","15451","594577"
"Domingo German","NYY","2","50.0%","50.0%","1.00",".000",".500",".000",".500",".000","0.1",".000","","","0.0","0","0.0",".345","118","17149","593334"
"Seranthony Dominguez","PHI","2","50.0%","50.0%","1.00",".000",".500",".000",".500",".000","0.1",".000","","","0.0","0","0.0",".345","116","19249","622554"
