"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Scott Copeland","- - -","4.32","1.08","4.00","0.54","10.8%","2.7%","8.1%",".347","1.62",".381","62.5%","146","81","87","5.94","3.32","2.62","3.51","4.06","10706","571577"
"Joakim Soria","- - -","9.84","2.87","3.43","0.90","26.3%","7.7%","18.6%",".228","1.19",".294","74.7%","83","79","84","3.54","3.33","0.22","3.57","3.34","6941","465657"
"Josh Fields","- - -","9.90","2.74","3.61","0.98","27.2%","7.5%","19.6%",".219","1.12",".281","76.2%","81","81","97","3.23","3.33","-0.10","4.02","3.33","5070","451661"
"Dylan Floro","- - -","7.98","2.93","2.73","0.60","20.4%","7.5%","12.9%",".261","1.37",".320","74.8%","83","78","93","3.46","3.33","0.13","3.94","3.83","13394","571670"
"Rafael Betancourt","COL","9.15","2.75","3.33","0.92","22.9%","6.9%","16.0%",".264","1.40",".328","52.6%","137","81","112","6.18","3.34","2.84","4.34","3.73","177","429783"
"Darren O'Day","- - -","11.32","2.77","4.09","1.09","31.3%","7.7%","23.6%",".202","1.04",".272","83.0%","65","76","81","2.77","3.34","-0.57","3.42","2.79","3321","503285"
"Addison Reed","- - -","8.88","2.10","4.23","0.98","24.0%","5.7%","18.3%",".241","1.17",".298","80.8%","73","81","93","3.05","3.34","-0.29","3.86","3.37","10586","592665"
"Wade Davis","- - -","10.51","3.86","2.72","0.78","28.5%","10.5%","18.0%",".198","1.15",".266","75.4%","72","77","90","3.31","3.34","-0.03","3.82","3.48","7441","451584"
"Taylor Cole","- - -","9.14","3.76","2.43","0.51","23.9%","9.8%","14.1%",".252","1.36",".332","64.2%","110","75","86","4.97","3.35","1.62","3.83","3.94","11964","518566"
"Luis Severino","NYY","10.00","2.55","3.93","1.02","27.0%","6.9%","20.2%",".229","1.15",".294","75.0%","81","77","77","3.46","3.35","0.11","3.30","3.45","15890","622663"
"Brandon Woodruff","MIL","9.65","2.52","3.83","0.91","26.0%","6.8%","19.2%",".239","1.19",".308","73.3%","89","77","84","3.87","3.35","0.52","3.64","3.76","16162","605540"
"Juan Nicasio","- - -","9.93","3.28","3.03","0.83","25.5%","8.4%","17.1%",".259","1.38",".339","71.5%","103","81","89","4.21","3.36","0.85","3.74","3.56","7731","504379"
"A.J. Burnett","PIT","7.85","2.69","2.92","0.60","20.5%","7.0%","13.4%",".272","1.36",".336","77.8%","83","88","91","3.18","3.36","-0.18","3.55","3.65","512","150359"
"Justin Verlander","- - -","10.54","2.15","4.90","1.20","29.6%","6.0%","23.6%",".202","0.98",".257","80.9%","69","78","84","2.94","3.36","-0.42","3.62","3.33","8700","434378"
"Shae Simmons","- - -","6.91","2.51","2.75","0.63","20.0%","7.3%","12.7%",".196","0.98",".231","55.6%","105","80","91","4.40","3.36","1.03","3.92","3.80","14200","623406"
"Oliver Perez","- - -","10.93","3.18","3.44","0.87","28.3%","8.2%","20.1%",".229","1.23",".311","71.6%","90","79","91","3.90","3.37","0.53","3.84","3.24","1514","424144"
"Mike Soroka","ATL","7.32","2.16","3.40","0.67","20.0%","5.9%","14.1%",".241","1.15",".289","77.4%","63","77","87","2.79","3.38","-0.59","3.82","4.26","18383","647336"
"Carl Edwards Jr.","- - -","12.07","5.11","2.36","0.77","32.8%","13.9%","18.9%",".155","1.11",".220","70.4%","85","80","87","3.58","3.38","0.20","3.66","3.54","13607","605218"
"Alex Reyes","STL","9.34","5.26","1.77","0.34","24.9%","14.0%","10.9%",".201","1.30",".273","84.8%","54","82","112","2.21","3.38","-1.17","4.65","4.56","15015","621052"
"Zack Greinke","- - -","8.41","1.79","4.70","1.00","23.6%","5.0%","18.6%",".223","1.04",".269","77.9%","70","82","84","2.99","3.38","-0.39","3.52","3.66","1943","425844"
"Reyes Moronta","SFG","11.22","5.12","2.19","0.63","29.8%","13.6%","16.2%",".176","1.20",".247","80.3%","66","83","101","2.66","3.38","-0.71","4.28","3.93","14966","606625"
"Chris Reed","MIA","2.25","2.25","1.00","0.00","5.6%","5.6%","0.0%",".353","1.75",".375","71.4%","119","90","125","4.50","3.38","1.12","4.86","5.25","12801","607068"
"Dalier Hinojosa","- - -","7.82","3.53","2.21","0.50","21.2%","9.6%","11.6%",".191","1.09",".235","88.7%","37","84","108","1.51","3.39","-1.88","4.29","3.89","15671","648737"
"A.J. Puk","OAK","10.32","3.97","2.60","0.79","27.7%","10.6%","17.0%",".238","1.32",".321","80.9%","71","76","95","3.18","3.39","-0.21","4.35","3.95","19343","640462"
"Kendry Flores","MIA","5.74","4.02","1.43","0.00","14.3%","10.0%","4.3%",".274","1.53",".327","68.0%","106","88","140","4.02","3.39","0.63","5.54","5.19","12118","572309"
"Blake Treinen","- - -","9.30","3.76","2.47","0.67","24.9%","10.1%","14.8%",".230","1.27",".299","77.2%","72","81","82","3.04","3.39","-0.35","3.48","3.50","12572","595014"
"John Brebbia","STL","10.18","2.78","3.67","0.98","27.4%","7.5%","19.9%",".211","1.10",".271","78.6%","77","81","103","3.14","3.39","-0.26","4.44","3.61","12777","605154"
"Tommy Hunter","- - -","7.69","2.06","3.73","0.81","21.0%","5.6%","15.4%",".243","1.16",".292","74.6%","83","81","90","3.40","3.39","0.01","3.76","3.52","1157","488984"
"Julio Urias","LAD","9.15","3.52","2.60","0.64","24.1%","9.3%","14.8%",".236","1.28",".305","75.1%","77","80","97","3.18","3.40","-0.22","4.16","4.17","14765","628711"
"Aaron Civale","CLE","7.18","2.50","2.88","0.62","20.3%","7.0%","13.2%",".210","1.04",".250","77.6%","51","75","101","2.34","3.40","-1.06","4.61","4.74","19479","650644"
"Pat Neshek","- - -","8.16","1.57","5.19","1.05","22.7%","4.4%","18.3%",".224","1.03",".265","77.1%","70","81","96","2.88","3.41","-0.53","4.02","3.48","4682","450212"
"Gerardo Reyes","SDP","13.15","3.81","3.45","1.04","32.5%","9.4%","23.1%",".233","1.35",".339","47.3%","181","78","100","7.62","3.41","4.21","4.43","3.38","16306","622103"
"Pedro Strop","CHC","10.14","3.61","2.81","0.75","27.7%","9.9%","17.9%",".183","1.06",".242","75.6%","73","82","86","3.05","3.42","-0.36","3.59","3.33","4070","467008"
"Chris Martin","- - -","9.15","1.22","7.50","1.22","24.4%","3.3%","21.1%",".267","1.20",".327","72.0%","92","76","74","4.19","3.42","0.78","3.17","3.03","11847","455119"
"Brusdar Graterol","MIN","9.31","1.86","5.00","0.93","25.0%","5.0%","20.0%",".270","1.24",".346","69.0%","101","75","73","4.66","3.42","1.23","3.31","3.34","20367","660813"
"Blake Snell","TBR","10.41","3.81","2.73","0.89","28.0%","10.2%","17.8%",".221","1.24",".294","76.3%","77","82","87","3.24","3.42","-0.18","3.76","3.94","13543","605483"
"Luis Avilan","- - -","9.63","3.62","2.66","0.73","25.2%","9.5%","15.7%",".240","1.31",".313","73.2%","94","84","89","3.80","3.42","0.38","3.72","3.60","2882","501593"
"Scott Barlow","KCR","11.29","4.22","2.68","0.84","28.5%","10.7%","17.9%",".241","1.41",".332","74.2%","88","77","89","4.11","3.43","0.69","4.03","3.81","14993","605130"
"Emmanuel Clase","TEX","8.10","2.31","3.50","0.77","22.3%","6.4%","16.0%",".230","1.11",".281","78.5%","46","72","75","2.31","3.43","-1.11","3.42","3.44","21032","661403"
"Marcus Walden","BOS","8.74","3.40","2.57","0.58","23.3%","9.1%","14.2%",".217","1.19",".277","66.0%","79","77","88","3.79","3.43","0.36","3.98","3.91","8004","519393"
"Xavier Cedeno","- - -","8.95","3.58","2.50","0.72","23.3%","9.3%","14.0%",".233","1.30",".294","79.5%","74","84","85","3.01","3.43","-0.43","3.55","3.53","36","458584"
"Rich Hill","- - -","10.67","2.82","3.79","1.04","29.3%","7.7%","21.6%",".202","1.06",".265","80.7%","72","82","84","2.91","3.43","-0.52","3.56","3.46","4806","448179"
"Charlie Morton","- - -","9.88","3.02","3.27","0.84","26.3%","8.0%","18.2%",".228","1.19",".297","73.5%","87","83","82","3.57","3.44","0.14","3.49","3.65","4676","450203"
"Mychal Givens","BAL","10.78","3.43","3.15","0.95","29.3%","9.3%","20.0%",".208","1.14",".279","75.4%","77","76","86","3.40","3.44","-0.04","3.71","3.30","10430","571710"
"Alex Avila","ARI","2.25","2.25","1.00","0.00","6.7%","6.7%","0.0%",".214","1.00",".231","75.0%","51","82","144","2.25","3.44","-1.19","6.08","6.27","7476","488671"
"Brad Brach","- - -","9.73","3.88","2.51","0.79","25.7%","10.3%","15.5%",".228","1.29",".297","75.6%","76","79","92","3.25","3.44","-0.19","3.91","3.72","6627","542960"
"Aaron Nola","PHI","9.64","2.74","3.51","0.97","26.0%","7.4%","18.6%",".230","1.17",".292","75.8%","83","80","81","3.49","3.45","0.04","3.43","3.65","16149","605400"
"Trevor May","MIN","10.38","2.70","3.85","1.09","27.2%","7.1%","20.1%",".239","1.23",".308","74.3%","91","81","87","3.86","3.45","0.41","3.68","3.29","6398","543507"
"Seunghwan Oh","- - -","10.05","2.23","4.50","1.16","26.8%","6.0%","20.9%",".233","1.15",".295","77.9%","76","81","93","3.31","3.46","-0.15","3.92","3.24","18719","493200"
"Adam Ottavino","- - -","11.93","4.76","2.51","0.81","31.8%","12.7%","19.1%",".187","1.20",".269","80.6%","59","77","88","2.80","3.46","-0.66","3.79","3.53","1247","493603"
"Luiz Gohara","ATL","9.00","2.94","3.06","0.92","23.9%","7.8%","16.1%",".254","1.31",".319","59.6%","124","84","107","5.33","3.46","1.86","4.49","4.11","15166","627894"
"Lewis Thorpe","MIN","10.08","3.25","3.10","0.98","25.0%","8.1%","16.9%",".333","1.73",".438","66.2%","133","76","91","6.18","3.47","2.71","4.14","4.07","15906","626929"
"Tyler Sturdevant","TBR","6.87","2.95","2.33","0.49","18.7%","8.0%","10.7%",".265","1.31",".321","72.0%","96","84","104","3.93","3.47","0.45","4.40","4.23","6780","573188"
"David Price","- - -","9.29","2.26","4.11","1.06","25.0%","6.1%","18.9%",".239","1.17",".297","75.6%","78","82","85","3.46","3.47","-0.01","3.63","3.64","3184","456034"
"AJ Ramos","- - -","10.75","4.66","2.31","0.72","28.2%","12.2%","16.0%",".208","1.28",".286","78.2%","84","87","99","3.30","3.48","-0.17","4.05","3.66","8350","573109"
"Joe Smith","- - -","8.78","2.38","3.69","0.93","24.1%","6.5%","17.6%",".233","1.13",".288","77.2%","81","83","82","3.35","3.48","-0.13","3.46","3.25","3281","501925"
"Matt Purke","CHW","7.50","6.00","1.25","0.00","17.9%","14.3%","3.6%",".278","1.78",".351","62.5%","133","82","108","5.50","3.48","2.02","4.59","4.81","12831","545357"
"Mike Clevinger","CLE","10.12","3.47","2.92","0.93","27.5%","9.4%","18.1%",".218","1.19",".285","78.7%","71","80","88","3.20","3.48","-0.28","3.81","3.90","12808","605182"
"Robbie Erlin","SDP","7.45","1.46","5.09","1.01","20.0%","3.9%","16.1%",".272","1.24",".320","63.7%","114","85","88","4.57","3.49","1.08","3.65","3.74","10354","572362"
"Alex Colome","- - -","8.55","2.81","3.04","0.82","23.0%","7.6%","15.5%",".229","1.18",".282","75.4%","76","83","91","3.13","3.49","-0.35","3.87","3.69","6661","517008"
"Chris Devenski","HOU","9.64","2.36","4.09","1.09","26.8%","6.6%","20.3%",".213","1.05",".266","77.7%","76","81","90","3.21","3.49","-0.28","3.92","3.38","12763","606965"
"Madison Bumgarner","SFG","9.05","2.00","4.51","1.09","24.8%","5.5%","19.3%",".227","1.08",".277","77.4%","80","89","91","3.20","3.50","-0.30","3.77","3.68","5524","518516"
"Seth Lugo","NYM","8.75","2.34","3.74","0.96","23.7%","6.3%","17.4%",".228","1.13",".279","74.9%","82","84","91","3.27","3.50","-0.23","3.86","3.73","12447","607625"
"Zach Putnam","CHW","10.95","3.83","2.86","0.96","29.1%","10.2%","18.9%",".220","1.24",".297","79.9%","79","84","81","3.19","3.51","-0.32","3.34","3.14","9080","474029"
"Nick Burdi","PIT","17.10","4.50","3.80","1.80","38.0%","10.0%","28.0%",".311","1.90",".500","37.0%","254","83","79","10.80","3.51","7.29","3.39","2.87","16074","595897"
"Locke St. John","TEX","6.75","5.40","1.25","0.00","15.2%","12.1%","3.0%",".241","1.65",".292","63.6%","107","74","142","5.40","3.51","1.89","6.50","5.77","16850","657766"
"Sergio Romo","- - -","9.88","2.42","4.08","1.16","27.0%","6.6%","20.4%",".228","1.13",".288","76.9%","84","86","89","3.45","3.52","-0.07","3.77","3.24","9817","489265"
"Arodys Vizcaino","ATL","10.31","4.08","2.53","0.84","26.9%","10.7%","16.3%",".215","1.26",".283","80.7%","66","86","98","2.77","3.52","-0.75","4.05","3.63","5498","527055"
"Brandon Workman","BOS","10.49","4.24","2.47","0.83","28.9%","11.7%","17.2%",".185","1.13",".247","80.4%","56","81","86","2.59","3.52","-0.93","3.78","3.75","11428","519443"
"Chris Mazza","NYM","6.06","2.76","2.20","0.00","14.9%","6.8%","8.1%",".323","1.59",".389","66.7%","135","81","124","5.51","3.52","1.99","5.47","4.93","14151","607391"
"Diego Castillo","TBR","10.48","3.16","3.32","1.01","28.5%","8.6%","19.9%",".206","1.11",".269","73.6%","78","83","81","3.30","3.53","-0.23","3.56","3.41","17496","650895"
"Carlos Martinez","STL","8.98","3.40","2.64","0.75","23.7%","9.0%","14.7%",".232","1.25",".295","77.0%","80","87","90","3.22","3.53","-0.32","3.73","3.87","11682","593372"
"Raisel Iglesias","CIN","10.37","2.94","3.53","1.09","28.1%","8.0%","20.1%",".216","1.13",".279","80.6%","75","83","85","3.17","3.54","-0.37","3.52","3.31","17130","628452"
"Matt Barnes","BOS","11.76","4.22","2.79","1.03","30.2%","10.8%","19.3%",".233","1.36",".323","74.5%","91","84","80","4.07","3.54","0.52","3.44","3.35","12863","598264"
"Pedro Baez","LAD","9.66","3.09","3.13","0.97","26.1%","8.3%","17.7%",".207","1.12",".261","76.3%","76","86","98","3.06","3.55","-0.49","4.10","3.54","5420","520980"
"Austin Adams","- - -","14.92","6.39","2.33","0.95","38.0%","16.3%","21.7%",".182","1.37",".300","74.4%","86","80","76","3.79","3.55","0.24","3.36","3.68","13801","613534"
"Jameson Taillon","PIT","8.09","2.26","3.58","0.93","21.5%","6.0%","15.5%",".256","1.25",".308","74.5%","89","85","88","3.67","3.55","0.12","3.67","3.93","11674","592791"
"Kyle Hendricks","CHC","7.83","2.06","3.80","0.91","21.4%","5.6%","15.8%",".234","1.12",".279","75.8%","77","86","90","3.20","3.55","-0.35","3.74","3.91","12049","543294"
"Drew Anderson","PHI","8.14","3.86","2.11","0.43","18.4%","8.7%","9.7%",".315","1.81",".389","54.4%","182","81","121","7.71","3.56","4.16","5.07","4.59","15130","623454"
"Jose Alvarez","- - -","8.08","2.75","2.94","0.82","21.1%","7.2%","13.9%",".255","1.31",".310","75.3%","81","83","94","3.36","3.56","-0.21","3.99","3.80","5358","501625"
"Luke Gregerson","- - -","9.55","2.50","3.82","1.14","25.7%","6.7%","19.0%",".229","1.15",".284","70.6%","99","85","74","4.00","3.56","0.44","3.12","2.95","4090","502381"
"Shohei Ohtani","LAA","10.97","3.83","2.86","1.05","29.9%","10.4%","19.4%",".202","1.16",".269","79.8%","78","84","83","3.31","3.57","-0.26","3.53","3.65","19755","660271"
"Scott Alexander","- - -","7.26","3.65","1.99","0.51","19.4%","9.8%","9.6%",".250","1.34",".306","76.2%","78","85","82","3.20","3.57","-0.37","3.49","3.34","10591","518397"
"Michael Kirkman","- - -","3.86","3.86","1.00","0.00","6.7%","6.7%","0.0%",".500","3.43",".538","37.5%","473","86","138","19.29","3.58","15.71","5.72","5.18","9877","457779"
"Craig Stammen","- - -","8.73","2.31","3.78","1.03","23.8%","6.3%","17.5%",".231","1.13",".281","79.3%","73","84","85","3.01","3.58","-0.57","3.63","3.45","7274","489334"
"Ryan Mattheus","- - -","5.95","2.89","2.06","0.48","14.6%","7.1%","7.5%",".288","1.52",".332","67.6%","102","90","103","4.02","3.58","0.44","4.02","3.91","7169","458919"
