"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid","mlbamid"
"Kevin Kiermaier","TBR","1841","7.7%","22.3%","0.35",".240",".308",".404",".712",".164","7.2",".288","10.4","4.2","5.0","203","-20.2",".306","94","11038","595281"
"Victor Caratini","CHC","677","8.4%","21.4%","0.39",".250",".327",".372",".699",".122","1.7",".304","0.6","-2.5","-0.7","76","-7.0",".306","87","14968","605170"
"Carlos Gomez","- - -","1386","7.0%","28.6%","0.24",".229",".310",".390",".700",".161","5.3",".301","-1.2","0.6","2.8","151","-14.7",".305","88","4881","460576"
"Luis Guillorme","NYM","212","11.3%","16.0%","0.71",".259",".343",".341",".683",".081","3.4",".311","0.7","-0.8","0.4","24","-2.2",".305","94","16451","641645"
"Jose Pirela","- - -","882","6.8%","20.0%","0.34",".258",".311",".395",".706",".137","4.4",".310","-3.0","-0.4","-1.4","96","-8.7",".305","90","5485","517369"
"Tyler O'Neill","STL","450","7.1%","34.0%","0.21",".229",".291",".422",".713",".193","4.5",".305","1.7","0.9","0.5","50","-5.1",".305","92","15711","641933"
"Jaycob Brugman","OAK","162","11.1%","23.5%","0.47",".266",".346",".343",".688",".077","1.3",".340","-0.2","0.8","-0.8","18","-2.2",".305","91","14936","595144"
"Rougned Odor","TEX","2547","6.0%","25.5%","0.24",".229",".283",".440",".723",".211","5.1",".262","5.4","7.7","-5.4","278","-30.0",".305","81","12282","596059"
"Albert Pujols","LAA","2492","6.7%","13.1%","0.51",".248",".299",".419",".719",".171","2.2",".248","-13.2","-7.9","0.9","272","-28.9",".305","90","1177","405395"
"Reese McGuire","TOR","183","4.9%","20.8%","0.24",".243",".281",".444",".725",".201","3.0",".268","-0.5","0.3","0.1","20","-2.8",".305","86","15674","624512"
"Dansby Swanson","ATL","2038","9.3%","23.1%","0.40",".249",".321",".396",".717",".147","4.7",".307","7.9","6.1","0.0","224","-23.7",".305","85","18314","621020"
"Stephen Vogt","- - -","1196","7.0%","18.6%","0.38",".244",".298",".422",".719",".178","2.8",".272","-4.7","4.0","-0.8","131","-14.4",".305","90","5000","519390"
"Kevin Newman","PIT","800","5.5%","13.3%","0.42",".278",".325",".384",".709",".105","4.5",".309","-0.8","1.4","-1.6","90","-9.3",".305","87","17696","621028"
"Christian Vazquez","BOS","1508","5.9%","19.1%","0.31",".262",".309",".402",".711",".141","3.9",".304","-7.7","-4.2","-0.5","167","-17.4",".305","84","9774","543877"
"Patrick Wisdom","- - -","88","8.0%","38.6%","0.21",".218",".299",".397",".696",".179","4.4",".325","0.7","0.2","-0.1","9","-1.2",".305","87","13602","621550"
"Logan Forsythe","- - -","1827","11.2%","23.6%","0.47",".237",".329",".359",".688",".122","3.6",".301","5.8","-1.7","-1.6","198","-21.5",".304","88","7185","523253"
"Alex Presley","- - -","398","6.5%","18.6%","0.35",".276",".325",".374",".699",".098","4.4",".331","-1.0","0.9","-0.1","43","-5.0",".304","86","5305","502100"
"Nicky Delmonico","CHW","574","9.8%","24.0%","0.41",".224",".312",".384",".696",".159","4.0",".272","-0.6","-1.5","-1.0","63","-6.2",".304","91","13157","547170"
"Kyle Jensen","ARI","34","5.9%","38.2%","0.15",".194",".265",".452",".716",".258","5.1",".250","0.0","-0.1","0.0","4","-0.4",".304","81","7706","571812"
"Jordy Mercer","- - -","1871","8.0%","16.9%","0.47",".256",".321",".393",".714",".137","2.6",".293","5.3","-0.8","-2.5","202","-22.5",".304","88","6547","474568"
"Addison Russell","CHC","1689","8.5%","22.7%","0.38",".241",".314",".392",".706",".151","4.2",".291","2.8","2.6","0.9","182","-20.1",".304","86","14106","608365"
"Jose Fernandez","LAA","123","4.9%","12.2%","0.40",".267",".309",".388",".697",".121","2.6",".293","0.1","0.1","0.1","13","-1.1",".304","91","19254","628336"
"Shane Peterson","TBR","88","5.7%","23.9%","0.24",".253",".310",".392",".703",".139","4.5",".316","0.6","-0.1","0.3","9","-1.3",".304","91","7423","451089"
"Shogo Akiyama","CIN","183","13.7%","18.6%","0.74",".245",".357",".297",".654",".052","5.0",".314","-0.3","0.6","-0.1","20","-2.5",".304","81","27461","673451"
"Danny Santana","- - -","1032","5.3%","27.3%","0.20",".247",".293",".430",".723",".183","7.0",".312","3.1","1.8","1.4","114","-13.1",".304","82","10322","542454"
"Jose Reyes","NYM","1091","8.7%","15.3%","0.57",".238",".305",".399",".704",".162","7.1",".261","1.6","3.0","2.9","117","-13.8",".303","91","1736","408314"
"Patrick Kivlehan","- - -","242","9.9%","32.2%","0.31",".208",".302",".401",".703",".193","5.0",".272","0.8","0.6","-0.8","26","-3.5",".303","82","13910","623182"
"Zach McKinstry","LAD","7","0.0%","42.9%","0.00",".286",".286",".429",".714",".143","2.6",".500","0.0","-0.2","0.0","1","-0.1",".303","89","19392","656716"
"Andrew Knapp","PHI","668","13.2%","30.1%","0.44",".230",".337",".350",".687",".120","3.6",".332","1.2","0.0","0.0","73","-8.8",".303","85","14942","595284"
"Mike Zunino","- - -","1405","7.8%","36.3%","0.22",".206",".283",".425",".707",".218","1.7",".277","-6.8","2.6","-0.4","151","-18.7",".303","92","13265","572287"
"Kevin Pillar","- - -","2626","4.0%","15.7%","0.26",".261",".297",".414",".711",".153","5.1",".288","13.3","-0.1","1.8","283","-35.3",".303","87","12434","607680"
"Brandon Drury","- - -","1561","6.0%","22.1%","0.27",".249",".297",".413",".710",".164","2.1",".295","2.3","-2.8","-1.6","167","-22.5",".303","82","11615","592273"
"Mickey Moniak","PHI","18","22.2%","33.3%","0.67",".214",".389",".214",".603",".000","2.2",".375","0.2","0.1","0.0","2","-0.3",".302","86","19956","666160"
"Dusty Coleman","SDP","71","2.8%","46.5%","0.06",".227",".268",".455",".722",".227","3.2",".367","0.1","0.2","0.2","8","-1.1",".302","85","8979","543038"
"Albert Almora Jr.","CHC","1316","5.1%","17.2%","0.30",".271",".309",".398",".707",".127","3.2",".311","-1.7","-2.2","-1.6","141","-18.0",".302","85","14109","546991"
"Daniel Palka","CHW","542","7.0%","34.7%","0.20",".218",".277",".433",".710",".216","3.5",".282","-0.5","-0.1","-0.7","58","-6.5",".302","90","14897","594953"
"Francisco Liriano","- - -","46","2.2%","34.8%","0.06",".295",".311",".386",".697",".091","0.1",".444","","","0.0","5","-0.8",".302","83","3201","434538"
"Jose Iglesias","- - -","2146","4.2%","11.6%","0.37",".274",".312",".388",".701",".114","4.3",".300","7.7","-0.5","-2.6","230","-29.6",".302","85","10231","578428"
"Michael A. Taylor","WSN","1250","6.8%","31.3%","0.22",".242",".296",".411",".707",".169","6.4",".331","4.4","2.3","5.0","133","-16.8",".302","83","11489","572191"
"James Loney","NYM","366","4.4%","10.1%","0.43",".265",".307",".397",".703",".131","1.4",".275","-0.4","-1.0","-0.2","38","-4.9",".302","91","4556","425766"
"Joshua Fuentes","COL","159","1.9%","30.8%","0.06",".275",".289",".425",".714",".150","4.5",".366","0.9","0.2","0.3","17","-2.5",".302","72","16885","658069"
"Jake Bauers","- - -","811","12.2%","27.0%","0.45",".214",".314",".377",".691",".163","3.8",".273","2.0","3.4","-2.4","88","-10.9",".302","89","15194","641343"
"Aaron Altherr","- - -","990","9.5%","29.2%","0.33",".217",".305",".390",".695",".173","5.1",".284","0.2","-2.6","-0.9","105","-13.9",".301","84","11270","571437"
"Miguel Rojas","MIA","1717","6.4%","12.1%","0.53",".272",".326",".371",".697",".099","3.8",".300","-1.2","-6.3","-0.9","184","-23.9",".301","89","7802","500743"
"J.P. Crawford","- - -","853","11.1%","21.2%","0.52",".231",".325",".359",".683",".128","5.7",".288","1.3","0.3","-0.4","93","-13.0",".301","90","15491","641487"
"Mallex Smith","- - -","1654","8.1%","21.9%","0.37",".255",".325",".361",".686",".105","8.1",".329","8.9","1.5","8.8","176","-24.1",".301","90","13608","605480"
"Willy Garcia","CHW","119","9.2%","26.1%","0.35",".238",".305",".400",".705",".162","4.4",".311","-1.0","0.3","-0.1","13","-2.0",".301","87","12956","591994"
"Nick Hundley","- - -","998","6.1%","24.9%","0.24",".245",".292",".417",".709",".172","2.7",".301","-3.1","-3.3","-0.9","105","-14.1",".301","82","3376","460026"
"Coco Crisp","- - -","498","9.2%","15.7%","0.59",".231",".302",".397",".698",".166","5.1",".252","0.4","0.3","-0.3","52","-6.9",".301","88","1572","424825"
"Harold Castro","DET","433","3.2%","22.9%","0.14",".298",".318",".387",".705",".090","4.3",".377","1.5","0.0","-0.1","47","-7.0",".301","86","14691","605612"
"Kelly Johnson","- - -","333","7.5%","19.5%","0.38",".247",".306",".391",".698",".145","2.8",".281","0.1","0.4","0.6","35","-4.7",".301","88","2234","430637"
"Josh Harrison","- - -","1676","4.5%","16.3%","0.28",".262",".310",".387",".697",".125","5.5",".296","1.9","2.3","1.8","177","-24.6",".301","85","8202","543281"
"Leury Garcia","CHW","1332","3.6%","22.4%","0.16",".273",".308",".390",".699",".118","6.2",".340","2.7","3.0","1.5","142","-20.9",".301","87","5913","544725"
"Bryce Brentz","BOS","64","4.7%","26.6%","0.18",".279",".313",".377",".690",".098","1.8",".372","-0.4","0.1","0.0","7","-0.9",".301","81","10607","518490"
"Logan Schafer","MIN","74","10.8%","21.6%","0.50",".238",".342",".317",".660",".079","3.9",".319","0.5","0.4","0.0","8","-1.1",".300","84","7937","502582"
"James McCann","- - -","1808","6.3%","26.6%","0.23",".245",".301",".396",".697",".151","2.5",".309","-4.2","-2.2","-2.3","192","-26.5",".300","85","12859","543510"
"Jacob Stallings","PIT","425","8.5%","22.4%","0.38",".262",".327",".372",".699",".110","2.1",".325","-0.4","0.1","-0.1","46","-6.9",".300","85","13723","607732"
"Matt Szczur","- - -","521","10.6%","20.5%","0.51",".233",".322",".358",".680",".125","4.4",".285","-0.1","1.5","-1.8","54","-8.1",".300","84","11255","519333"
"Jefry Marte","LAA","638","6.9%","21.0%","0.33",".223",".288",".406",".694",".183","3.4",".243","0.0","-1.4","-0.7","66","-9.4",".300","88","5107","527043"
"Joe Panik","- - -","2123","8.7%","9.7%","0.90",".255",".324",".366",".691",".111","4.3",".270","-2.5","0.2","0.0","223","-33.6",".300","86","11936","605412"
"Amed Rosario","NYM","1564","4.3%","20.8%","0.21",".268",".302",".403",".705",".135","6.4",".323","7.1","-0.1","-1.4","167","-23.6",".300","90","15518","642708"
"Ehire Adrianza","- - -","960","7.6%","19.1%","0.40",".253",".316",".377",".693",".125","5.2",".301","0.8","2.2","0.1","102","-14.5",".300","86","8418","501303"
"Pablo Sandoval","- - -","928","6.7%","21.0%","0.32",".241",".294",".412",".706",".172","1.9",".273","-1.0","-3.3","-0.7","99","-14.7",".300","86","5409","467055"
"Caleb Ferguson","LAD","7","0.0%","42.9%","0.00",".286",".286",".429",".714",".143","2.6",".500","","","0.0","1","-0.1",".299","87","19349","657571"
"Cory Spangenberg","- - -","970","7.1%","29.4%","0.24",".249",".308",".381",".689",".132","5.9",".341","5.1","2.4","2.0","101","-15.7",".299","85","12294","605486"
"Ichiro Suzuki","- - -","633","8.1%","13.4%","0.60",".269",".332",".344",".677",".075","5.1",".309","-0.3","1.5","0.5","65","-10.5",".299","87","1101","400085"
"Kevin Plawecki","- - -","809","9.4%","19.8%","0.48",".232",".322",".359",".681",".127","2.4",".279","-5.3","-2.2","-0.9","85","-12.9",".299","87","13807","608700"
"Jose Osuna","PIT","705","4.8%","17.9%","0.27",".241",".280",".430",".710",".189","3.2",".262","-0.6","-1.5","-0.7","75","-12.1",".299","83","12937","591741"
"Chris Herrmann","- - -","603","10.6%","27.2%","0.39",".221",".303",".386",".689",".165","6.0",".280","2.1","1.4","1.5","62","-10.6",".299","80","9284","543302"
"Aaron Hill","- - -","509","10.2%","14.1%","0.72",".242",".322",".357",".679",".114","3.2",".264","1.4","0.6","-0.3","52","-8.5",".299","81","6104","431094"
"Hanser Alberto","- - -","869","2.6%","11.6%","0.23",".285",".308",".391",".699",".107","3.6",".308","1.5","-0.6","-1.1","93","-15.5",".299","82","11902","593643"
"Adonis Garcia","ATL","746","4.2%","15.5%","0.27",".264",".302",".391",".694",".128","3.3",".292","0.5","-2.3","0.2","76","-12.7",".298","82","13777","611177"
"Michael Bourn","- - -","413","6.8%","22.3%","0.30",".264",".314",".371",".684",".107","6.8",".336","0.1","2.1","0.7","42","-6.7",".298","79","6387","456422"
"Zach Vincej","- - -","16","6.3%","37.5%","0.17",".231",".375",".231",".606",".000","2.6",".429","0.1","0.0","0.0","2","-0.3",".298","82","13269","572227"
"Jose Briceno","LAA","134","6.7%","26.9%","0.25",".238",".301",".377",".678",".139","1.3",".296","-1.7","-0.1","-0.5","14","-1.8",".298","87","13151","593993"
"Tony Kemp","- - -","863","9.8%","15.9%","0.62",".235",".320",".359",".679",".124","5.5",".266","-0.8","-0.6","-0.5","90","-14.4",".298","88","14894","643393"
"Yan Gomes","- - -","1559","6.7%","25.2%","0.27",".232",".294",".403",".697",".171","2.4",".279","-3.3","0.1","-0.2","162","-26.4",".298","81","9627","543228"
"Jake Marisnick","- - -","1157","6.0%","31.3%","0.19",".227",".286",".411",".698",".184","6.5",".302","6.3","0.9","0.6","120","-19.7",".298","88","11339","545350"
"Nick Ahmed","ARI","1892","7.1%","19.3%","0.37",".243",".299",".401",".700",".157","5.0",".278","7.4","-3.0","-1.0","198","-31.8",".298","80","12147","605113"
"Keon Broxton","- - -","1024","10.4%","38.6%","0.27",".209",".298",".389",".686",".179","7.1",".318","-0.6","2.7","3.6","105","-19.1",".298","81","9253","542979"
"Alex Gordon","KCR","2432","8.9%","22.0%","0.40",".234",".318",".362",".680",".127","3.9",".285","-1.4","0.7","0.7","252","-42.3",".298","82","5209","460086"
"Alex Blandino","CIN","197","11.7%","27.9%","0.42",".238",".349",".305",".654",".067","1.4",".339","0.8","-0.7","-0.1","21","-2.9",".298","80","16271","607468"
"Manuel Margot","- - -","1685","7.0%","18.6%","0.38",".250",".304",".390",".693",".140","6.4",".291","3.7","2.0","1.0","175","-29.6",".298","85","14712","622534"
"Ryan Howard","PHI","362","7.5%","31.5%","0.24",".196",".257",".453",".710",".257","0.8",".205","-1.9","0.1","-0.5","37","-6.1",".298","83","2154","429667"
"Josh Naylor","- - -","383","7.8%","19.8%","0.39",".249",".309",".383",".692",".134","3.1",".293","0.4","0.8","-0.3","41","-7.3",".298","85","18839","647304"
"Matt Thaiss","LAA","189","11.1%","31.7%","0.35",".202",".291",".405",".696",".202","1.0",".253","-1.1","-0.5","-0.1","20","-3.6",".297","83","19318","642136"
"Nick Franklin","- - -","312","7.1%","20.5%","0.34",".234",".303",".379",".683",".145","5.2",".276","1.2","1.2","1.0","32","-5.7",".297","85","10166","545338"
"Martin Prado","MIA","1274","6.1%","13.1%","0.47",".273",".319",".365",".684",".092","2.4",".307","-1.0","-4.9","-1.4","130","-22.6",".297","87","3312","445988"
"Jace Peterson","- - -","1038","12.6%","21.1%","0.60",".227",".328",".341",".669",".114","4.9",".281","0.5","-0.9","0.8","106","-18.2",".297","82","12325","607054"
"Danny Mendick","CHW","154","4.5%","23.4%","0.19",".260",".292",".404",".696",".144","3.1",".311","0.0","-0.5","-0.5","16","-2.9",".297","85","18889","664901"
"Melvin Upton Jr.","- - -","539","6.9%","28.8%","0.24",".238",".291",".402",".693",".165","6.2",".300","2.2","1.3","1.9","54","-9.2",".297","84","5015","425834"
"Chris Gimenez","- - -","446","11.0%","26.2%","0.42",".217",".314",".356",".670",".139","2.9",".275","-3.3","-0.7","0.1","45","-8.1",".297","81","7324","460269"
"Justin Ruggiano","- - -","89","3.4%","30.3%","0.11",".250",".281",".417",".698",".167","1.5",".315","-0.9","0.2","-0.7","9","-1.8",".297","84","7620","448605"
"Tim Lopes","SEA","279","7.5%","22.6%","0.33",".252",".315",".362",".678",".110","4.5",".323","0.4","0.5","0.7","30","-5.5",".297","89","14137","621005"
"Freddy Galvis","- - -","2691","5.8%","21.1%","0.27",".249",".296",".399",".695",".150","4.7",".293","-0.1","0.6","-0.9","276","-49.0",".297","82","6609","520471"
"Garrett Hampson","COL","559","7.9%","28.6%","0.28",".245",".305",".385",".690",".140","7.6",".330","2.9","1.4","2.5","59","-11.1",".297","68","19262","641658"
"Carson Kelly","- - -","625","9.9%","20.5%","0.48",".221",".305",".396",".701",".175","1.1",".246","-1.1","-1.6","-0.3","66","-11.9",".296","80","13620","608348"
"Adalberto Mondesi","KCR","1176","4.3%","29.7%","0.14",".251",".284",".415",".699",".164","9.0",".336","4.5","2.6","11.4","121","-22.5",".296","81","13769","609275"
"Adam Rosales","- - -","581","7.1%","33.2%","0.21",".226",".285",".414",".699",".188","4.4",".307","2.6","1.2","-0.1","58","-11.7",".296","82","9682","489267"
"Hector Sanchez","- - -","197","4.6%","25.9%","0.18",".231",".269",".435",".705",".204","0.4",".256","-0.7","-0.2","-0.1","20","-4.1",".296","82","10289","516949"
"Ryan LaMarre","- - -","220","6.8%","28.6%","0.24",".255",".309",".370",".679",".115","2.5",".346","0.0","-0.1","-0.8","22","-3.6",".296","84","10700","534606"
"Jose Peraza","- - -","1980","3.9%","12.8%","0.31",".271",".310",".372",".683",".101","5.7",".299","4.4","0.1","0.8","201","-37.7",".296","78","13593","606299"
"Hernan Perez","- - -","1474","4.5%","21.2%","0.21",".256",".288",".405",".693",".149","5.8",".299","1.5","0.4","5.6","149","-28.6",".295","79","5751","541650"
"Edmundo Sosa","STL","13","15.4%","23.1%","0.67",".200",".385",".200",".585",".000","6.8",".286","-0.4","0.0","0.2","1","-0.3",".295","84","17022","624641"
"Cam Gallagher","KCR","298","7.7%","19.5%","0.40",".241",".308",".368",".677",".128","1.7",".284","-3.7","-0.1","-0.6","31","-5.9",".295","81","12981","595956"
"Isiah Kiner-Falefa","TEX","846","6.6%","16.9%","0.39",".260",".319",".351",".670",".091","5.0",".309","3.1","-4.6","-1.2","87","-16.0",".295","77","16512","643396"
"Yolmer Sanchez","CHW","1935","7.1%","21.3%","0.33",".249",".309",".370",".679",".121","5.2",".310","1.9","2.7","-4.1","196","-37.9",".295","84","11602","570560"
"John Hicks","DET","837","5.7%","29.2%","0.20",".242",".287",".403",".690",".161","2.4",".314","-3.8","-1.7","-1.1","85","-16.8",".295","81","12547","543308"
"Rene Rivera","- - -","559","6.6%","29.7%","0.22",".237",".296",".394",".690",".157","0.8",".307","-4.0","0.1","-0.7","56","-11.2",".295","84","3648","425784"
"A.J. Ellis","- - -","542","10.5%","17.9%","0.59",".232",".326",".335",".661",".103","2.0",".273","-3.7","-0.7","-0.3","54","-10.7",".294","83","5677","454560"
"Oscar Mercado","CLE","575","5.7%","19.3%","0.30",".246",".295",".399",".693",".153","6.1",".281","2.8","1.0","1.6","60","-12.4",".294","81","16375","640458"
"Estevan Florial","NYY","3","0.0%","66.7%","0.00",".333",".333",".333",".667",".000","0.1","1.000","0.0","0.0","0.0","0","-0.1",".294","85","19151","664314"
"Andre Ethier","LAD","64","9.4%","25.0%","0.38",".224",".297",".414",".711",".190","0.3",".256","-0.4","0.1","0.0","6","-1.4",".294","82","6265","444843"
"Josh VanMeter","- - -","339","10.6%","23.6%","0.45",".211",".304",".372",".676",".161","5.3",".254","-0.9","0.6","0.5","35","-7.4",".294","75","15170","642165"
"Byung-ho Park","MIN","244","8.6%","32.8%","0.26",".191",".275",".409",".684",".219","4.1",".230","0.9","0.5","0.1","24","-4.9",".294","79","18497","666560"
"Cheslor Cuthbert","- - -","1111","6.4%","20.3%","0.32",".251",".301",".378",".679",".127","2.0",".297","-4.0","-3.4","-0.4","111","-23.3",".294","80","10473","596144"
"Pat Valaika","- - -","583","5.3%","27.3%","0.19",".230",".271",".420",".691",".190","2.7",".278","-1.0","0.9","-1.1","59","-12.1",".294","70","14885","642162"
"Roman Quinn","PHI","450","7.8%","28.2%","0.28",".235",".306",".364",".669",".129","8.7",".323","0.6","2.1","4.7","45","-9.4",".293","80","13546","596451"
"Jhonny Peralta","STL","371","6.5%","18.6%","0.35",".251",".299",".376",".675",".125","2.0",".290","-2.5","0.0","-0.2","36","-7.9",".293","81","1738","425509"
"Jerry Blevins","- - -","3","0.0%","33.3%","0.00",".333",".333",".333",".667",".000","0.1",".500","","","0.0","0","-0.1",".293","90","7841","460283"
"Roenis Elias","- - -","3","0.0%","33.3%","0.00",".333",".333",".333",".667",".000","0.1",".500","","","0.0","0","-0.1",".293","91","12673","606273"
"Chad Sobotka","ATL","3","0.0%","66.7%","0.00",".333",".333",".333",".667",".000","0.1","1.000","","","0.0","0","-0.1",".293","90","17470","656977"
"P.J. Conlon","NYM","3","0.0%","0.0%","0.00",".333",".333",".333",".667",".000","2.6",".333","","","0.0","0","-0.1",".293","87","18213","664869"
"Kolby Allard","- - -","5","0.0%","0.0%","0.00",".333",".333",".333",".667",".000","2.6",".333","","","0.0","1","0.8",".293","243","18694","663465"
"Christian Bergman","- - -","6","0.0%","0.0%","0.00",".333",".333",".333",".667",".000","2.6",".333","","","0.0","1","-0.1",".293","77","10925","548357"
"Jim Adduci","- - -","283","5.7%","26.5%","0.21",".254",".295",".383",".678",".129","5.4",".339","0.7","0.9","-0.2","28","-5.6",".293","81","6448","451192"
"Chris Hatcher","- - -","3","0.0%","0.0%","0.00",".333",".333",".333",".667",".000","0.1",".333","","","0.0","0","-0.1",".293","83","3299","501822"
"Wilfredo Boscan","PIT","3","0.0%","33.3%","0.00",".333",".333",".333",".667",".000","0.1",".500","","","0.0","0","-0.1",".293","81","7655","517448"
"Cory Gearrin","- - -","3","0.0%","66.7%","0.00",".333",".333",".333",".667",".000","0.1","1.000","","","0.0","0","-0.1",".293","91","7947","518715"
"Yordano Ventura","KCR","3","0.0%","66.7%","0.00",".333",".333",".333",".667",".000","0.1","1.000","","","0.0","0","-0.1",".293","79","11855","570649"
"Greg Bird","NYY","522","10.5%","26.1%","0.40",".194",".287",".388",".675",".194","1.5",".221","-2.6","1.5","-0.3","51","-10.7",".292","81","14131","595885"
"Colby Rasmus","- - -","595","8.9%","31.1%","0.29",".217",".286",".394",".681",".178","3.3",".276","-1.1","2.3","0.3","58","-12.5",".292","84","9893","458675"
"Matt Wieters","- - -","1424","8.1%","19.7%","0.41",".231",".298",".380",".678",".148","1.9",".260","-5.6","-0.2","-1.0","140","-31.5",".292","78","4298","446308"
"David Lough","PHI","79","11.4%","10.1%","1.13",".239",".342",".313",".655",".075","4.2",".267","0.1","0.3","-0.7","8","-1.7",".292","79","7215","518953"
"Spencer Kieboom","WSN","144","11.8%","19.4%","0.61",".232",".326",".320",".646",".088","1.6",".281","-0.2","0.4","-0.1","14","-2.6",".292","79","13300","571851"
"Hector Rondon","- - -","3","0.0%","33.3%","0.00",".333",".333",".333",".667",".000","0.1",".500","","","0.0","0","-0.1",".292","82","2391","444468"
"Fernando Salas","- - -","3","0.0%","33.3%","0.00",".333",".333",".333",".667",".000","0.1",".500","","","0.0","0","-0.1",".292","85","4971","477569"
"Erasmo Ramirez","- - -","6","0.0%","50.0%","0.00",".333",".333",".333",".667",".000","0.1",".667","","","0.0","1","-0.1",".292","91","10314","541640"
"Guillermo Heredia","- - -","1137","8.1%","17.6%","0.46",".239",".316",".344",".660",".104","2.6",".280","3.5","1.2","-4.3","112","-25.4",".292","84","18721","628338"
"Shed Long Jr.","SEA","296","9.1%","26.0%","0.35",".223",".294",".383",".677",".160","4.5",".283","2.8","0.3","-0.1","30","-6.9",".292","85","16542","643418"
"Devin Mesoraco","- - -","494","9.7%","20.2%","0.48",".209",".300",".368",".667",".159","1.9",".231","-0.9","-1.1","-0.5","48","-10.3",".292","80","5666","519023"
"Joey Rickard","- - -","984","6.2%","22.7%","0.27",".246",".300",".371",".671",".125","4.7",".304","3.1","1.5","1.0","96","-22.1",".292","79","13277","572073"
"Nolan Reimold","BAL","227","9.7%","27.3%","0.35",".222",".300",".365",".664",".143","3.2",".287","-1.0","-1.1","-0.7","22","-4.9",".292","80","3441","460099"
"Bruce Maxwell","OAK","412","10.0%","24.3%","0.41",".240",".314",".347",".661",".107","1.5",".313","-3.2","-2.1","-0.2","40","-9.5",".292","83","13866","622194"
"Luis Garcia","WSN","139","3.6%","20.9%","0.17",".276",".302",".366",".668",".090","3.1",".340","-0.2","-0.1","-0.3","14","-3.4",".291","79","20391","671277"
"Leonys Martin","- - -","1331","7.7%","25.3%","0.31",".232",".297",".373",".670",".142","5.8",".288","4.6","2.1","-0.3","129","-30.2",".291","82","11846","547982"
"Jonathan Arauz","BOS","80","10.0%","26.3%","0.38",".250",".325",".319",".644",".069","1.3",".340","0.2","0.3","-0.1","8","-1.9",".291","77","20275","660620"
"Ronald Torreyes","- - -","630","3.7%","13.0%","0.28",".277",".304",".368",".672",".091","4.8",".313","2.6","-0.5","0.2","61","-15.0",".291","79","11400","591720"
"Danny Jansen","TOR","626","9.7%","20.3%","0.48",".208",".297",".370",".668",".162","2.2",".229","-1.2","1.0","-0.8","62","-15.5",".291","79","16535","643376"
"Craig Gentry","- - -","325","7.7%","18.8%","0.41",".251",".316",".340",".656",".089","6.3",".307","1.5","0.8","0.3","31","-7.2",".291","80","9571","502226"
"Aramis Garcia","SFG","111","5.4%","46.8%","0.12",".229",".270",".419",".689",".190","1.3",".383","-0.3","0.4","0.0","11","-2.7",".291","81","16925","605244"
"Victor Reyes","DET","724","3.9%","21.4%","0.18",".271",".300",".375",".676",".104","7.4",".338","-0.3","-0.8","2.2","73","-16.5",".291","80","15487","622682"
"Chris Davis","BAL","2118","11.0%","36.0%","0.30",".196",".291",".379",".670",".183","2.2",".268","-2.8","5.0","-0.7","205","-49.3",".290","78","9272","448801"
"Pedro Severino","- - -","797","8.8%","21.7%","0.40",".228",".304",".365",".670",".138","2.8",".269","-3.8","1.0","0.1","79","-18.8",".290","77","14523","600474"
"Myles Straw","HOU","224","10.7%","20.5%","0.52",".246",".327",".322",".649",".075","8.2",".316","2.0","0.4","1.7","23","-5.5",".290","81","17620","664702"
"Wilmer Font","- - -","6","0.0%","33.3%","0.00",".333",".333",".333",".667",".000","0.1","1.000","","","0.0","0","-0.6",".290","21","5257","521655"
"Ryan Helsley","STL","3","0.0%","66.7%","0.00",".333",".333",".333",".667",".000","0.1","1.000","","","0.0","0","-0.1",".290","80","18138","664854"
"Jeff Francoeur","- - -","331","6.0%","27.2%","0.22",".254",".297",".378",".675",".124","3.1",".333","0.9","0.5","-0.6","31","-7.7",".290","78","4792","425796"
"Christin Stewart","DET","587","8.3%","24.9%","0.34",".225",".300",".376",".676",".150","1.7",".279","-4.8","2.5","-0.7","58","-15.0",".290","78","17714","621514"
"Sam Haggerty","- - -","58","6.9%","32.8%","0.21",".241",".293",".370",".663",".130","7.1",".353","0.9","0.3","0.8","6","-1.5",".289","87","18054","664059"
"Drew Robinson","- - -","253","11.9%","40.3%","0.29",".202",".296",".359",".655",".157","2.7",".321","0.6","0.4","-1.0","24","-5.9",".289","70","11761","592685"
"Delino DeShields","- - -","1564","9.5%","24.0%","0.40",".241",".320",".330",".649",".088","6.8",".320","11.3","4.8","6.1","151","-38.5",".289","70","11379","592261"
"Miguel Montero","- - -","510","12.4%","21.2%","0.58",".211",".316",".343",".659",".133","3.1",".245","-2.3","-1.0","0.1","48","-13.0",".289","75","3364","471083"
"Ryan Rua","TEX","560","7.1%","32.3%","0.22",".230",".293",".372",".665",".142","5.8",".319","2.3","-0.7","1.3","53","-13.6",".289","70","12409","607387"
"Scott Kingery","PHI","1108","6.0%","27.8%","0.22",".233",".284",".393",".677",".160","5.7",".301","3.7","3.7","1.5","109","-26.4",".289","76","17975","664068"
"Pablo Reyes","PIT","220","8.2%","21.4%","0.38",".229",".295",".368",".664",".139","4.3",".275","1.8","0.5","-0.8","21","-5.9",".288","77","16357","622569"
