"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Carlos Carrasco","- - -","10.08","2.39","4.21","1.25","26.7%","6.3%","20.4%",".254","1.26",".323","74.6%","96","87","80","4.02","3.63","0.40","3.37","3.51","6632","471911"
"Luis Castillo","- - -","9.83","3.19","3.08","1.02","26.2%","8.5%","17.7%",".227","1.21",".289","73.2%","84","83","82","3.64","3.63","0.01","3.45","3.78","15689","622491"
"Tommy Kahnle","- - -","12.36","3.57","3.46","1.28","33.2%","9.6%","23.6%",".204","1.15",".280","66.1%","96","82","71","4.21","3.64","0.57","3.10","3.04","11384","592454"
"Archie Bradley","- - -","9.14","3.42","2.67","0.82","23.8%","8.9%","14.9%",".241","1.31",".306","74.2%","86","86","94","3.66","3.64","0.02","3.97","3.81","12918","605151"
"Jake Cousins","MIL","13.50","5.61","2.41","0.83","35.3%","14.7%","20.7%",".172","1.22",".268","86.1%","65","87","88","2.70","3.64","-0.94","3.67","3.41","21620","664776"
"Juan Nicasio","- - -","9.83","2.78","3.54","1.09","24.1%","6.8%","17.3%",".303","1.58",".387","63.8%","137","83","90","5.86","3.64","2.22","3.93","3.68","7731","504379"
"Kenta Maeda","- - -","10.25","2.71","3.79","1.19","27.7%","7.3%","20.4%",".220","1.13",".279","72.0%","95","85","84","3.92","3.64","0.28","3.63","3.70","18498","628317"
"Ranger Suarez","PHI","7.93","3.09","2.57","0.79","21.0%","8.2%","12.8%",".242","1.27",".294","75.6%","75","86","91","3.12","3.64","-0.53","3.76","3.95","17277","624133"
"Dany Jimenez","- - -","8.83","5.30","1.67","0.50","22.9%","13.7%","9.2%",".182","1.26",".232","66.4%","95","95","119","3.53","3.65","-0.12","4.73","4.42","21170","666204"
"Mike Clevinger","- - -","9.47","2.86","3.31","1.06","25.9%","7.8%","18.1%",".222","1.14",".277","79.6%","76","87","92","3.25","3.65","-0.40","3.90","3.87","12808","605182"
"Trevor May","- - -","11.93","3.18","3.75","1.39","31.6%","8.4%","23.2%",".216","1.18",".287","77.9%","85","86","83","3.54","3.66","-0.11","3.62","3.12","6398","543507"
"Framber Valdez","HOU","8.70","3.66","2.38","0.70","22.9%","9.6%","13.3%",".226","1.25",".284","74.3%","80","87","81","3.38","3.66","-0.28","3.41","3.65","17295","664285"
"Codi Heuer","- - -","8.01","3.16","2.53","0.79","21.7%","8.6%","13.1%",".227","1.20",".276","73.1%","83","84","98","3.56","3.66","-0.10","4.19","4.11","23293","676051"
"Joe Musgrove","- - -","9.15","2.28","4.02","1.07","24.5%","6.1%","18.4%",".232","1.14",".285","73.5%","88","87","90","3.61","3.66","-0.05","3.78","3.80","12970","605397"
"John Curtiss","- - -","8.88","2.54","3.50","1.04","23.5%","6.7%","16.8%",".241","1.22",".295","76.1%","75","86","94","3.12","3.66","-0.55","4.06","3.79","16128","595928"
"Sonny Gray","- - -","9.81","3.46","2.84","0.95","26.0%","9.2%","16.8%",".222","1.22",".285","74.3%","85","84","87","3.71","3.67","0.04","3.71","3.95","12768","543243"
"Yu Darvish","- - -","10.53","2.36","4.46","1.30","28.8%","6.5%","22.4%",".213","1.06",".268","76.7%","88","87","84","3.61","3.67","-0.06","3.52","3.46","13074","506433"
"Alex Lange","DET","11.00","4.27","2.57","0.91","27.9%","10.9%","17.1%",".222","1.32",".300","72.8%","91","91","87","3.64","3.67","-0.03","3.55","3.40","19883","656638"
"Dylan Coleman","KCR","9.44","4.60","2.05","0.61","24.8%","12.1%","12.7%",".193","1.21",".251","77.5%","66","94","110","2.66","3.67","-1.01","4.34","3.95","22276","669395"
"Luis Ortiz","PIT","9.56","5.63","1.70","0.56","24.6%","14.5%","10.1%",".136","1.13",".171","54.2%","111","92","111","4.50","3.67","0.83","4.44","4.65","27646","682847"
"Sandy Alcantara","MIA","7.99","2.79","2.87","0.85","21.8%","7.6%","14.2%",".222","1.13",".267","74.7%","76","89","94","3.09","3.68","-0.59","4.00","4.18","18684","645261"
"Reyes Moronta","- - -","10.41","4.85","2.15","0.77","27.7%","12.9%","14.8%",".180","1.19",".238","77.5%","75","91","107","3.03","3.68","-0.65","4.48","4.00","14966","606625"
"Nick Nelson","- - -","9.46","5.47","1.73","0.43","23.0%","13.3%","9.7%",".250","1.58",".331","63.4%","129","87","111","5.38","3.69","1.70","4.58","4.43","20153","656793"
"Diego Castillo","- - -","10.29","3.26","3.16","1.07","28.1%","8.9%","19.2%",".197","1.08",".252","74.8%","77","89","84","3.12","3.69","-0.57","3.57","3.38","17496","650895"
"Marcus Stroman","- - -","7.64","2.59","2.95","0.89","20.3%","6.9%","13.4%",".249","1.25",".296","72.0%","87","88","87","3.62","3.69","-0.08","3.73","4.07","13431","573186"
"Cole Sulser","- - -","9.82","4.17","2.36","0.92","26.0%","11.0%","15.0%",".229","1.32",".296","71.4%","88","85","98","3.75","3.70","0.05","4.16","3.93","15256","642121"
"Jeffrey Springs","- - -","10.13","3.03","3.35","1.22","26.5%","7.9%","18.6%",".242","1.28",".306","76.7%","84","90","90","3.57","3.71","-0.14","3.79","3.60","17677","605488"
"Jordan Montgomery","- - -","8.65","2.36","3.66","1.12","23.1%","6.3%","16.8%",".244","1.21",".295","73.8%","93","89","89","3.83","3.71","0.12","3.72","3.88","16511","656756"
"Anthony Misiewicz","- - -","9.12","2.69","3.39","1.13","23.9%","7.0%","16.8%",".265","1.34",".329","70.8%","109","91","95","4.43","3.72","0.71","3.97","3.67","18152","664948"
"Tyler Skaggs","LAA","9.09","2.99","3.04","1.01","23.8%","7.8%","16.0%",".252","1.31",".314","71.7%","94","84","92","4.13","3.72","0.41","4.01","4.12","10190","572140"
"Justin Lawrence","COL","9.86","6.22","1.59","0.46","23.5%","14.8%","8.7%",".277","1.79",".371","62.3%","139","86","101","6.52","3.72","2.80","4.13","4.39","17639","664875"
"Carson Smith","BOS","11.30","3.77","3.00","1.26","28.1%","9.4%","18.8%",".241","1.40",".316","81.4%","84","89","75","3.77","3.72","0.05","3.17","3.16","13172","605476"
"James Norwood","- - -","9.34","5.28","1.77","0.61","21.4%","12.1%","9.3%",".302","1.87",".386","66.0%","132","89","117","5.48","3.72","1.76","4.88","4.54","16440","656803"
"Will Smith","- - -","11.61","3.20","3.62","1.38","31.4%","8.7%","22.7%",".207","1.13",".270","78.8%","79","90","83","3.27","3.73","-0.45","3.49","3.07","8048","519293"
"Ryan Brasier","BOS","9.21","2.67","3.45","1.14","24.5%","7.1%","17.4%",".239","1.22",".294","67.4%","96","88","95","4.25","3.73","0.52","4.08","3.63","5615","518489"
"Connor Overton","- - -","5.40","2.98","1.81","0.56","15.5%","8.6%","7.0%",".205","1.06",".230","70.5%","79","89","116","3.35","3.73","-0.38","4.74","4.95","18376","656818"
"Sean Doolittle","- - -","10.25","2.58","3.98","1.29","27.3%","6.9%","20.5%",".223","1.15",".279","79.1%","80","85","105","3.49","3.73","-0.24","4.52","3.68","1581","448281"
"Bruce Rondon","CHW","12.13","8.19","1.48","0.30","26.0%","17.5%","8.4%",".294","2.16",".424","55.0%","202","87","112","8.49","3.73","4.76","4.74","4.74","5766","541652"
"J.B. Wendelken","- - -","8.51","3.73","2.28","0.80","22.6%","9.9%","12.7%",".209","1.20",".256","70.9%","83","90","105","3.49","3.74","-0.25","4.49","4.19","14506","605525"
"Brad Wieck","- - -","13.42","3.62","3.71","1.51","35.9%","9.7%","26.2%",".190","1.11",".262","78.2%","89","86","83","3.77","3.75","0.02","3.64","2.97","16390","623364"
"Art Warren","- - -","11.41","4.62","2.47","1.01","29.5%","11.9%","17.5%",".215","1.32",".293","70.5%","97","88","95","4.19","3.75","0.44","3.90","3.55","18251","605521"
"Casey Sadler","- - -","7.50","3.10","2.42","0.73","20.4%","8.4%","12.0%",".206","1.11",".245","77.8%","56","87","95","2.37","3.75","-1.39","4.19","4.11","11209","594987"
"Eduardo Rodriguez","- - -","9.53","3.11","3.06","1.10","24.9%","8.1%","16.7%",".253","1.33",".319","73.8%","91","88","91","4.10","3.76","0.34","3.92","4.04","13164","593958"
"Tyler Duffey","MIN","9.80","2.83","3.46","1.18","26.5%","7.6%","18.8%",".220","1.14",".274","71.3%","87","89","83","3.68","3.76","-0.08","3.54","3.43","13758","608648"
"Connor Brogdon","PHI","9.32","2.71","3.44","1.19","25.1%","7.3%","17.8%",".223","1.15",".271","75.7%","81","88","93","3.42","3.76","-0.34","3.88","3.52","21205","641401"
"Braden Shipley","ARI","5.40","3.60","1.50","0.00","14.3%","9.5%","4.8%",".222","1.20",".267","42.9%","177","95","133","7.20","3.76","3.44","5.41","4.88","15158","640463"
"Rob Zastryzny","- - -","5.59","4.66","1.20","0.00","14.3%","11.9%","2.4%",".250","1.45",".300","53.3%","142","94","130","5.59","3.76","1.82","5.21","5.15","15094","642239"
"David Hernandez","CIN","9.96","3.12","3.19","1.10","26.1%","8.2%","17.9%",".242","1.28",".309","67.0%","106","86","102","4.73","3.76","0.96","4.29","3.69","4259","456696"
"Will Vest","- - -","8.27","3.67","2.25","0.73","21.0%","9.3%","11.7%",".262","1.43",".324","67.5%","121","94","99","4.78","3.77","1.01","4.04","3.96","19769","676684"
"Ryne Nelson","ARI","7.85","2.95","2.67","0.98","23.2%","8.7%","14.5%",".143","0.82",".156","90.2%","36","97","117","1.47","3.77","-2.29","4.69","4.55","26253","669194"
"Brett Martin","TEX","7.23","2.80","2.58","0.86","18.6%","7.2%","11.4%",".261","1.35",".305","67.4%","87","86","93","3.85","3.77","0.08","4.00","3.98","17369","656685"
"Pablo Lopez","MIA","8.63","2.51","3.44","1.04","23.2%","6.7%","16.4%",".239","1.19",".291","72.7%","97","92","90","3.94","3.77","0.16","3.78","3.92","17085","641154"
"Austin Adams","- - -","13.50","5.77","2.34","0.59","34.2%","14.6%","19.6%",".163","1.21",".261","72.1%","94","88","100","3.91","3.77","0.14","4.30","3.69","13801","613534"
"Chris Bassitt","- - -","8.54","2.59","3.29","0.99","22.9%","7.0%","15.9%",".226","1.14",".273","77.8%","80","91","97","3.29","3.77","-0.48","4.14","4.09","12304","605135"
"Zack Greinke","- - -","7.35","1.65","4.46","1.13","20.2%","4.5%","15.6%",".244","1.12",".281","75.4%","83","91","92","3.49","3.77","-0.28","3.88","4.11","1943","425844"
"Bryce Elder","ATL","7.83","3.83","2.04","0.67","20.7%","10.1%","10.6%",".219","1.24",".267","79.2%","77","96","104","3.17","3.78","-0.61","4.16","4.34","27779","693821"
"Trey Wingenter","SDP","12.73","5.01","2.54","1.03","33.1%","13.0%","20.1%",".185","1.23",".265","64.4%","124","89","92","5.14","3.79","1.36","4.00","3.63","17793","622259"
"Rafael Dolis","TOR","11.25","6.59","1.71","0.48","27.3%","16.0%","11.3%",".213","1.54",".304","69.9%","85","88","109","3.86","3.79","0.07","4.75","4.59","4185","503569"
"Anthony Bass","- - -","8.52","2.98","2.86","1.02","23.6%","8.2%","15.3%",".211","1.11",".254","75.6%","70","90","90","2.94","3.79","-0.85","3.84","3.74","7982","542914"
"Nathan Eovaldi","- - -","9.04","2.03","4.45","1.28","23.9%","5.4%","18.5%",".257","1.24",".311","72.4%","92","90","87","4.08","3.79","0.29","3.69","3.76","9132","543135"
"Paul Sewald","- - -","11.02","3.03","3.63","1.37","29.5%","8.1%","21.4%",".209","1.13",".265","70.8%","107","94","95","4.19","3.79","0.40","3.93","3.26","13892","623149"
"David Phelps","- - -","10.19","3.98","2.56","0.98","26.7%","10.4%","16.3%",".228","1.29",".298","77.7%","81","88","98","3.42","3.79","-0.37","4.11","3.75","6316","475479"
"Jesse Chavez","- - -","8.81","2.36","3.73","1.20","23.6%","6.3%","17.3%",".247","1.22",".299","75.0%","81","87","89","3.65","3.80","-0.15","3.83","3.63","5448","445926"
"Wander Suero","WSN","9.71","3.21","3.03","1.02","25.4%","8.4%","17.0%",".243","1.28",".310","67.8%","107","87","99","4.61","3.80","0.82","4.24","3.78","15855","593833"
"Ian Krol","- - -","8.71","3.92","2.22","0.87","21.3%","9.6%","11.7%",".282","1.60",".349","76.2%","92","90","97","3.92","3.80","0.12","4.16","4.17","10066","571871"
"Phil Maton","- - -","10.51","3.67","2.87","1.02","26.5%","9.2%","17.2%",".251","1.39",".330","68.8%","112","92","96","4.61","3.80","0.81","4.04","3.61","18064","664208"
"Luis Garcia","HOU","9.22","2.82","3.26","1.19","25.1%","7.7%","17.4%",".222","1.15",".271","76.1%","88","93","95","3.57","3.80","-0.23","3.93","3.88","23735","677651"
"Cade Cavalli","WSN","12.46","4.15","3.00","0.00","26.1%","8.7%","17.4%",".333","1.85",".500","36.4%","356","94","138","14.54","3.80","10.73","5.51","3.66","27473","676917"
"Clay Holmes","- - -","9.41","4.60","2.05","0.60","23.8%","11.7%","12.2%",".220","1.34",".288","68.5%","100","90","90","4.13","3.81","0.33","3.78","3.67","13649","605280"
"Evan Marshall","- - -","8.86","3.68","2.41","0.92","23.5%","9.7%","13.7%",".243","1.33",".303","77.0%","81","83","91","3.59","3.81","-0.21","4.06","4.07","12297","605359"
"Oliver Drake","- - -","10.05","3.30","3.05","1.18","27.1%","8.9%","18.2%",".221","1.19",".280","69.5%","101","89","81","4.32","3.81","0.51","3.55","3.51","8823","543118"
"Nabil Crismatt","- - -","8.25","2.69","3.06","0.97","21.8%","7.1%","14.7%",".248","1.25",".300","73.7%","85","92","94","3.38","3.81","-0.43","3.89","3.66","17732","622503"
"Michel Baez","SDP","9.17","3.96","2.31","0.74","23.0%","9.9%","13.0%",".232","1.35",".294","79.5%","82","87","110","3.47","3.81","-0.34","4.84","4.42","20100","673258"
"Drew Rucinski","MIA","6.88","3.31","2.08","0.51","17.5%","8.4%","9.1%",".248","1.33",".296","62.2%","114","97","117","4.33","3.81","0.52","4.76","4.31","12499","607968"
"Corey Knebel","- - -","11.27","4.34","2.60","1.10","30.0%","11.6%","18.4%",".201","1.22",".269","74.7%","86","92","89","3.56","3.81","-0.25","3.67","3.45","15010","608349"
"Richard Rodriguez","- - -","9.19","2.31","3.98","1.21","25.0%","6.3%","18.7%",".220","1.09",".266","82.9%","71","89","103","3.00","3.81","-0.82","4.40","3.63","13549","593144"
"DJ Johnson","- - -","9.59","5.30","1.81","0.50","24.1%","13.3%","10.8%",".231","1.46",".309","70.9%","93","83","107","4.54","3.82","0.73","4.70","4.58","12578","597113"
"Tim Mayza","TOR","9.35","3.10","3.02","1.10","25.1%","8.3%","16.8%",".226","1.19",".280","75.1%","86","89","80","3.72","3.82","-0.10","3.44","3.41","15042","641835"
"Kevin Plawecki","- - -","0.00","1.93","0.00","0.00","0.0%","6.3%","-6.3%",".067","0.43",".067","100.0%","0","88","149","0.00","3.82","-3.82","6.42","7.47","13807","608700"
"Jordan Hicks","STL","8.81","5.12","1.72","0.46","23.0%","13.4%","9.7%",".197","1.28",".257","69.9%","103","96","98","4.05","3.83","0.22","4.02","4.09","19618","663855"
"Andrew Kittredge","TBR","8.73","2.30","3.79","1.20","23.4%","6.2%","17.2%",".252","1.23",".305","73.3%","93","93","82","3.84","3.83","0.01","3.52","3.48","12828","552640"
"James Hoyt","- - -","11.78","5.17","2.28","0.86","28.7%","12.6%","16.1%",".230","1.47",".321","78.1%","65","87","102","2.87","3.83","-0.96","4.51","4.00","14605","624586"
"Trevor Stephan","CLE","11.13","3.47","3.20","1.28","28.6%","8.9%","19.7%",".233","1.29",".305","78.9%","85","91","88","3.54","3.83","-0.29","3.68","3.26","19932","663986"
"Alex Wood","- - -","8.88","2.38","3.73","1.11","23.2%","6.2%","17.0%",".250","1.24",".305","69.3%","108","95","88","4.35","3.84","0.52","3.66","3.77","13781","622072"
"Mitch White","- - -","7.81","3.21","2.43","0.91","19.9%","8.2%","11.7%",".252","1.36",".299","62.5%","121","94","106","4.78","3.84","0.94","4.28","4.28","19225","669952"
"Jose Quintana","- - -","8.38","3.07","2.73","1.02","21.8%","8.0%","13.8%",".258","1.35",".312","71.0%","99","92","95","4.18","3.84","0.34","3.99","4.24","11423","500779"
"Miles Mikolas","STL","6.75","1.58","4.27","1.05","18.5%","4.3%","14.2%",".244","1.11",".276","74.2%","87","94","94","3.46","3.84","-0.38","3.90","4.13","9803","571945"
"Chad Bell","DET","8.59","2.45","3.50","1.23","19.4%","5.6%","13.9%",".412","2.18",".500","61.6%","198","89","86","8.59","3.84","4.75","3.65","3.66","10297","518445"
"Kyle Nelson","- - -","7.23","4.37","1.65","0.38","18.4%","11.2%","7.3%",".219","1.31",".268","67.0%","103","95","121","4.37","3.84","0.53","4.93","4.64","20515","669459"
"Wyatt Mills","- - -","7.93","4.29","1.85","0.43","19.3%","10.4%","8.9%",".271","1.55",".339","61.6%","155","97","114","6.21","3.84","2.37","4.58","4.32","20010","670090"
"Brady Singer","KCR","8.90","2.89","3.08","1.04","23.3%","7.6%","15.7%",".253","1.30",".313","73.1%","93","93","89","4.01","3.85","0.16","3.74","3.91","25377","663903"
"Jonathan Holder","NYY","8.37","2.86","2.93","1.05","21.7%","7.4%","14.3%",".237","1.26",".283","64.6%","101","86","108","4.47","3.86","0.61","4.72","4.12","16588","656547"
"Jack Flaherty","STL","10.40","3.19","3.26","1.20","28.3%","8.7%","19.6%",".201","1.09",".254","78.9%","81","93","88","3.28","3.86","-0.58","3.75","3.80","17479","656427"
"Brandon Workman","- - -","10.59","5.32","1.99","0.84","27.4%","13.8%","13.6%",".219","1.40",".296","77.7%","74","89","93","3.36","3.86","-0.50","4.06","4.21","11428","519443"
"Robbie Erlin","- - -","7.74","1.63","4.74","1.26","20.2%","4.3%","16.0%",".280","1.32",".325","63.0%","124","92","92","5.13","3.87","1.26","3.92","3.89","10354","572362"
"Patrick Sandoval","LAA","9.24","3.67","2.52","1.01","24.1%","9.6%","14.5%",".235","1.31",".293","74.7%","86","89","91","3.70","3.88","-0.18","3.78","4.08","19447","663776"
"Gabe Klobosits","WSN","3.97","3.97","1.00","0.00","9.6%","9.6%","0.0%",".283","1.59",".317","57.9%","131","90","161","5.56","3.88","1.68","6.83","5.93","19881","656620"
"Artie Lewicki","- - -","7.50","3.21","2.33","0.86","18.6%","8.0%","10.6%",".320","1.67",".383","68.8%","113","90","106","4.93","3.88","1.05","4.49","4.39","16731","592499"
"Daniel Hudson","- - -","10.35","3.21","3.22","1.21","27.6%","8.6%","19.0%",".205","1.13",".257","75.2%","80","90","97","3.34","3.88","-0.54","4.18","3.55","7146","543339"
"Matt Gage","TOR","8.31","4.15","2.00","0.69","24.0%","12.0%","12.0%",".140","0.92",".167","77.6%","36","96","105","1.38","3.88","-2.50","4.13","3.93","17381","657424"
"Nik Turley","PIT","8.31","4.57","1.82","0.42","21.7%","12.0%","9.8%",".167","1.11",".211","54.7%","111","87","125","4.98","3.88","1.10","5.60","4.82","5530","543867"
"Jose Cisnero","DET","9.44","4.69","2.01","0.71","24.3%","12.1%","12.2%",".219","1.34",".284","73.5%","75","91","108","3.26","3.89","-0.62","4.66","4.34","6399","542585"
"Justin Wilson","- - -","10.25","4.59","2.23","0.95","26.5%","11.8%","14.6%",".230","1.38",".302","76.5%","88","92","98","3.64","3.89","-0.25","4.19","4.02","4301","458677"
"Ryan Tepera","- - -","9.33","3.31","2.82","1.08","25.6%","9.1%","16.5%",".206","1.12",".254","75.0%","84","91","95","3.55","3.89","-0.34","4.01","3.66","10291","572193"
"Zack Thompson","STL","7.01","3.63","1.93","0.78","19.9%","10.3%","9.6%",".164","0.98",".185","83.9%","53","100","99","2.08","3.89","-1.81","3.96","4.05","25918","668868"
"Cesar Valdez","- - -","8.36","2.49","3.35","1.17","21.3%","6.3%","14.9%",".284","1.43",".341","66.8%","110","85","86","4.84","3.89","0.95","3.69","3.69","9013","491624"
"Clarke Schmidt","NYY","8.83","4.22","2.09","0.77","22.5%","10.7%","11.7%",".238","1.38",".299","70.5%","93","95","107","3.71","3.89","-0.18","4.32","4.16","19899","657376"
"J.P. Feyereisen","- - -","8.53","4.32","1.98","0.80","23.8%","12.0%","11.8%",".150","1.00",".177","76.4%","55","93","115","2.31","3.89","-1.58","4.88","4.41","16610","656420"
"Jameson Taillon","- - -","8.18","2.13","3.85","1.21","22.0%","5.7%","16.3%",".240","1.17",".282","74.8%","93","94","96","3.78","3.89","-0.11","3.97","4.00","11674","592791"
"Joe Jimenez","DET","11.51","3.61","3.19","1.28","29.6%","9.3%","20.4%",".229","1.28",".305","67.2%","109","90","96","4.70","3.90","0.80","4.13","3.38","15761","641729"
"Nick Lodolo","CIN","11.41","3.40","3.36","1.13","29.7%","8.8%","20.9%",".235","1.25",".322","80.1%","85","93","88","3.66","3.90","-0.24","3.49","3.29","26378","666157"
"Erik Goeddel","- - -","10.80","4.91","2.20","0.98","28.4%","12.9%","15.5%",".194","1.25",".256","84.5%","76","97","97","2.95","3.90","-0.95","3.97","3.76","11712","592340"
"Lou Trivino","- - -","9.45","4.11","2.30","0.92","24.5%","10.6%","13.8%",".234","1.34",".297","72.8%","94","93","96","3.86","3.90","-0.04","4.15","3.96","15043","642152"
"Cristian Javier","HOU","11.18","3.64","3.07","1.30","30.9%","10.1%","20.9%",".177","1.04",".223","83.5%","74","94","97","3.05","3.90","-0.86","4.04","3.62","17606","664299"
"Joe Ryan","MIN","9.38","2.69","3.48","1.24","25.7%","7.4%","18.3%",".204","1.05",".245","75.9%","93","99","107","3.63","3.90","-0.28","4.25","3.89","21390","657746"
"Tanner Scott","- - -","12.28","5.81","2.11","0.91","30.0%","14.2%","15.8%",".238","1.56",".342","71.5%","107","89","86","4.56","3.90","0.66","3.63","3.78","17586","656945"
"Jason Adam","- - -","10.80","3.56","3.04","1.14","29.4%","9.7%","19.7%",".187","1.07",".241","78.1%","79","95","99","3.30","3.91","-0.60","4.17","3.36","11861","592094"
"Luis Garcia","- - -","9.44","3.63","2.60","0.98","24.0%","9.2%","14.8%",".246","1.36",".310","69.3%","105","90","93","4.40","3.91","0.49","3.98","3.78","6984","472610"
"Rob Whalen","SEA","0.00","2.25","0.00","0.00","0.0%","7.1%","-7.1%",".077","0.50",".077","100.0%","0","94","131","0.00","3.91","-3.91","5.56","6.42","14165","547007"
"John King","TEX","6.60","2.51","2.63","0.84","17.0%","6.4%","10.5%",".268","1.35",".309","67.4%","97","94","89","4.01","3.92","0.10","3.69","3.52","22051","667463"
"Dylan Cease","CHW","10.81","4.02","2.69","1.18","28.4%","10.6%","17.8%",".218","1.26",".284","76.8%","83","89","95","3.56","3.92","-0.36","4.00","3.96","18525","656302"
"Jorge Alcala","MIN","9.34","2.46","3.79","1.33","26.8%","7.1%","19.7%",".220","1.06",".267","75.5%","79","92","86","3.39","3.92","-0.53","3.72","3.43","19459","660896"
"Adam Wainwright","STL","7.51","2.68","2.81","0.97","20.0%","7.1%","12.9%",".246","1.24",".288","76.6%","90","95","98","3.62","3.92","-0.30","4.13","4.38","2233","425794"
"Matt Wisler","- - -","9.76","2.67","3.66","1.38","26.2%","7.1%","19.0%",".228","1.17",".278","73.3%","89","95","101","3.65","3.92","-0.27","4.26","3.70","12804","605538"
"Juan Minaya","- - -","10.09","4.79","2.11","0.80","25.4%","12.1%","13.3%",".223","1.38",".293","79.1%","78","90","106","3.34","3.92","-0.58","4.56","4.12","10341","573668"
"Ryne Stanek","- - -","10.62","4.62","2.30","1.04","28.3%","12.3%","16.0%",".198","1.23",".259","78.4%","75","93","103","3.16","3.92","-0.76","4.40","4.02","15947","592773"
"Lucas Gilbreath","COL","9.77","5.15","1.90","0.74","25.0%","13.2%","11.8%",".220","1.39",".289","73.6%","80","90","105","3.78","3.92","-0.14","4.32","4.17","21290","656458"
"German Marquez","COL","8.90","2.70","3.30","1.22","23.5%","7.1%","16.4%",".248","1.26",".300","69.3%","92","89","85","4.38","3.93","0.46","3.59","3.90","15038","608566"
"Adam Kolarek","- - -","6.00","2.53","2.37","0.73","15.7%","6.6%","9.1%",".251","1.26",".285","73.8%","87","93","93","3.60","3.93","-0.33","4.04","3.78","10843","592473"
"Duane Underwood Jr.","- - -","8.93","3.46","2.58","0.97","22.5%","8.7%","13.8%",".266","1.44",".330","68.5%","108","93","97","4.55","3.93","0.61","4.08","3.89","14677","621249"
"Chris Paddack","- - -","8.99","1.83","4.93","1.42","24.2%","4.9%","19.3%",".238","1.13",".281","69.4%","102","91","89","4.20","3.94","0.26","3.88","3.90","20099","663978"
"David Price","- - -","9.06","2.65","3.42","1.22","23.9%","7.0%","16.9%",".245","1.24",".298","76.5%","84","92","91","3.74","3.94","-0.20","3.92","3.91","3184","456034"
"Bailey Ober","MIN","8.92","1.82","4.90","1.46","24.3%","5.0%","19.3%",".244","1.15",".289","76.0%","93","95","98","3.82","3.94","-0.11","4.08","3.87","21224","641927"
"Jose Berrios","- - -","8.98","2.50","3.59","1.21","23.8%","6.6%","17.1%",".243","1.22",".294","73.5%","95","92","94","4.03","3.94","0.09","4.02","3.99","14168","621244"
"Alex Colome","- - -","7.96","3.32","2.40","0.92","20.7%","8.6%","12.1%",".234","1.28",".279","68.7%","81","91","97","3.55","3.94","-0.39","4.17","4.03","6661","517008"
"Dustin May","LAD","8.77","2.57","3.41","1.13","23.9%","7.0%","16.9%",".216","1.09",".259","75.5%","78","91","84","3.26","3.94","-0.69","3.61","3.81","19716","669160"
"Aaron Ashby","MIL","10.68","3.82","2.80","1.23","27.1%","9.7%","17.4%",".242","1.37",".313","67.5%","110","98","80","4.47","3.95","0.51","3.24","3.41","23550","676879"
"Justin Steele","CHC","9.46","3.94","2.40","1.02","24.3%","10.1%","14.2%",".239","1.35",".300","75.2%","87","98","91","3.53","3.95","-0.43","3.71","3.98","17312","657006"
"Caleb Ferguson","LAD","10.84","3.61","3.00","1.22","28.4%","9.5%","18.9%",".219","1.22",".284","78.5%","84","94","87","3.43","3.96","-0.53","3.67","3.47","19349","657571"
"JT Chargois","- - -","9.58","3.12","3.07","1.11","26.3%","8.6%","17.7%",".216","1.13",".271","78.2%","83","97","87","3.33","3.96","-0.63","3.67","3.42","13767","608638"
"Patrick Corbin","- - -","9.26","2.78","3.33","1.28","24.0%","7.2%","16.8%",".261","1.34",".320","71.7%","106","93","87","4.49","3.96","0.53","3.66","3.92","9323","571578"
"Tyler Olson","CLE","10.55","4.34","2.43","1.09","26.4%","10.9%","15.5%",".263","1.52",".346","73.6%","103","90","94","4.66","3.96","0.69","4.18","3.92","14741","621397"
"Alex Cobb","- - -","7.77","2.72","2.86","1.08","20.1%","7.1%","13.1%",".265","1.35",".312","68.2%","103","92","88","4.38","3.96","0.42","3.71","3.99","6562","502171"
"Trevor Oaks","KCR","6.59","3.95","1.67","0.66","15.4%","9.2%","6.2%",".356","1.98",".417","62.5%","166","95","117","7.24","3.97","3.28","4.95","5.00","16468","656805"
"Pedro Strop","- - -","9.54","4.17","2.29","0.85","25.3%","11.1%","14.2%",".193","1.16",".244","76.5%","78","94","101","3.32","3.97","-0.65","4.25","3.97","4070","467008"
"Ronny Henriquez","MIN","6.94","2.31","3.00","0.77","18.0%","6.0%","12.0%",".178","0.94",".200","77.6%","60","102","118","2.31","3.97","-1.66","4.63","3.83","24094","678692"
"Stefan Crichton","ARI","8.25","3.28","2.52","0.79","20.9%","8.3%","12.6%",".252","1.34",".309","70.9%","98","93","108","4.29","3.97","0.32","4.70","4.22","16058","592233"
"Robert Stock","- - -","9.41","4.95","1.90","0.74","23.1%","12.2%","10.9%",".270","1.61",".350","68.4%","113","95","108","4.71","3.97","0.73","4.55","4.37","6576","476594"
"Ryan Madson","- - -","9.23","2.73","3.38","1.20","23.4%","6.9%","16.5%",".275","1.41",".340","64.5%","135","97","98","5.47","3.98","1.49","3.97","3.54","1852","425492"
