"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Cam Vieaux","PIT","15.58","5.19","3.00","2.08","31.3%","10.4%","20.8%",".357","2.31",".520","54.9%","257","117","95","10.38","4.73","5.66","3.78","3.08","19529","664944"
"J.A. Happ","- - -","8.27","2.71","3.05","1.65","21.8%","7.2%","14.7%",".250","1.27",".283","73.6%","106","108","104","4.61","4.73","-0.12","4.54","4.39","7410","457918"
"Mike Foltynewicz","- - -","8.28","2.95","2.81","1.59","22.2%","7.9%","14.3%",".228","1.19",".255","74.1%","98","111","105","4.21","4.73","-0.52","4.46","4.38","10811","592314"
"Trevor Hildenberger","- - -","8.74","3.53","2.47","1.47","21.1%","8.6%","12.6%",".285","1.57",".338","62.8%","151","110","97","6.58","4.73","1.85","4.17","4.00","17002","657610"
"Donnie Hart","- - -","5.33","5.33","1.00","0.67","12.5%","12.5%","0.0%",".313","1.89",".351","78.8%","94","107","126","4.00","4.73","-0.73","5.41","5.37","15306","643354"
"Matt Bush","- - -","10.18","3.43","2.97","1.77","26.6%","8.9%","17.6%",".211","1.19",".245","72.4%","94","114","95","3.95","4.73","-0.79","3.88","3.40","1246","456713"
"Miguel Almonte","LAA","9.00","3.86","2.33","1.29","20.6%","8.8%","11.8%",".300","1.71",".364","43.1%","242","111","112","10.29","4.73","5.55","4.76","4.11","14139","602083"
"Oliver Ortega","LAA","7.68","4.15","1.85","1.25","19.8%","10.7%","9.1%",".267","1.48",".311","74.7%","97","115","102","3.95","4.74","-0.79","4.12","4.04","21025","661383"
"Cole Sands","MIN","8.22","3.82","2.15","1.17","19.3%","9.0%","10.3%",".276","1.57",".326","67.5%","153","122","128","5.87","4.74","1.13","5.03","4.29","21461","663485"
"Justin Bruihl","LAD","5.10","2.76","1.85","1.06","13.9%","7.5%","6.4%",".224","1.13",".236","75.6%","85","115","124","3.40","4.74","-1.34","5.08","4.82","23779","677865"
"Zach Davies","- - -","6.70","3.40","1.97","1.29","17.4%","8.8%","8.6%",".251","1.35",".278","72.8%","102","113","113","4.29","4.75","-0.46","4.78","5.01","13183","605200"
"Tyler Chatwood","- - -","8.65","6.31","1.37","0.82","21.3%","15.6%","5.8%",".238","1.59",".297","72.1%","115","114","114","4.83","4.75","0.08","4.78","5.19","4338","543022"
"Gabriel Moya","MIN","7.68","3.22","2.38","1.49","19.5%","8.2%","11.3%",".241","1.32",".269","73.9%","109","112","111","4.71","4.76","-0.05","4.70","4.27","16348","622382"
"Austin Voth","- - -","8.43","3.26","2.58","1.56","21.7%","8.4%","13.3%",".260","1.38",".301","73.3%","115","112","111","4.86","4.76","0.11","4.67","4.38","15047","608723"
"Dylan Bundy","- - -","8.52","2.73","3.12","1.70","22.0%","7.1%","15.0%",".257","1.32",".293","68.9%","117","108","104","5.02","4.76","0.26","4.45","4.29","12917","605164"
"Mason Thompson","- - -","6.93","4.38","1.58","1.09","17.1%","10.8%","6.3%",".260","1.52",".296","78.7%","83","113","115","3.47","4.76","-1.30","4.76","4.63","21850","666168"
"Justus Sheffield","- - -","7.50","4.35","1.72","1.11","18.2%","10.6%","7.6%",".286","1.63",".335","68.4%","131","112","112","5.47","4.77","0.70","4.87","5.03","17285","656954"
"Reiss Knehr","SDP","6.33","5.06","1.25","0.63","16.0%","12.8%","3.2%",".215","1.36",".248","70.2%","117","115","148","4.64","4.77","-0.13","6.17","5.61","21541","663753"
"Kyle Ryan","CHC","7.70","4.10","1.88","1.30","19.8%","10.6%","9.3%",".254","1.43",".293","76.0%","98","109","98","4.30","4.77","-0.47","4.34","4.44","11753","594986"
"Randy Rosario","- - -","6.58","4.20","1.57","1.12","16.5%","10.6%","6.0%",".273","1.54",".308","74.3%","98","116","106","4.06","4.78","-0.72","4.41","4.54","14508","600968"
"CC Sabathia","NYY","8.54","3.11","2.74","1.59","21.8%","7.9%","13.9%",".255","1.35",".293","76.3%","95","106","102","4.18","4.78","-0.60","4.47","4.39","404","282332"
"Cy Sneed","HOU","10.24","3.49","2.93","1.86","25.0%","8.5%","16.5%",".298","1.63",".367","67.6%","125","107","96","5.59","4.78","0.80","4.31","3.97","16106","605482"
"Chasen Shreve","- - -","9.54","4.32","2.21","1.55","24.7%","11.2%","13.5%",".231","1.36",".275","77.3%","102","114","105","4.16","4.78","-0.62","4.41","4.06","10855","592741"
"Alec Mills","CHC","7.43","2.63","2.82","1.49","19.4%","6.9%","12.5%",".264","1.32",".298","70.7%","115","113","101","4.84","4.79","0.05","4.35","4.36","13834","621219"
"Brandon McCarthy","ATL","7.44","2.40","3.10","1.72","19.2%","6.2%","13.0%",".296","1.46",".332","74.5%","120","119","92","4.92","4.79","0.13","3.76","4.11","4662","435221"
"Burch Smith","- - -","8.03","3.84","2.09","1.40","19.8%","9.5%","10.3%",".276","1.54",".320","66.5%","138","114","118","5.94","4.80","1.13","5.09","4.54","12784","572143"
"Adrian Morejon","SDP","8.86","2.45","3.61","1.91","23.0%","6.4%","16.7%",".270","1.35",".310","71.0%","124","114","98","5.05","4.80","0.24","4.10","3.78","20039","670970"
"Jordan Lyles","- - -","7.75","2.98","2.60","1.58","20.0%","7.7%","12.3%",".264","1.37",".298","72.9%","114","114","110","4.76","4.81","-0.05","4.63","4.54","7593","543475"
"Tanner Roark","- - -","7.87","2.83","2.78","1.55","20.2%","7.3%","12.9%",".271","1.38",".309","74.4%","107","111","109","4.68","4.81","-0.13","4.69","4.59","8753","543699"
"Jerry Blevins","- - -","9.36","4.56","2.05","1.32","23.7%","11.6%","12.2%",".215","1.32",".256","74.0%","110","116","129","4.44","4.81","-0.37","5.41","4.54","7841","460283"
"Jesse Hahn","KCR","10.30","6.39","1.61","1.07","26.1%","16.2%","9.9%",".176","1.34",".220","72.3%","100","110","114","4.62","4.81","-0.19","5.09","4.84","13287","534910"
"Jared Walsh","LAA","9.00","10.80","0.83","0.00","21.7%","26.1%","-4.3%",".176","1.80",".250","88.9%","39","103","114","1.80","4.81","-3.01","5.21","6.54","18607","665120"
"Josh Lindblom","MIL","10.02","3.77","2.65","1.60","25.0%","9.4%","15.6%",".266","1.47",".329","65.0%","147","110","109","6.39","4.81","1.57","4.77","4.35","7882","458676"
"Jeff Brigham","MIA","8.92","4.18","2.14","1.47","23.0%","10.8%","12.2%",".250","1.42",".297","75.7%","112","117","123","4.52","4.82","-0.30","5.17","4.58","16631","656257"
"Aaron Sanchez","- - -","7.27","4.23","1.72","1.11","17.9%","10.4%","7.5%",".274","1.56",".317","68.2%","125","111","113","5.40","4.82","0.58","4.90","4.98","11490","592717"
"Tanner Anderson","- - -","5.82","3.49","1.67","1.16","13.9%","8.3%","5.6%",".305","1.68",".336","64.4%","136","112","104","5.82","4.82","1.00","4.53","4.72","18029","664196"
"Devin Smeltzer","MIN","6.17","2.38","2.59","1.48","16.6%","6.4%","10.2%",".256","1.24",".273","77.0%","96","116","118","3.99","4.82","-0.84","4.96","4.78","19487","656970"
"Daniel Ponce de Leon","STL","9.26","4.94","1.88","1.28","23.9%","12.7%","11.2%",".211","1.33",".253","75.3%","105","115","120","4.33","4.83","-0.50","5.16","4.78","16110","594965"
"Jordan Zimmermann","- - -","7.03","1.94","3.62","1.70","17.9%","4.9%","12.9%",".290","1.41",".319","63.8%","127","109","105","5.73","4.83","0.90","4.61","4.58","4505","519455"
"Zac Rosscup","- - -","13.92","6.68","2.08","1.67","32.5%","15.6%","16.9%",".264","1.79",".384","73.1%","112","112","87","4.73","4.83","-0.10","3.82","3.99","9419","573127"
"Caleb Frare","CHW","11.17","7.45","1.50","0.93","26.7%","17.8%","8.9%",".222","1.66",".304","64.1%","149","107","126","6.52","4.83","1.69","5.50","4.90","14353","621350"
"Chad Smith","COL","11.50","7.50","1.53","1.00","27.1%","17.6%","9.4%",".235","1.72",".326","59.6%","162","114","114","7.50","4.83","2.67","4.54","4.41","20190","663385"
"Jared Koenig","OAK","5.03","3.43","1.47","0.92","12.4%","8.5%","4.0%",".255","1.40",".275","64.3%","155","127","132","5.72","4.84","0.88","5.18","5.02","27517","657649"
"Jeremy Hellickson","WSN","6.56","2.76","2.38","1.38","17.2%","7.2%","9.9%",".248","1.27",".270","69.9%","101","114","114","4.28","4.84","-0.56","4.78","4.79","4371","476451"
"Trevor Gott","- - -","8.65","3.28","2.64","1.60","22.9%","8.7%","14.2%",".222","1.20",".251","65.7%","120","117","106","5.02","4.84","0.18","4.50","3.99","15046","641627"
"Kazuhisa Makita","SDP","9.51","3.09","3.08","1.80","24.8%","8.1%","16.8%",".237","1.26",".275","63.5%","138","120","99","5.40","4.85","0.55","4.04","3.71","19757","628318"
"Jose Suarez","LAA","8.11","3.31","2.45","1.52","20.6%","8.4%","12.2%",".260","1.39",".298","71.2%","116","110","107","5.05","4.85","0.20","4.59","4.50","19911","660761"
"Ben Bowden","COL","10.60","5.30","2.00","1.51","23.7%","11.9%","11.9%",".284","1.82",".355","62.5%","136","108","126","6.56","4.85","1.71","5.34","4.56","20198","641386"
"Dylan Covey","- - -","6.62","3.80","1.74","1.25","16.2%","9.3%","6.9%",".279","1.56",".312","60.1%","140","109","107","6.16","4.86","1.30","4.67","4.89","14825","592229"
"Daniel Castano","MIA","4.73","2.94","1.61","1.16","12.0%","7.5%","4.5%",".274","1.42",".289","73.9%","95","118","117","3.89","4.86","-0.97","4.96","5.28","19805","641447"
"Brandon Leibrandt","MIA","3.00","7.00","0.43","0.00","8.3%","19.4%","-11.1%",".103","1.11",".115","80.0%","46","111","166","2.00","4.86","-2.86","7.43","7.85","16135","605335"
"Aaron Slegers","- - -","6.11","2.69","2.27","1.34","15.5%","6.8%","8.7%",".275","1.40",".299","70.2%","121","112","107","5.25","4.86","0.39","4.65","4.45","15231","642083"
"Jason Vargas","- - -","7.75","3.46","2.24","1.45","19.8%","8.8%","10.9%",".254","1.38",".288","69.2%","124","115","117","4.99","4.86","0.13","5.05","4.88","8044","450306"
"Jaime Barria","LAA","6.84","2.86","2.39","1.49","18.1%","7.6%","10.5%",".252","1.29",".275","77.4%","94","111","116","4.09","4.86","-0.77","4.94","4.72","18356","642545"
"Brian Johnson","BOS","7.60","3.93","1.93","1.42","18.8%","9.7%","9.1%",".278","1.56",".318","74.9%","102","113","119","4.70","4.87","-0.16","5.16","4.85","14272","598271"
"Jose Quijada","- - -","12.64","5.78","2.19","1.63","31.6%","14.4%","17.2%",".210","1.42",".282","74.5%","115","115","103","4.79","4.87","-0.08","4.30","3.82","19200","650671"
"Harrison Musgrave","COL","7.24","4.77","1.52","1.15","19.0%","12.5%","6.5%",".223","1.35",".252","73.6%","95","113","129","4.45","4.87","-0.43","5.32","4.96","16532","643466"
"Kohl Stewart","- - -","5.35","3.81","1.41","0.95","13.6%","9.6%","3.9%",".272","1.48",".299","67.4%","111","112","116","4.88","4.87","0.00","5.07","5.13","15502","640464"
"Jacob Waguespack","TOR","7.43","3.57","2.08","1.32","18.6%","8.9%","9.6%",".268","1.46",".307","65.9%","111","106","115","5.08","4.87","0.21","5.24","5.03","18318","621097"
"Dereck Rodriguez","- - -","6.52","3.10","2.10","1.38","16.9%","8.0%","8.8%",".249","1.32",".271","69.8%","103","120","117","4.24","4.87","-0.63","4.94","4.96","14509","605446"
"Ivan Nova","- - -","5.81","2.23","2.60","1.47","15.0%","5.8%","9.3%",".284","1.39",".304","71.9%","109","111","107","4.68","4.87","-0.19","4.67","4.88","1994","467100"
"Josh Winder","MIN","6.31","2.42","2.61","1.48","16.4%","6.3%","10.1%",".261","1.30",".282","71.8%","123","126","125","4.70","4.87","-0.17","4.90","4.63","24606","680739"
"Derek Law","- - -","9.11","5.30","1.72","1.24","21.6%","12.5%","9.0%",".264","1.66",".321","70.9%","114","112","110","4.97","4.89","0.08","4.78","4.65","13133","571882"
"Merandy Gonzalez","MIA","7.77","3.27","2.38","1.64","18.4%","7.8%","10.7%",".326","1.77",".375","74.9%","150","124","110","5.73","4.89","0.84","4.48","4.34","17313","642571"
"Wade Davis","- - -","9.35","4.47","2.09","1.51","23.6%","11.3%","12.3%",".245","1.45",".294","58.9%","139","111","112","6.56","4.89","1.67","4.77","4.30","7441","451584"
"Danny Barnes","TOR","8.34","4.83","1.73","1.32","19.9%","11.5%","8.4%",".280","1.68",".331","68.2%","133","115","130","5.71","4.89","0.82","5.53","4.69","11388","592130"
"Seth Elledge","STL","9.64","5.79","1.67","1.16","24.0%","14.4%","9.6%",".276","1.67",".356","78.8%","111","115","120","4.63","4.90","-0.27","5.20","4.76","19766","676220"
"Erasmo Ramirez","- - -","6.34","1.84","3.44","1.64","17.1%","5.0%","12.1%",".246","1.15",".258","74.5%","102","118","108","4.24","4.90","-0.65","4.50","4.20","10314","541640"
"Mike Wright Jr.","- - -","7.86","4.03","1.95","1.30","18.7%","9.6%","9.1%",".297","1.68",".347","65.7%","139","109","116","6.08","4.90","1.19","5.01","4.59","12586","605541"
"Dan Otero","CLE","6.01","0.82","7.38","1.83","15.6%","2.1%","13.5%",".303","1.35",".322","71.6%","114","113","83","5.09","4.90","0.20","3.64","3.41","7385","519096"
"Jake Arrieta","- - -","7.24","3.35","2.16","1.44","18.4%","8.5%","9.9%",".277","1.47",".313","68.5%","119","114","103","5.03","4.90","0.12","4.39","4.68","4153","453562"
"Glenn Otto","TEX","7.64","3.96","1.93","1.30","19.3%","10.0%","9.3%",".246","1.39",".281","67.7%","133","123","117","5.32","4.91","0.41","4.62","4.66","21366","657248"
"Jorge Lopez","- - -","7.90","3.59","2.20","1.43","19.8%","9.0%","10.8%",".271","1.47",".313","67.8%","122","111","104","5.46","4.91","0.55","4.52","4.48","14527","605347"
"Francisco Liriano","- - -","7.64","4.77","1.60","1.19","19.5%","12.2%","7.3%",".243","1.45",".280","70.5%","97","113","111","4.20","4.91","-0.71","4.78","4.94","3201","434538"
"Cole Ragans","TEX","6.08","3.60","1.69","1.35","15.5%","9.2%","6.3%",".272","1.48",".296","69.2%","127","124","123","4.95","4.91","0.04","4.85","5.07","21846","666142"
"Drew Carlton","DET","5.84","2.92","2.00","1.46","15.7%","7.8%","7.8%",".213","1.14",".216","71.4%","72","120","124","2.92","4.91","-1.99","5.15","4.70","19868","656290"
"Sammy Solis","WSN","10.07","4.12","2.44","1.60","24.9%","10.2%","14.7%",".277","1.55",".346","67.0%","156","119","101","6.41","4.91","1.49","4.11","3.74","11457","519301"
"Taylor Clarke","- - -","7.97","2.98","2.67","1.67","20.5%","7.7%","12.9%",".257","1.34",".288","70.0%","110","116","111","4.78","4.92","-0.14","4.78","4.41","17611","664199"
"Matt Peacock","- - -","5.23","2.99","1.75","1.31","13.0%","7.4%","5.6%",".298","1.57",".319","68.7%","117","119","104","4.95","4.92","0.03","4.40","4.44","20339","676840"
"Chad Sobotka","ATL","11.68","5.74","2.03","1.53","28.8%","14.2%","14.6%",".218","1.47",".282","69.1%","120","115","103","5.36","4.92","0.44","4.48","4.22","17470","656977"
"Wily Peralta","- - -","6.49","4.53","1.43","1.09","16.6%","11.6%","5.0%",".248","1.44",".278","77.9%","83","117","118","3.61","4.92","-1.31","5.05","5.15","7738","503449"
"Chris Ellis","- - -","6.49","5.45","1.19","0.78","16.6%","13.9%","2.6%",".213","1.38",".242","83.3%","75","112","140","3.12","4.92","-1.81","5.90","5.88","16125","595939"
"Griffin Jax","MIN","8.34","2.86","2.92","1.75","22.0%","7.5%","14.5%",".233","1.21",".257","68.0%","120","119","111","4.96","4.92","0.03","4.61","4.08","20253","643377"
"Sean Reid-Foley","- - -","9.67","5.63","1.72","1.32","23.6%","13.7%","9.9%",".241","1.56",".297","67.8%","110","114","116","4.66","4.93","-0.26","5.03","4.83","17034","656887"
"Kris Bubic","KCR","7.95","4.19","1.90","1.40","20.0%","10.5%","9.5%",".272","1.53",".317","72.3%","115","120","109","4.89","4.93","-0.03","4.53","4.74","21455","663460"
"Bryan Shaw","- - -","8.02","4.26","1.88","1.38","19.9%","10.6%","9.3%",".263","1.51",".304","68.8%","118","115","109","5.23","4.93","0.31","4.57","4.43","8110","543766"
"Kaleb Ort","BOS","8.48","5.02","1.69","1.26","19.7%","11.7%","8.0%",".303","1.81",".364","64.0%","153","125","134","6.28","4.93","1.35","5.29","4.62","20061","672391"
"Sam Selman","- - -","8.63","3.95","2.19","1.36","22.5%","10.3%","12.2%",".204","1.19",".234","69.9%","116","120","125","4.81","4.93","-0.13","5.36","4.45","13397","572125"
"Hector Santiago","- - -","9.61","5.17","1.86","1.44","23.4%","12.6%","10.8%",".265","1.62",".325","76.9%","111","113","121","4.72","4.94","-0.22","5.20","4.59","4026","502327"
"Josh Winckowski","BOS","5.63","3.45","1.63","1.28","13.9%","8.5%","5.4%",".296","1.59",".322","67.0%","144","126","117","5.89","4.95","0.94","4.61","4.82","22387","670174"
"Lewis Thorpe","MIN","7.13","4.10","1.74","1.37","17.6%","10.1%","7.5%",".317","1.74",".364","67.5%","129","113","116","5.76","4.95","0.81","5.14","5.14","15906","626929"
"A.J. Cole","- - -","9.88","3.41","2.90","1.96","25.0%","8.6%","16.4%",".262","1.43",".309","73.2%","104","114","107","4.51","4.95","-0.44","4.65","3.95","11467","595918"
"Casey Mize","DET","7.06","2.67","2.64","1.53","18.7%","7.1%","11.6%",".240","1.21",".260","74.8%","101","117","107","4.29","4.95","-0.66","4.59","4.61","20492","663554"
"Humberto Castellanos","- - -","6.53","2.86","2.28","1.43","16.6%","7.3%","9.3%",".274","1.41",".301","68.2%","130","122","118","5.45","4.95","0.50","4.91","4.79","21183","528748"
"Jake Bird","COL","7.93","4.34","1.83","1.32","19.9%","10.9%","9.0%",".245","1.43",".281","69.1%","106","117","103","4.91","4.96","-0.05","4.11","3.97","21267","656234"
"Rob Scahill","CHW","5.40","5.40","1.00","0.00","12.0%","12.0%","0.0%",".250","1.60",".294","60.0%","128","115","156","5.40","4.96","0.44","6.61","5.25","9286","543746"
"Murphy Smith","TOR","0.00","2.70","0.00","0.00","0.0%","6.3%","-6.3%",".357","1.80",".357","57.1%","188","116","163","8.10","4.96","3.14","6.94","6.37","9812","573166"
"Mike Fiers","- - -","6.50","2.33","2.79","1.59","17.3%","6.2%","11.1%",".251","1.23",".268","80.1%","91","114","113","3.94","4.96","-1.02","5.01","4.85","7754","571666"
"Caleb Kilian","CHC","7.15","9.53","0.75","0.00","16.1%","21.4%","-5.4%",".256","2.03",".324","37.5%","257","126","169","10.32","4.97","5.36","6.79","6.85","26213","668873"
"Antonio Santos","COL","7.27","4.67","1.56","1.04","17.3%","11.1%","6.2%",".329","1.85",".389","51.3%","176","108","128","8.83","4.97","3.86","5.58","5.06","20383","665733"
"Spenser Watkins","BAL","5.51","2.76","2.00","1.41","13.7%","6.9%","6.9%",".293","1.51",".313","65.3%","142","120","123","5.85","4.97","0.88","4.99","5.06","17489","657093"
"Odrisamer Despaigne","- - -","7.22","4.47","1.62","1.20","16.4%","10.2%","6.3%",".335","1.95",".388","59.9%","176","115","119","7.39","4.97","2.42","5.13","5.11","16017","628333"
"Beau Brieske","DET","5.95","2.76","2.16","1.54","15.9%","7.4%","8.6%",".233","1.20",".241","75.6%","109","128","121","4.19","4.97","-0.79","4.78","4.83","26079","689225"
"Tyler Beede","- - -","7.84","3.99","1.96","1.40","19.1%","9.7%","9.4%",".275","1.56",".317","71.0%","129","121","113","5.34","4.98","0.37","4.83","4.80","16981","595881"
"Mark Leiter Jr.","- - -","9.40","3.66","2.57","1.68","23.5%","9.1%","14.3%",".242","1.36",".283","66.8%","122","124","99","4.95","4.98","-0.04","3.99","3.69","15551","643410"
"Steven Wright","BOS","7.05","4.50","1.57","1.20","18.4%","11.7%","6.6%",".233","1.37",".262","84.0%","72","117","114","3.30","4.98","-1.68","4.86","4.85","8185","453214"
"J.D. Hammer","PHI","8.08","5.31","1.52","1.15","20.0%","13.1%","6.9%",".240","1.51",".282","77.8%","101","113","125","4.38","4.99","-0.60","5.44","5.07","19548","670456"
"Conner Menez","- - -","9.55","4.15","2.30","1.66","24.9%","10.8%","14.1%",".221","1.29",".257","72.6%","94","119","102","3.95","4.99","-1.05","4.49","4.30","19199","669214"
"Sam Clay","- - -","6.97","4.65","1.50","0.89","16.0%","10.7%","5.3%",".284","1.69",".329","64.4%","140","117","115","5.90","4.99","0.91","4.85","4.38","16279","621348"
"Drew Smyly","- - -","8.92","3.16","2.82","1.86","22.9%","8.1%","14.8%",".257","1.37",".294","75.4%","105","116","104","4.65","4.99","-0.34","4.45","4.32","11760","592767"
"Colten Brewer","- - -","8.70","5.74","1.52","1.19","20.3%","13.4%","6.9%",".293","1.84",".357","73.8%","109","112","106","5.04","4.99","0.05","4.77","4.95","12997","605155"
"David McKay","- - -","9.99","5.94","1.68","1.35","24.7%","14.7%","10.0%",".228","1.53",".282","62.2%","143","116","121","6.21","4.99","1.22","5.34","4.82","19814","641853"
"Andrew Cashner","- - -","6.15","3.65","1.68","1.31","15.7%","9.3%","6.4%",".270","1.47",".296","69.3%","111","110","117","4.99","5.00","-0.01","5.15","5.27","8782","488768"
"Adam Warren","- - -","8.63","3.59","2.41","1.68","22.2%","9.2%","13.0%",".244","1.34",".277","83.3%","93","116","106","3.92","5.00","-1.08","4.55","4.14","9029","476589"
"Tyler Thornburg","- - -","8.78","4.72","1.86","1.44","21.5%","11.5%","9.9%",".260","1.56",".308","69.8%","119","118","126","5.37","5.00","0.37","5.34","4.61","10688","592804"
"Wade LeBlanc","- - -","6.70","2.44","2.75","1.67","17.4%","6.3%","11.1%",".268","1.34",".289","73.0%","112","116","113","4.77","5.00","-0.23","4.95","4.72","5221","453281"
"Erich Uelmen","CHC","7.00","4.00","1.75","1.00","17.2%","9.8%","7.4%",".240","1.37",".275","72.2%","116","127","130","4.67","5.00","-0.33","5.20","4.45","20323","657272"
"Shaun Anderson","- - -","7.10","4.11","1.73","1.33","17.1%","9.9%","7.2%",".288","1.64",".326","64.3%","137","117","119","5.84","5.00","0.84","5.22","5.24","19453","641312"
"Taylor Guilbeau","SEA","4.50","4.05","1.11","0.90","11.5%","10.3%","1.1%",".234","1.35",".246","83.3%","62","113","113","2.70","5.01","-2.31","5.07","5.14","18306","607555"
"Paul Campbell","MIA","8.78","3.38","2.60","1.69","21.0%","8.1%","12.9%",".286","1.58",".333","54.1%","157","121","112","6.41","5.01","1.40","4.75","4.22","22248","669294"
"Luis Santos","TOR","10.80","4.50","2.40","1.80","26.4%","11.0%","15.4%",".325","1.80",".423","66.9%","167","117","102","7.20","5.01","2.19","4.31","3.83","15006","608601"
"Tanner Rainey","- - -","12.52","6.23","2.01","1.64","31.2%","15.5%","15.7%",".212","1.48",".282","68.8%","128","116","106","5.44","5.01","0.43","4.48","4.08","17610","663432"
"Jose De Leon","- - -","15.88","7.94","2.00","1.59","34.0%","17.0%","17.0%",".263","1.98",".413","54.7%","208","111","99","9.53","5.02","4.51","4.32","4.18","15463","592254"
"Matthew Liberatore","STL","7.27","4.67","1.56","1.30","17.4%","11.2%","6.2%",".296","1.73",".339","70.4%","154","128","123","5.97","5.02","0.95","4.93","5.00","22294","669461"
"Caleb Smith","- - -","9.67","4.35","2.22","1.68","25.1%","11.3%","13.8%",".215","1.29",".249","76.2%","107","121","119","4.41","5.02","-0.60","5.06","4.56","14875","592761"
"Adrian Sampson","- - -","6.78","2.34","2.89","1.66","17.6%","6.1%","11.5%",".273","1.34",".297","75.9%","95","114","113","4.38","5.03","-0.66","4.87","4.64","13339","592716"
"Clayton Richard","- - -","5.74","3.44","1.67","1.24","14.7%","8.8%","5.9%",".268","1.42",".291","65.3%","135","121","107","5.47","5.04","0.44","4.48","4.74","3551","453385"
"Tayler Saucedo","TOR","6.04","3.49","1.73","1.27","15.3%","8.9%","6.5%",".252","1.38",".273","65.0%","125","121","108","5.40","5.04","0.36","4.58","4.37","17888","642048"
"Ralph Garza","- - -","6.34","4.13","1.53","1.24","16.4%","10.7%","5.7%",".251","1.41",".276","80.1%","87","127","123","3.44","5.04","-1.59","5.03","4.88","17682","621248"
"Tyler Gilbert","ARI","5.45","2.78","1.96","1.45","14.9%","7.6%","7.3%",".219","1.13",".222","69.4%","99","125","124","4.12","5.04","-0.92","5.12","5.17","17964","656457"
"Matt Harvey","- - -","6.99","2.75","2.55","1.65","17.4%","6.9%","10.6%",".285","1.48",".314","65.2%","139","115","110","6.00","5.04","0.96","4.67","4.73","11713","518774"
"Jeff Samardzija","SFG","6.53","2.93","2.23","1.52","17.2%","7.7%","9.5%",".235","1.23",".249","71.5%","107","122","125","4.45","5.05","-0.60","5.45","5.23","3254","502188"
"Luke Bard","- - -","7.56","2.78","2.72","1.56","20.4%","7.5%","12.9%",".217","1.11",".235","73.4%","99","114","116","4.44","5.05","-0.61","5.08","4.34","14288","572703"
"Eric Yardley","- - -","5.20","3.86","1.35","1.01","13.0%","9.7%","3.4%",".262","1.45",".283","76.4%","83","116","113","3.52","5.05","-1.53","4.92","4.76","15538","642233"
"Ryan Buchter","- - -","9.67","4.79","2.02","1.60","24.6%","12.2%","12.4%",".233","1.42",".278","81.9%","82","118","118","3.53","5.06","-1.52","5.19","4.54","9456","488748"
"Joan Adon","WSN","8.23","5.40","1.52","1.16","19.2%","12.6%","6.6%",".288","1.77",".344","64.2%","167","124","121","6.81","5.06","1.75","4.85","4.91","22925","672851"
"Tommy Milone","- - -","7.76","1.69","4.59","2.04","20.2%","4.4%","15.8%",".271","1.29",".294","68.1%","125","116","108","5.42","5.06","0.36","4.72","4.25","7608","543548"
"Charlie Barnes","MIN","4.74","3.79","1.25","0.95","11.4%","9.1%","2.3%",".297","1.63",".321","64.6%","139","120","147","5.92","5.06","0.86","6.30","5.93","19865","656212"
"Brett de Geus","- - -","7.38","4.50","1.64","1.08","17.2%","10.5%","6.7%",".302","1.74",".354","55.4%","176","120","115","7.56","5.07","2.49","4.89","4.60","23592","676969"
"Yusei Kikuchi","- - -","8.68","3.67","2.37","1.72","22.1%","9.3%","12.8%",".260","1.42",".299","71.3%","120","119","100","5.02","5.08","-0.06","4.35","4.48","20633","579328"
"Chris Rusin","- - -","7.63","4.58","1.67","1.37","18.7%","11.2%","7.5%",".285","1.64",".330","57.9%","145","118","110","6.71","5.08","1.63","4.54","4.43","9895","543734"
"Julio Teheran","- - -","8.08","4.33","1.87","1.42","21.1%","11.3%","9.8%",".218","1.29",".245","74.6%","101","120","120","4.35","5.08","-0.73","5.11","5.00","6797","527054"
"Ariel Jurado","- - -","5.22","2.69","1.94","1.44","13.1%","6.7%","6.4%",".299","1.53",".318","60.7%","122","109","112","5.97","5.08","0.89","5.01","5.17","17030","642558"
"Harold Castro","DET","1.35","5.40","0.25","0.00","3.4%","13.8%","-10.3%",".250","1.50",".261","81.8%","70","125","194","2.70","5.09","-2.39","7.96","7.58","14691","605612"
"Tayron Guerrero","MIA","9.61","5.71","1.68","1.30","22.9%","13.6%","9.3%",".259","1.65",".322","66.9%","146","124","119","5.80","5.09","0.71","5.05","4.65","11691","594027"
"James Shields","CHW","6.77","3.43","1.97","1.50","17.7%","9.0%","8.7%",".242","1.31",".262","70.6%","108","118","120","4.53","5.09","-0.56","5.09","4.95","7059","448306"
"Alex Young","- - -","7.52","3.41","2.20","1.60","19.0%","8.6%","10.4%",".262","1.42",".292","71.5%","105","120","110","4.58","5.09","-0.51","4.78","4.68","18333","622065"
"Ryan Feltner","COL","7.81","3.47","2.25","1.65","19.5%","8.7%","10.8%",".267","1.46",".301","64.4%","132","120","115","6.16","5.09","1.07","4.61","4.49","21446","663372"
"Ray Black","- - -","11.48","4.68","2.45","1.91","30.2%","12.3%","17.9%",".213","1.30",".261","69.8%","135","122","105","5.53","5.10","0.43","4.48","3.75","14244","605143"
