"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid","mlbamid"
"Chris Gimenez","- - -","291","13.4%","26.1%","0.51",".218",".336",".370",".706",".152","3.1",".275","-1.6","0.2","0.2","34","-1.3",".314","94","7324","460269"
"Phillip Ervin","- - -","660","8.5%","24.2%","0.35",".247",".322",".406",".728",".159","6.2",".308","4.2","0.2","0.5","78","-2.4",".314","90","14738","640447"
"Nick Williams","- - -","916","6.2%","27.8%","0.22",".251",".312",".415",".727",".164","4.0",".323","-1.1","1.1","-1.4","106","-3.6",".313","93","14330","608384"
"Cesar Puello","- - -","197","8.1%","26.4%","0.31",".246",".354",".347",".701",".102","3.6",".333","0.3","0.2","0.3","23","-1.2",".313","95","7216","527049"
"Ryan Raburn","WSN","69","5.8%","36.2%","0.16",".262",".304",".431",".735",".169","4.4",".395","-0.7","0.0","-0.5","8","-0.5",".313","88","2218","430605"
"Chad Pinder","OAK","1306","6.6%","26.3%","0.25",".244",".303",".429",".732",".185","2.8",".300","-3.3","-1.0","-1.8","153","-5.7",".313","99","15191","640461"
"Manny Pina","MIL","1128","7.3%","21.3%","0.34",".245",".313",".416",".728",".171","3.0",".280","-4.1","-0.9","0.1","132","-4.6",".313","92","2829","444489"
"Hanley Ramirez","- - -","805","9.1%","20.9%","0.43",".241",".317",".414",".731",".173","2.2",".272","-3.7","-3.0","-1.1","93","-4.5",".313","90","8001","434670"
"Daulton Varsho","ARI","430","9.8%","23.3%","0.42",".231",".310",".418",".728",".187","6.3",".277","2.5","1.3","1.1","51","-1.2",".313","93","19918","662139"
"Raimel Tapia","COL","1384","6.1%","18.1%","0.34",".281",".326",".399",".726",".119","6.1",".335","5.1","2.1","1.9","164","-6.1",".313","79","14350","606132"
"Nomar Mazara","- - -","1951","7.6%","22.6%","0.34",".252",".314",".418",".732",".166","3.0",".299","-2.7","1.6","-1.4","228","-9.3",".313","87","14553","608577"
"Boog Powell","- - -","160","10.0%","22.5%","0.44",".262",".333",".383",".716",".121","4.6",".327","-0.3","0.1","-0.7","18","-1.0",".312","97","15103","621471"
"Tyler Austin","- - -","493","9.5%","36.3%","0.26",".215",".290",".450",".740",".235","3.7",".278","1.8","1.2","-0.4","57","-2.1",".312","95","11850","592122"
"Anthony Santander","BAL","1147","5.1%","21.0%","0.24",".248",".290",".454",".744",".207","2.6",".273","-0.3","3.1","-1.7","137","-4.3",".312","94","14551","623993"
"Brandon Phillips","- - -","631","4.0%","12.7%","0.31",".279",".316",".410",".726",".131","4.1",".303","1.6","-2.7","-1.6","72","-4.3",".312","89","791","408252"
"Kevin Plawecki","- - -","831","8.5%","18.4%","0.46",".250",".332",".382",".714",".132","2.5",".294","-4.4","-3.1","-1.0","97","-3.4",".312","95","13807","608700"
"Gerardo Parra","- - -","1276","6.0%","18.1%","0.33",".277",".326",".401",".727",".125","3.9",".320","-5.2","-0.8","-1.9","148","-6.3",".312","82","8553","467827"
"Christopher Bostick","- - -","50","12.0%","32.0%","0.38",".256",".360",".326",".686",".070","2.5",".407","0.4","0.1","-0.5","6","-0.2",".312","94","13718","607471"
"Jonathan Villar","- - -","2377","8.3%","26.6%","0.31",".256",".321",".401",".722",".146","6.0",".330","9.4","1.7","9.6","279","-11.3",".312","94","10071","542340"
"Yan Gomes","- - -","1670","6.9%","24.1%","0.29",".247",".310",".420",".731",".173","2.4",".296","-2.4","-1.2","-0.4","195","-8.0",".312","92","9627","543228"
"Daniel Descalso","- - -","1015","13.3%","25.2%","0.53",".223",".329",".383",".712",".160","4.8",".283","0.5","1.9","-0.3","116","-6.0",".312","89","8392","518614"
"Heath Fillmyer","KCR","5","0.0%","60.0%","0.00",".250",".250",".500",".750",".250","0.1","1.000","","","0.0","1","0.0",".312","94","17466","641571"
"Jose Pirela","- - -","841","7.0%","19.9%","0.35",".263",".318",".404",".722",".141","4.5",".315","-3.1","-0.6","-1.0","97","-3.6",".312","94","5485","517369"
"Mike Zunino","- - -","1588","7.7%","36.3%","0.21",".209",".283",".450",".733",".242","2.5",".270","-4.1","1.5","-0.6","184","-8.2",".312","99","13265","572287"
"Pedro Alvarez","BAL","161","11.2%","28.6%","0.39",".210",".298",".420",".718",".210","1.6",".239","-0.8","0.1","-0.1","18","-0.5",".312","95","2495","476883"
"Jon Berti","- - -","722","10.9%","24.2%","0.45",".247",".341",".362",".703",".115","6.6",".322","8.4","0.7","2.6","86","-3.5",".312","95","12037","542932"
"Rafael Ortega","- - -","569","8.4%","20.2%","0.42",".261",".326",".387",".713",".126","5.0",".314","0.0","-0.9","0.2","67","-1.9",".311","94","10323","542364"
"Brad Peacock","- - -","9","11.1%","44.4%","0.25",".250",".333",".375",".708",".125","1.6",".500","","","0.0","1","-0.1",".311","97","5401","502748"
"Jayson Werth","WSN","289","12.1%","23.9%","0.51",".226",".322",".393",".715",".167","3.8",".270","1.2","0.4","-0.6","33","-2.5",".311","86","1327","150029"
"Aaron Altherr","- - -","763","9.3%","28.8%","0.32",".222",".305",".419",".724",".197","4.9",".282","0.6","-2.3","-1.3","87","-4.9",".311","90","11270","571437"
"Charlie Culberson","- - -","759","6.1%","26.5%","0.23",".255",".306",".424",".730",".169","5.1",".326","2.1","0.0","0.1","88","-3.5",".310","92","3298","518586"
"Justin Dunn","SEA","4","0.0%","75.0%","0.00",".250",".250",".500",".750",".250","0.1","1.000","","","0.0","0","0.0",".310","103","19268","643290"
"Brent Rooker","MIN","234","6.4%","32.1%","0.20",".212",".299",".413",".713",".202","1.9",".276","0.6","1.0","-0.2","28","-0.9",".310","97","19627","667670"
"Danny Valencia","- - -","782","7.9%","22.4%","0.35",".258",".315",".410",".725",".152","2.9",".304","-5.2","-3.5","-1.1","88","-5.5",".310","95","6364","502143"
"Brian McCann","- - -","931","9.5%","16.2%","0.58",".237",".318",".405",".723",".168","1.7",".244","-4.7","-1.0","-0.8","107","-6.8",".310","93","4810","435263"
"A.J. Ellis","- - -","346","11.0%","19.1%","0.58",".241",".340",".357",".697",".116","1.3",".287","-3.2","0.0","-0.2","39","-2.2",".310","94","5677","454560"
"Nick Solak","TEX","879","7.6%","20.3%","0.38",".257",".330",".377",".706",".120","4.6",".309","2.9","-0.3","-0.1","103","-4.6",".310","94","19294","669256"
"Jake Cave","MIN","838","6.4%","33.3%","0.19",".240",".305",".417",".722",".177","4.6",".338","1.9","2.1","-1.6","97","-4.6",".310","94","14477","595909"
"Ryan Schimpf","- - -","204","14.2%","35.8%","0.40",".159",".289",".435",".725",".276","1.2",".143","1.1","1.0","-0.1","23","-1.9",".310","91","9953","572114"
"Carson Kelly","- - -","970","10.9%","20.6%","0.53",".229",".321",".404",".725",".175","1.4",".256","-0.5","-2.9","-0.6","113","-6.4",".310","90","13620","608348"
"Carlos Gomez","- - -","933","6.8%","27.9%","0.24",".229",".315",".393",".708",".165","5.3",".296","-1.0","1.2","1.5","106","-6.3",".310","91","4881","460576"
"Russell Martin","- - -","966","14.1%","23.3%","0.60",".211",".340",".350",".690",".139","1.9",".255","-2.7","-0.5","-2.3","110","-7.2",".310","92","4616","431145"
"Ender Inciarte","ATL","1828","7.8%","14.7%","0.53",".270",".330",".382",".712",".111","5.7",".306","8.8","3.3","0.8","208","-13.2",".309","88","4922","542255"
"Andrew Toles","LAD","134","5.2%","17.9%","0.29",".262",".306",".421",".727",".159","3.7",".289","0.9","-0.2","-0.3","15","-1.1",".309","92","13414","592808"
"Nick Maton","PHI","131","7.6%","29.8%","0.26",".256",".323",".385",".708",".128","6.1",".364","0.6","0.7","0.3","15","-0.6",".309","91","21635","665155"
"Yairo Munoz","- - -","566","6.5%","21.4%","0.31",".274",".327",".395",".722",".121","4.3",".337","-2.0","0.7","-1.1","64","-3.7",".309","94","16313","622168"
"Dwight Smith Jr.","- - -","568","7.2%","21.8%","0.33",".248",".310",".416",".726",".168","4.9",".292","-0.6","-0.3","0.7","65","-5.2",".309","90","13473","596105"
"Yasmany Tomas","ARI","186","7.0%","28.5%","0.25",".233",".285",".448",".733",".215","2.3",".286","0.4","0.4","-0.1","21","-1.9",".309","83","17171","630111"
"Josh Harrison","- - -","1712","5.2%","15.9%","0.33",".261",".320",".391",".711",".130","4.4",".293","0.8","2.6","-0.9","195","-12.4",".309","91","8202","543281"
"Jake Marisnick","- - -","1044","6.1%","33.0%","0.19",".231",".295",".429",".724",".198","6.8",".312","5.5","0.6","1.0","119","-8.5",".308","94","11339","545350"
"Danny Santana","- - -","911","5.8%","28.2%","0.21",".240",".290",".447",".738",".207","7.3",".297","3.2","1.4","2.7","105","-7.9",".308","85","10322","542454"
"Thairo Estrada","- - -","253","5.1%","22.5%","0.23",".245",".302",".416",".718",".172","5.6",".279","1.5","0.8","1.0","29","-2.0",".308","92","16426","642731"
"Matt Davidson","- - -","986","7.6%","34.8%","0.22",".221",".288",".433",".721",".212","1.2",".292","-5.0","-0.8","-0.9","110","-8.2",".308","93","7226","571602"
"Austin Barnes","LAD","1071","11.8%","23.0%","0.51",".230",".336",".362",".699",".132","4.6",".288","0.1","-1.8","0.6","121","-9.0",".308","92","12158","605131"
"Patrick Kivlehan","- - -","226","10.6%","31.0%","0.34",".210",".310",".405",".715",".195","5.0",".271","1.0","0.6","-0.8","25","-2.4",".308","85","13910","623182"
"Dansby Swanson","ATL","2546","9.0%","23.7%","0.38",".246",".316",".407",".723",".161","4.6",".300","9.6","7.1","-0.5","289","-21.3",".308","87","18314","621020"
"Cameron Maybin","- - -","1237","10.4%","22.5%","0.46",".243",".326",".377",".703",".134","5.8",".303","2.7","-0.6","2.4","140","-10.7",".308","93","5223","457727"
"Ronald Guzman","TEX","826","8.8%","28.8%","0.31",".227",".304",".414",".718",".187","3.2",".288","-2.1","0.1","-0.7","93","-6.5",".308","84","14388","608597"
"William Contreras","ATL","195","9.7%","29.7%","0.33",".225",".308",".405",".712",".179","2.1",".287","-0.8","0.0","-0.2","23","-1.1",".308","89","20503","661388"
"Miguel Rojas","MIA","2042","6.7%","12.5%","0.53",".273",".329",".381",".710",".108","4.3",".301","-1.1","-5.6","0.1","232","-16.0",".308","93","7802","500743"
"Ryon Healy","- - -","1323","4.8%","22.4%","0.21",".251",".289",".435",".724",".183","1.3",".286","-5.1","-3.2","-1.1","148","-11.6",".308","95","15447","592387"
"Luis Guillorme","NYM","368","12.8%","15.5%","0.82",".262",".356",".328",".684",".066","2.1",".313","0.9","-0.7","-0.6","42","-2.7",".307","96","16451","641645"
"Jose Iglesias","- - -","2144","3.9%","12.8%","0.31",".278",".313",".401",".714",".123","4.3",".307","5.7","-0.7","-2.3","242","-19.2",".307","88","10231","578428"
"J.P. Crawford","- - -","1540","9.9%","19.2%","0.52",".250",".331",".367",".698",".117","4.5",".303","1.2","0.2","-2.9","176","-13.2",".307","96","15491","641487"
"Hunter Pence","- - -","1159","6.9%","21.1%","0.33",".254",".307",".412",".719",".158","4.4",".295","5.5","2.6","-0.2","130","-11.3",".307","88","8252","452254"
"Adolis Garcia","- - -","646","5.1%","31.7%","0.16",".237",".280",".442",".722",".205","5.1",".301","-1.9","-0.2","0.7","74","-4.0",".307","94","19287","666969"
"Yadier Molina","STL","2127","5.2%","14.0%","0.37",".264",".308",".408",".717",".144","3.0",".280","-13.3","-7.8","0.2","239","-19.5",".307","92","7007","425877"
"Hanser Alberto","- - -","1066","2.5%","10.3%","0.25",".289",".313",".407",".719",".118","3.9",".309","3.5","0.3","-1.2","122","-10.4",".307","89","11902","593643"
"Josh Rojas","ARI","777","10.7%","25.0%","0.43",".247",".328",".370",".698",".123","4.7",".324","4.8","0.8","-0.8","89","-6.3",".307","88","19734","668942"
"Mike Tauchman","- - -","667","12.0%","27.0%","0.44",".231",".326",".378",".704",".147","5.3",".304","2.3","-0.7","0.8","76","-6.1",".307","90","15274","643565"
"Daniel Robertson","- - -","945","11.7%","25.7%","0.46",".227",".338",".345",".683",".117","3.1",".301","0.3","-2.0","-1.8","105","-9.6",".307","94","14145","621002"
"Alex Kirilloff","MIN","231","6.1%","22.5%","0.27",".251",".299",".423",".722",".172","3.0",".295","-0.1","0.3","-0.4","26","-1.5",".307","95","20325","666135"
"Andrew Vaughn","CHW","469","8.7%","21.5%","0.41",".235",".309",".396",".705",".161","2.2",".271","-1.9","-1.1","-0.6","54","-3.1",".306","93","26197","683734"
"Adalberto Mondesi","KCR","1163","4.3%","29.6%","0.15",".256",".289",".436",".725",".179","9.0",".340","3.6","2.0","12.6","131","-12.1",".306","88","13769","609275"
"Mike Ford","NYY","319","11.0%","21.0%","0.52",".199",".301",".422",".723",".224","1.6",".196","0.0","0.3","-0.2","37","-3.0",".306","92","15585","645801"
"Daniel Mengden","OAK","9","11.1%","33.3%","0.33",".286",".375",".286",".661",".000","2.6",".500","","","0.0","1","0.1",".306","114","16980","596043"
"David Bote","CHC","1038","10.3%","25.6%","0.40",".227",".318",".388",".706",".161","4.2",".282","3.2","-3.0","-1.2","118","-9.2",".306","89","14593","623520"
"Jorge Bonifacio","- - -","819","8.7%","27.8%","0.31",".242",".312",".393",".705",".152","2.9",".316","0.8","1.6","-1.1","90","-8.5",".306","89","12174","593528"
"Tucker Barnhart","CIN","1807","10.0%","20.8%","0.48",".247",".328",".381",".708",".134","2.4",".297","-9.2","-0.4","-1.8","202","-17.3",".306","84","10200","571466"
"Devin Mesoraco","- - -","439","9.8%","20.5%","0.48",".218",".310",".395",".705",".177","2.2",".239","-0.7","-1.0","0.0","48","-4.0",".306","90","5666","519023"
"Jason Kipnis","- - -","1620","9.0%","19.3%","0.47",".236",".308",".403",".711",".167","3.9",".265","1.8","4.4","1.2","180","-17.1",".306","88","9776","543401"
"Bobby Bradley","CLE","328","8.8%","36.3%","0.24",".203",".287",".431",".718",".228","1.5",".268","-2.4","0.1","-0.2","37","-2.7",".306","92","17278","656252"
"Preston Tucker","- - -","184","7.1%","23.4%","0.30",".229",".299",".404",".703",".175","1.3",".271","-0.4","0.2","-0.1","20","-1.4",".306","88","13633","605512"
"Jose Bautista","- - -","1085","13.9%","25.9%","0.54",".203",".323",".371",".693",".168","3.2",".247","-3.2","-0.1","-1.1","118","-12.1",".306","90","1887","430832"
"Myles Straw","- - -","862","10.6%","19.4%","0.54",".265",".343",".341",".684",".076","6.3",".331","5.5","0.2","4.6","98","-7.5",".306","93","17620","664702"
"Eric Sogard","- - -","1162","9.9%","14.9%","0.66",".255",".334",".366",".700",".111","4.3",".290","-0.2","-0.6","0.9","131","-12.3",".305","89","7927","519299"
"Jazz Chisholm Jr.","MIA","569","6.9%","28.8%","0.24",".238",".296",".413",".710",".175","7.0",".307","1.5","1.3","0.4","65","-4.6",".305","92","20454","665862"
"Tommy Joseph","PHI","533","6.2%","24.2%","0.26",".240",".289",".432",".721",".192","2.2",".280","-1.3","-3.0","-0.1","58","-7.0",".305","84","10349","571830"
"Jorge Alfaro","- - -","1367","4.2%","33.7%","0.13",".260",".310",".402",".713",".143","3.8",".375","-6.5","-0.3","0.4","153","-13.5",".305","90","12180","595751"
"Christian Vazquez","BOS","1822","6.1%","18.3%","0.34",".264",".312",".398",".710",".134","3.9",".305","-9.8","-6.0","-0.9","205","-18.4",".305","85","9774","543877"
"Tom Murphy","- - -","728","8.8%","32.8%","0.27",".228",".298",".419",".717",".191","2.5",".304","0.2","1.0","-0.4","82","-7.0",".305","92","13499","608596"
"Willie Calhoun","TEX","874","6.5%","15.4%","0.42",".247",".301",".414",".715",".167","2.4",".260","-5.3","0.8","-1.4","99","-8.7",".305","85","17838","641432"
"Jaycob Brugman","OAK","162","11.1%","23.5%","0.47",".266",".346",".343",".688",".077","1.3",".340","-0.2","0.8","-0.8","18","-2.2",".305","91","14936","595144"
"Jacob Stallings","PIT","837","10.2%","21.0%","0.48",".251",".330",".368",".698",".117","1.4",".306","-1.9","0.1","-0.7","94","-8.5",".305","88","13723","607732"
"Mark Trumbo","BAL","992","6.9%","24.3%","0.28",".242",".295",".413",".708",".171","2.0",".284","-1.2","-1.4","-0.3","107","-11.9",".305","88","6876","444432"
"Leury Garcia","CHW","1756","5.0%","21.8%","0.23",".273",".317",".388",".705",".115","5.9",".339","5.8","2.6","1.5","195","-19.6",".305","90","5913","544725"
"Yoshi Tsutsugo","- - -","447","12.3%","27.3%","0.45",".209",".309",".388",".697",".178","3.0",".259","0.0","0.1","-0.8","50","-4.5",".305","93","27459","660294"
"Eduardo Nunez","- - -","1169","3.3%","12.8%","0.25",".280",".304",".406",".710",".126","4.9",".303","-4.8","-2.5","2.5","127","-13.4",".305","86","6848","456488"
"Harold Ramirez","- - -","818","4.0%","18.2%","0.22",".271",".308",".405",".714",".134","3.7",".315","3.4","-1.2","-0.8","92","-9.0",".304","91","14387","623912"
"Nicky Delmonico","CHW","574","9.8%","24.0%","0.41",".224",".312",".384",".696",".159","4.0",".272","-0.6","-1.5","-1.0","63","-6.2",".304","91","13157","547170"
"Cameron Rupp","PHI","331","10.3%","34.4%","0.30",".217",".299",".417",".716",".200","2.1",".298","-2.5","-0.1","0.0","36","-4.6",".304","84","11146","519237"
"Amed Rosario","- - -","2152","4.6%","20.7%","0.22",".272",".307",".404",".712",".133","6.4",".328","7.3","-1.2","0.7","239","-23.1",".304","92","15518","642708"
"Kyle Farmer","- - -","893","4.7%","20.9%","0.22",".254",".308",".397",".706",".143","3.4",".299","0.2","-0.2","-0.9","100","-9.3",".304","83","14813","571657"
"Gregory Polanco","PIT","1669","8.9%","23.7%","0.38",".231",".301",".413",".714",".182","5.5",".271","-0.9","1.4","4.5","183","-18.9",".304","88","12907","570256"
"Jose Fernandez","LAA","123","4.9%","12.2%","0.40",".267",".309",".388",".697",".121","2.6",".293","0.1","0.1","0.1","13","-1.1",".304","91","19254","628336"
"Rene Rivera","- - -","430","5.8%","32.8%","0.18",".244",".298",".414",".712",".170","1.2",".333","-4.0","-0.5","-0.7","47","-5.2",".304","90","3648","425784"
"Kevin Pillar","- - -","2389","3.9%","16.9%","0.23",".255",".293",".424",".716",".169","5.4",".280","11.1","1.9","1.1","262","-29.0",".304","88","12434","607680"
"Shane Peterson","TBR","88","5.7%","23.9%","0.24",".253",".310",".392",".703",".139","4.5",".316","0.6","-0.1","0.3","9","-1.3",".304","91","7423","451089"
"Ryan LaMarre","- - -","238","6.7%","28.2%","0.24",".255",".311",".389",".700",".134","2.8",".336","-0.2","0.2","-0.6","26","-2.3",".304","90","10700","534606"
"Jordy Mercer","- - -","1414","7.6%","19.0%","0.40",".256",".317",".398",".715",".142","2.5",".300","1.8","-1.3","-2.1","154","-17.6",".303","87","6547","474568"
"Kyle Garlick","- - -","183","6.0%","31.7%","0.19",".225",".279",".444",".722",".219","3.7",".288","-0.2","0.3","0.1","20","-2.0",".303","90","18063","664247"
"Ehire Adrianza","- - -","1098","8.4%","19.3%","0.43",".252",".319",".381",".700",".130","5.5",".299","1.8","2.2","0.4","120","-12.9",".303","88","8418","501303"
"Jon Jay","- - -","1272","6.4%","17.2%","0.37",".273",".338",".347",".685",".074","4.8",".331","3.2","-1.2","-1.0","137","-15.7",".303","86","5227","445055"
"Greg Garcia","- - -","941","12.4%","21.5%","0.58",".240",".346",".328",".674",".088","3.8",".308","2.0","1.6","-1.2","103","-12.7",".303","88","10951","594824"
"Craig Gentry","BAL","286","7.7%","19.2%","0.40",".265",".326",".362",".688",".097","6.5",".325","1.3","1.0","0.3","31","-3.3",".303","88","9571","502226"
"Elvis Andrus","- - -","2417","5.8%","14.9%","0.39",".267",".312",".392",".704",".125","5.7",".299","15.4","-5.4","3.5","264","-30.7",".303","83","8709","462101"
"Nico Hoerner","CHC","378","8.5%","15.9%","0.53",".272",".342",".349",".691",".078","4.2",".319","1.3","-0.1","-0.9","42","-4.7",".303","87","21479","663538"
"Kevin Kiermaier","TBR","1817","7.4%","23.9%","0.31",".243",".307",".399",".707",".157","7.3",".303","9.5","4.0","1.6","199","-23.1",".303","93","11038","595281"
"Taylor Ward","LAA","534","8.1%","28.3%","0.28",".230",".305",".388",".693",".159","4.7",".303","1.4","0.9","0.2","59","-5.8",".303","89","17548","621493"
"Andrelton Simmons","- - -","2249","6.5%","10.0%","0.65",".269",".320",".376",".696",".107","4.4",".287","5.8","-9.3","2.7","244","-28.5",".303","89","10847","592743"
"Michael Chavis","- - -","664","6.0%","33.0%","0.18",".243",".295",".419",".714",".176","4.6",".331","-2.3","-1.1","-0.4","74","-9.1",".302","83","17321","656308"
"David Fletcher","LAA","1855","6.5%","9.9%","0.66",".281",".329",".364",".692",".083","4.9",".308","3.3","-0.7","1.2","205","-22.6",".302","88","17992","664058"
"Max Stassi","- - -","852","9.4%","29.2%","0.32",".220",".306",".385",".691",".164","1.7",".282","-4.5","-1.4","-0.6","93","-10.6",".302","90","10059","545358"
"Mike Napoli","TEX","485","10.1%","33.6%","0.30",".193",".285",".428",".713",".235","2.7",".225","-0.8","-0.4","-0.9","51","-7.6",".302","77","3057","435063"
"Dusty Coleman","SDP","71","2.8%","46.5%","0.06",".227",".268",".455",".722",".227","3.2",".367","0.1","0.2","0.2","8","-1.1",".302","85","8979","543038"
"Daniel Palka","CHW","542","7.0%","34.7%","0.20",".218",".277",".433",".710",".216","3.5",".282","-0.5","-0.1","-0.7","58","-6.5",".302","90","14897","594953"
"Nick Senzel","CIN","616","7.8%","21.4%","0.36",".246",".308",".396",".704",".149","5.6",".296","0.2","-1.1","-1.5","68","-8.7",".302","80","19293","669222"
"Mikie Mahtook","DET","654","7.0%","23.9%","0.29",".237",".300",".402",".702",".165","6.2",".284","-0.2","1.8","1.2","70","-9.0",".302","86","13130","543484"
"Niko Goodrum","- - -","1486","9.2%","30.7%","0.30",".230",".303",".396",".700",".167","6.2",".313","7.2","0.2","2.7","162","-18.8",".302","88","12092","592348"
"Matthew Boyd","DET","12","8.3%","33.3%","0.25",".300",".364",".300",".664",".000","0.1",".500","","","0.0","1","-0.1",".302","96","15440","571510"
"Mallex Smith","- - -","1439","7.9%","21.8%","0.36",".258",".326",".360",".687",".102","8.1",".333","8.8","1.1","9.0","154","-20.8",".302","91","13608","605480"
"James McCann","- - -","1847","6.6%","26.4%","0.25",".247",".305",".393",".699",".146","2.4",".313","-3.9","-1.7","-2.7","201","-24.0",".301","88","12859","543510"
"Adam Moore","TBR","20","5.0%","35.0%","0.14",".222",".263",".444",".708",".222","1.1",".300","-0.2","0.1","0.0","2","-0.2",".301","92","9362","446192"
"Willy Garcia","CHW","119","9.2%","26.1%","0.35",".238",".305",".400",".705",".162","4.4",".311","-1.0","0.3","-0.1","13","-2.0",".301","87","12956","591994"
"Freddy Galvis","- - -","2461","6.4%","20.7%","0.31",".250",".302",".401",".703",".151","4.2",".292","-0.1","1.3","-1.7","265","-34.5",".301","85","6609","520471"
"Mauricio Dubon","- - -","475","6.1%","20.4%","0.30",".260",".307",".395",".702",".135","3.6",".304","-0.4","-0.3","-1.1","52","-6.7",".301","88","16530","643289"
"Chase Utley","LAD","540","9.1%","16.9%","0.54",".228",".317",".370",".687",".142","5.8",".263","2.8","0.6","0.7","57","-8.0",".301","87","1679","400284"
"Brandon Moss","KCR","401","9.2%","31.9%","0.29",".207",".279",".428",".707",".221","2.3",".248","-0.9","0.7","0.2","42","-6.8",".301","83","4467","461235"
"Brock Holt","- - -","1192","9.7%","19.9%","0.49",".250",".331",".349",".680",".098","4.3",".309","-6.4","-1.0","-1.3","128","-16.4",".301","84","9345","571788"
"Andrew Stevenson","WSN","449","8.2%","28.1%","0.29",".248",".322",".365",".687",".116","4.2",".340","0.4","1.2","-0.6","48","-6.0",".301","84","17932","664057"
"Victor Robles","WSN","1268","6.4%","23.3%","0.27",".237",".317",".375",".692",".138","6.1",".298","-1.1","2.0","-0.3","138","-18.6",".301","83","18363","645302"
"Trevor Larnach","MIN","301","10.3%","34.6%","0.30",".223",".322",".350",".672",".127","2.3",".338","-2.3","1.0","-0.1","33","-3.5",".300","91","21501","663616"
"Adam Haseley","PHI","355","5.9%","22.8%","0.26",".264",".322",".373",".695",".109","3.8",".338","2.5","-1.1","0.6","39","-5.7",".300","83","19878","656514"
"Pablo Sandoval","- - -","1007","7.1%","21.4%","0.33",".237",".296",".410",".705",".172","1.9",".269","-1.6","-3.4","-0.8","108","-15.2",".300","86","5409","467055"
"Yohel Pozo","TEX","77","3.9%","13.0%","0.30",".284",".312",".378",".690",".095","1.4",".317","-0.6","0.2","-0.1","8","-0.9",".300","89","18848","650968"
"Danny Jansen","TOR","831","9.4%","20.6%","0.46",".212",".298",".396",".694",".184","2.1",".230","-1.4","0.8","-0.9","90","-13.0",".300","86","16535","643376"
"Ian Kinsler","- - -","1428","8.0%","14.3%","0.56",".234",".302",".391",".693",".157","4.7",".245","2.8","-2.6","-1.1","150","-22.2",".300","85","6195","435079"
"Peter Lambert","COL","36","8.3%","30.6%","0.27",".300",".364",".300",".664",".000","1.1",".474","","","0.0","4","-0.5",".300","72","17969","663567"
"Cory Spangenberg","- - -","917","7.1%","29.7%","0.24",".250",".309",".382",".691",".133","5.9",".344","4.2","2.1","1.8","96","-14.4",".300","85","12294","605486"
"Elias Diaz","- - -","1253","7.2%","16.7%","0.43",".249",".304",".389",".693",".140","2.0",".277","-2.3","-5.3","-1.0","133","-19.3",".300","80","11680","553869"
"Caleb Ferguson","LAD","7","0.0%","42.9%","0.00",".286",".286",".429",".714",".143","2.6",".500","","","0.0","1","-0.1",".299","87","19349","657571"
"Jackie Bradley Jr.","- - -","2288","8.8%","26.0%","0.34",".225",".307",".385",".692",".159","5.4",".285","7.9","4.7","2.1","244","-34.8",".299","82","12984","598265"
"Jacob Nottingham","- - -","130","8.5%","38.5%","0.22",".184",".277",".421",".698",".237","1.6",".228","0.0","0.6","-0.1","14","-1.8",".299","86","16448","641924"
"Francisco Mejia","- - -","639","5.8%","21.3%","0.27",".240",".299",".399",".698",".159","3.6",".282","0.9","-0.9","-0.6","69","-9.6",".299","89","16403","642336"
"Ryan Jeffers","MIN","355","7.6%","35.8%","0.21",".211",".285",".407",".691",".196","1.8",".287","-2.1","0.4","-0.7","39","-4.7",".299","90","24618","680777"
"Dylan Moore","SEA","818","9.7%","30.2%","0.32",".204",".301",".384",".685",".180","6.4",".265","2.3","-1.2","0.1","89","-12.3",".299","92","18042","664238"
"Josh Naylor","- - -","633","7.0%","19.1%","0.36",".250",".306",".389",".695",".139","2.9",".291","0.0","-0.2","-0.2","69","-9.9",".299","87","18839","647304"
"Nick Ahmed","ARI","2057","7.5%","20.0%","0.37",".242",".300",".402",".702",".160","5.0",".282","6.0","-2.0","-0.8","220","-30.9",".299","82","12147","605113"
"Michael A. Taylor","- - -","1541","6.7%","29.7%","0.23",".245",".299",".398",".696",".153","5.7",".329","5.5","1.3","2.9","164","-22.6",".299","83","11489","572191"
"Tim Locastro","- - -","503","6.2%","19.1%","0.32",".231",".333",".329",".662",".097","8.0",".285","1.8","1.6","4.6","55","-7.8",".299","83","15124","641796"
"Willians Astudillo","MIN","533","1.9%","4.7%","0.40",".270",".295",".406",".701",".136","1.8",".258","-2.2","-3.0","-0.3","57","-8.1",".299","87","15608","553902"
"Manuel Margot","- - -","2112","7.3%","17.9%","0.41",".251",".307",".388",".695",".137","6.0",".289","5.2","3.1","-0.6","223","-33.3",".299","88","14712","622534"
"Jose Osuna","PIT","705","4.8%","17.9%","0.27",".241",".280",".430",".710",".189","3.2",".262","-0.6","-1.5","-0.7","75","-12.1",".299","83","12937","591741"
"Yolmer Sanchez","CHW","1772","7.5%","20.9%","0.36",".253",".315",".372",".687",".118","5.3",".314","2.5","1.8","-3.6","186","-29.2",".299","86","11602","570560"
"Christian Arroyo","- - -","486","6.4%","24.9%","0.26",".235",".298",".391",".690",".156","2.8",".290","0.7","0.2","-0.7","51","-7.9",".298","85","16434","624414"
